PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=34 time=56.1 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=34 time=54.5 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=34 time=53.5 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=34 time=51.5 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=34 time=61.6 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=34 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=34 time=60.1 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=34 time=59.8 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=34 time=58.2 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=34 time=68.5 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=34 time=58.1 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=34 time=57.4 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=34 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=34 time=56.1 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=34 time=54.9 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=34 time=54.4 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=34 time=56.0 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=34 time=63.5 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=34 time=62.0 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=34 time=78.5 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=34 time=61.3 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=34 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=34 time=69.1 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=34 time=78.6 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=34 time=69.3 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=34 time=82.9 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=34 time=67.9 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=34 time=82.4 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=34 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=34 time=81.5 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=34 time=70.5 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=34 time=75.1 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=34 time=65.8 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=34 time=73.9 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=34 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=34 time=73.1 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=34 time=63.7 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=34 time=67.1 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=34 time=71.5 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=34 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=34 time=79.4 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=34 time=75.4 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=34 time=69.2 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=34 time=80.2 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=34 time=71.5 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=34 time=72.3 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=34 time=82.3 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=34 time=70.5 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=34 time=65.1 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=34 time=73.3 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=34 time=105 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=34 time=79.4 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=34 time=95.2 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=34 time=81.4 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=34 time=61.3 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=34 time=88.3 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=34 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=34 time=77.3 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=34 time=79.6 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=34 time=70.1 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=34 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=34 time=76.1 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=34 time=76.4 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=34 time=71.7 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=34 time=78.4 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=34 time=81.2 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=34 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=34 time=61.1 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=34 time=83.7 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=34 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=34 time=68.3 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=34 time=94.4 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=34 time=79.9 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=34 time=93.7 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=34 time=75.5 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=34 time=75.2 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=34 time=65.2 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=34 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=34 time=61.4 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=34 time=68.2 ms
46 bytes from 3.19.94.93: icmp_seq=81 ttl=34 time=69.2 ms
46 bytes from 3.19.94.93: icmp_seq=82 ttl=34 time=69.3 ms
46 bytes from 3.19.94.93: icmp_seq=83 ttl=34 time=77.4 ms
46 bytes from 3.19.94.93: icmp_seq=84 ttl=34 time=76.3 ms
46 bytes from 3.19.94.93: icmp_seq=85 ttl=34 time=66.5 ms
46 bytes from 3.19.94.93: icmp_seq=86 ttl=34 time=85.1 ms
46 bytes from 3.19.94.93: icmp_seq=87 ttl=34 time=62.1 ms
46 bytes from 3.19.94.93: icmp_seq=88 ttl=34 time=61.3 ms
46 bytes from 3.19.94.93: icmp_seq=89 ttl=34 time=68.5 ms
46 bytes from 3.19.94.93: icmp_seq=90 ttl=34 time=61.3 ms
46 bytes from 3.19.94.93: icmp_seq=91 ttl=34 time=71.8 ms
46 bytes from 3.19.94.93: icmp_seq=92 ttl=34 time=64.0 ms
46 bytes from 3.19.94.93: icmp_seq=93 ttl=34 time=86.6 ms
46 bytes from 3.19.94.93: icmp_seq=94 ttl=34 time=88.3 ms
46 bytes from 3.19.94.93: icmp_seq=95 ttl=34 time=84.3 ms
46 bytes from 3.19.94.93: icmp_seq=96 ttl=34 time=91.3 ms
46 bytes from 3.19.94.93: icmp_seq=97 ttl=34 time=81.9 ms
46 bytes from 3.19.94.93: icmp_seq=98 ttl=34 time=84.6 ms
46 bytes from 3.19.94.93: icmp_seq=99 ttl=34 time=80.3 ms
46 bytes from 3.19.94.93: icmp_seq=100 ttl=34 time=82.3 ms

--- 3.19.94.93 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 19875ms
rtt min/avg/max/mdev = 51.594/72.296/105.403/10.517 ms
