,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-15 15:15:29.000000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-15 15:15:29.800000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-110.14,-8.48,-81.67,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
2,2022-08-15 15:15:29.854049,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-15 15:15:29.900000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-111.22,-8.1,-83.1,,,,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
4,2022-08-15 15:15:30.000000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,331.0,Band 66,66636.0,132172.0,20.0,,-111.44,-8.48,-82.88,,,3.0,8.97,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,2.0,2.0,2.0,0.4,,,1.42,0.001,0.008,0.001,,,2.0,0.4,,,1.42,0.001,0.008,0.001,,,,,,NonCA,,Band 66,,,,,0.0
5,2022-08-15 15:15:30.100000,-73.504219,42.397491,,,,,,,,,,,10.0,28.0,295.0,30.0,18.0,68.0,206.0,35.0,23.0,57.0,311.0,26.0,24.0,49.0,144.0,30.0,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-111.27,-8.23,-82.08,,,11.8,9.51,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,
6,2022-08-15 15:15:30.200000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-111.02,-7.0,-82.14,,,,10.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
7,2022-08-15 15:15:30.300000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-111.84,-8.22,-82.74,,,3.0,9.12,,,2.0,0.0,100.0,0.0,0.0,TM4,,,11.5,1.0,,256QAM,QPSK,,8.0,,,,,,50.0,,,,,,8.0,,,,50.0,,,,,,0.0,,0.0,,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
8,2022-08-15 15:15:30.400000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-110.31,-8.06,-82.02,,,3.0,10.63,4.0,4.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
9,2022-08-15 15:15:30.500000,-73.504219,42.397491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0,Band 66,66636.0,132172.0,20.0,,-110.7,-7.77,-82.66,,,,9.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.0
