TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-12 12:21:10.000000,-95.804070,41.260689,5G-NR_NSA,,,,,,,,
2022-08-12 12:21:10.200000,-95.804070,41.260689,,,,0.000,,3730.08,0,0,
2022-08-12 12:21:10.300000,-95.804070,41.260689,,,,,,,,,0.000
2022-08-12 12:21:10.400000,-95.804070,41.260689,,,,0.000,,,,,
2022-08-12 12:21:10.500000,-95.804070,41.260689,,,,0.000,,3730.08,0,0,
2022-08-12 12:21:10.600000,-95.804070,41.260689,,,NonCA,0.245,DL NonCA,,,,
2022-08-12 12:21:10.800000,-95.804070,41.260689,,,,0.000,,,,,0.000
2022-08-12 12:21:10.900000,-95.804070,41.260689,,,NonCA,0.000,,3730.08,0,0,
2022-08-12 12:21:11.000000,-95.804070,41.260689,5G-NR_NSA,0.004,,,,,,,
2022-08-12 12:21:11.100000,-95.804070,41.260689,,,,0.000,,3730.08,0,0,
2022-08-12 12:21:11.200000,-95.804070,41.260689,,,NonCA,0.199,DL NonCA,,,,
2022-08-12 12:21:11.300000,-95.804070,41.260689,,,NonCA,0.000,,,,,0.000
2022-08-12 12:21:11.400000,-95.804070,41.260689,,,NonCA,0.000,,3730.08,0,0,
2022-08-12 12:21:11.500000,-95.804070,41.260689,,,NonCA,0.000,,,,,
2022-08-12 12:21:11.600000,-95.804070,41.260689,,,NonCA,,,,,,
2022-08-12 12:21:11.700000,-95.804070,41.260689,,,,0.000,,,,,
2022-08-12 12:21:11.800000,-95.804070,41.260689,,,,0.107,DL NonCA,3730.08,0,0,0.000
2022-08-12 12:21:12.000000,-95.804070,41.260689,5G-NR_NSA,0.001,,,,,,,
2022-08-12 12:21:12.100000,-95.804070,41.260689,,,,0.000,,3730.08,0,0,
2022-08-12 12:21:12.200000,-95.804070,41.260689,,,NonCA,0.000,,,,,
2022-08-12 12:21:12.300000,-95.804070,41.260689,,,,,,,,,0.000
2022-08-12 12:21:12.400000,-95.804070,41.260689,,,,0.000,,,,,
2022-08-12 12:21:12.500000,-95.804070,41.260689,,,NonCA,0.264,DL NonCA,3730.08,0,0,
2022-08-12 12:21:12.600000,-95.804070,41.260689,,,NonCA,0.000,,,,,
2022-08-12 12:21:12.700000,-95.804070,41.260689,,,NonCA,0.000,,,,,
2022-08-12 12:21:12.800000,-95.804070,41.260689,,,NonCA,0.000,,,,,0.023
2022-08-12 12:21:12.900000,-95.804070,41.260689,,,NonCA,0.000,,3730.08,0,0,
2022-08-12 12:21:13.000000,-95.804070,41.260689,5G-NR_NSA,,,0.341,DL NonCA,3730.08,0,0,
2022-08-12 12:21:13.100000,-95.804070,41.260689,,,,0.000,,,,,
2022-08-12 12:21:13.200000,-95.804070,41.260689,,,,0.000,,,,,
2022-08-12 12:21:13.300000,-95.804070,41.260689,,,,,,,,,0.023
