TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC UL Throughput[Mbps],LTE KPI UL CA Type,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-08-11 15:35:30.000000,-105.009430,39.744350,LTE,,,
2022-08-11 15:35:30.200000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:30.700000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:31.000000,-105.009430,39.744350,LTE,,,
2022-08-11 15:35:31.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:31.200000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:31.700000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:32.200000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:32.700000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:33.000000,-105.009430,39.744350,LTE,,,
2022-08-11 15:35:33.200000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:33.700000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:34.000000,-105.009430,39.744350,LTE(3CA),2.969,,
2022-08-11 15:35:34.200000,-105.009430,39.744350,,,,0.000
2022-08-11 15:35:34.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:34.700000,-105.009430,39.744350,,,,0.011
2022-08-11 15:35:34.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:34.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.000000,-105.009430,39.744350,LTE(3CA),25.618,NonCA,
2022-08-11 15:35:35.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.200000,-105.009430,39.744350,,,NonCA,17.107
2022-08-11 15:35:35.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.700000,-105.009430,39.744350,,,NonCA,28.382
2022-08-11 15:35:35.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:35.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.000000,-105.009430,39.744350,LTE(3CA),24.225,NonCA,
2022-08-11 15:35:36.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.200000,-105.009430,39.744350,,,NonCA,27.330
2022-08-11 15:35:36.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.700000,-105.009430,39.744350,,,NonCA,22.600
2022-08-11 15:35:36.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:36.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.000000,-105.009430,39.744350,LTE(3CA),25.385,NonCA,
2022-08-11 15:35:37.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.200000,-105.009430,39.744350,,,NonCA,24.701
2022-08-11 15:35:37.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.700000,-105.009430,39.744350,,,NonCA,25.894
2022-08-11 15:35:37.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:37.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.000000,-105.009430,39.744350,LTE(3CA),24.507,NonCA,
2022-08-11 15:35:38.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.200000,-105.009430,39.744350,,,NonCA,26.062
2022-08-11 15:35:38.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.700000,-105.009430,39.744350,,,NonCA,22.668
2022-08-11 15:35:38.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:38.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.000000,-105.009430,39.744350,LTE(3CA),25.440,NonCA,
2022-08-11 15:35:39.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.200000,-105.009430,39.744350,,,NonCA,24.701
2022-08-11 15:35:39.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.700000,-105.009430,39.744350,,,NonCA,26.278
2022-08-11 15:35:39.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:39.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.000000,-105.009430,39.744350,LTE(3CA),25.620,NonCA,
2022-08-11 15:35:40.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.200000,-105.009430,39.744350,,,NonCA,27.123
2022-08-11 15:35:40.300000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.400000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.500000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.600000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.700000,-105.009430,39.744350,,,NonCA,23.330
2022-08-11 15:35:40.800000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:40.900000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:41.000000,-105.009430,39.744350,LTE(3CA),25.228,NonCA,
2022-08-11 15:35:41.100000,-105.009430,39.744350,,,NonCA,
2022-08-11 15:35:41.200000,-105.009430,39.744350,,,NonCA,25.547
