TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC UL Throughput[Mbps],LTE KPI UL CA Type,5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info UL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-08-07 21:29:53.000000,-118.237541,34.058472,LTE,,,,,,,,
2022-08-07 21:29:53.900000,-118.237541,34.058472,,,,,,,,,0.000
2022-08-07 21:29:54.000000,-118.237541,34.058472,5G-NR_NSA,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:54.100000,-118.237541,34.058472,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:54.200000,-118.237541,34.058472,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:54.300000,-118.237541,34.058472,,,,,,28294.28,5,5,
2022-08-07 21:29:54.400000,-118.237541,34.058472,,,,0.175,UL NonCA,,,,0.000
2022-08-07 21:29:54.600000,-118.237541,34.058472,,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:54.700000,-118.237541,34.058468,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:54.800000,-118.237541,34.058468,,,,0.003,UL NonCA,,,,
2022-08-07 21:29:54.900000,-118.237541,34.058468,,,,0.175,UL NonCA,,,,0.000
2022-08-07 21:29:55.000000,-118.237541,34.058464,5G-NR_NSA,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:55.100000,-118.237541,34.058464,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:55.200000,-118.237541,34.058464,,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:55.300000,-118.237541,34.058464,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:55.400000,-118.237541,34.058460,,,,0.006,UL NonCA,,,,0.000
2022-08-07 21:29:55.500000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:55.600000,-118.237541,34.058460,,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:55.700000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:55.900000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,0.000
2022-08-07 21:29:56.000000,-118.237541,34.058460,5G-NR_NSA(4CA),8.364,,0.006,UL NonCA,28294.28,5,5,
2022-08-07 21:29:56.100000,-118.237541,34.058460,,,,0.175,UL NonCA,28294.28,5,5,
2022-08-07 21:29:56.200000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:56.300000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,
2022-08-07 21:29:56.400000,-118.237541,34.058460,,,,0.175,UL NonCA,,,,0.000
2022-08-07 21:29:56.600000,-118.237541,34.058460,,,NonCA,16.641,UL NonCA,28294.28,5,5,
2022-08-07 21:29:56.700000,-118.237541,34.058460,,,,43.554,UL 2CA,28294.28,5,5,
2022-08-07 21:29:56.800000,-118.237541,34.058460,,,NonCA,189.805,UL 2CA,,,,
