,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.063,10.0,5230.0,426.0,-121.44,,,,,,41.001469,-111.388496,,1660168086.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.001469,-111.388496,,1660168086.063186
2,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-121.66,,,,,,41.001469,-111.388496,,1660168086.1
3,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-121.23,,,,,,41.001469,-111.388496,,1660168086.2
4,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-119.28,,,,,,41.001469,-111.388496,0.0,1660168086.4
5,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-118.26,,,,,,41.001469,-111.388496,,1660168086.5
6,,,,,,,,,,,,,,,,2.67,,10.0,5230.0,426.0,-119.42,0.0,,,,,41.001469,-111.388496,,1660168086.6
7,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-119.49,,,,,,41.001492,-111.388466,,1660168086.7
8,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-119.6,,,,,,41.001511,-111.388435,,1660168086.8
9,,,,,,,,,,,,,,,,6.83,,10.0,5230.0,426.0,-121.7,0.0,,,,,41.001534,-111.388405,0.038,1660168086.9
10,,,,,,,,,,,,,,,,,0.541,10.0,5230.0,426.0,-119.45,,,,,,41.001553,-111.388374,,1660168087.0
11,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-119.23,,,,,,41.001572,-111.388344,,1660168087.1
12,,,,,,,,,,,,,,,,3.75,,10.0,5230.0,426.0,-117.74,0.0,,,,,41.001595,-111.388313,,1660168087.2
13,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-116.54,,,,,,41.001614,-111.388283,,1660168087.3
14,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-116.7,,,,,,41.001637,-111.388252,0.009,1660168087.4
15,,,,,,,,,,,,,,,,8.17,,10.0,5230.0,426.0,-117.33,25.0,,,,,41.001656,-111.388222,,1660168087.5
16,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-117.91,,,,,,41.001678,-111.388191,,1660168087.6
17,,,,,,,,,,,,,,,,14.06,,10.0,5230.0,426.0,-116.52,26.09,,,,,41.001701,-111.388161,,1660168087.7
18,,,,,,,,,,,,,,,,15.81,,10.0,5230.0,426.0,-116.84,21.13,,,,,41.00172,-111.38813,,1660168087.8
19,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-117.76,,,,,,41.001743,-111.3881,0.645,1660168087.9
20,,,,,,,,,,,,,,,,11.23,0.615,10.0,5230.0,426.0,-118.6,0.0,,,,,41.001762,-111.388069,,1660168088.0
21,,,,,,,,,,,,,,,,10.61,,10.0,5230.0,426.0,-119.47,0.0,,,,,41.001785,-111.388031,,1660168088.1
22,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-120.5,,,,,,41.001804,-111.388,,1660168088.2
23,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-118.66,,,,,,41.001823,-111.38797,,1660168088.3
24,,,,,,,,,,,,,,,,13.0,,10.0,5230.0,426.0,-118.71,50.0,,,,,41.001846,-111.387939,,1660168088.4
25,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-120.02,,,,,,41.001865,-111.387909,,1660168088.5
26,,,,,,,,,,,,,,,,,,10.0,5230.0,426.0,-120.03,,,,,,41.001888,-111.387878,,1660168088.6
27,,,,,,,,,,,,,,,,,,,,,,,,,,,41.50116,-110.002037,0.384,1660168088.4
