,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.071822
2,20.0,15.32,14.511,,,,,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,12.775,1660427938.1
3,3.57,14.42,16.844,,3730.08,159.0,-95.6,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.2
4,24.14,13.27,17.431,,3730.08,159.0,-96.42,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.3
5,0.0,9.54,18.507,,,,,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.4
6,28.57,10.63,16.91,,3730.08,159.0,-97.05,,,,,,,,,,,10.0,66836.0,159.0,-100.63,,,,,,40.045559,-86.488541,,1660427938.5
7,4.17,13.0,10.57,,,,,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,14.668,1660427938.6
8,6.45,13.0,16.727,,3730.08,159.0,-99.24,,,,,,,,,,,,,,,,,,,,40.045559,-86.488541,,1660427938.7
9,15.0,11.53,21.567,,3730.08,159.0,-100.89,,,,,,,,,,,10.0,66836.0,159.0,-99.19,,,,,,40.045559,-86.488541,,1660427938.8
10,0.0,8.69,14.913,,,,,,,,,,,,,,,,,,,,,,,,40.045532,-86.488518,,1660427938.9
11,2.63,10.5,18.152,,3730.08,159.0,-99.59,,,,,,,,,,,,,,,,,,,,40.045509,-86.488495,,1660427939.0
12,0.0,11.81,18.081,,3730.08,159.0,-98.01,,,,,,,,,,,,,,,,,,,,40.045483,-86.48848,14.943,1660427939.1
