,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188470.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188470.09761
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188470.3
3,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188470.5
4,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-91.5,,,,,,41.2995,-105.595108,,1660188470.9
5,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188471.0
6,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188471.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188471.5
8,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-90.25,,,,,,41.2995,-105.595108,0.0,1660188472.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188472.3
10,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188472.5
11,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188473.0
12,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-90.94,,,,,,41.2995,-105.595108,,1660188473.2
13,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,0.0,1660188473.5
14,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,41.2995,-105.595108,0.0,1660188474.0
15,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2995,-105.595108,,1660188474.3
16,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-90.06,,,,,,41.2995,-105.595108,0.0,1660188474.5
17,,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,,41.2995,-105.595108,,1660188474.55662
18,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,41.2995,-105.595108,,1660188474.595629
19,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,41.2995,-105.595108,,1660188474.596162
20,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,41.2995,-105.595108,,1660188474.596175
21,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-89.88,,,,,,41.2995,-105.595108,,1660188474.6
22,,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,41.2995,-105.595108,,1660188474.609067
23,,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,,41.2995,-105.595108,,1660188474.609085
24,,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,,41.2995,-105.595108,,1660188474.609854
25,,,,,,,,,,,,,,,,,,10.0,66586.0,198.0,-86.38,,,,,,41.2995,-105.595108,,1660188474.7
26,,,,,,,,,,,,,,,,3.86,,10.0,66586.0,198.0,-86.49,0.0,,,,,41.2995,-105.595108,,1660188474.8
