,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414076.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414076.860573
2,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-92.06,,,,,,41.722198,-87.548378,0.0,1660414076.9
3,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414077.0
4,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414077.1
5,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414077.2
6,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-92.25,,,,,,41.722198,-87.548378,,1660414077.3
7,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,0.0,1660414077.4
8,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722198,-87.548378,,1660414077.5
9,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-93.69,,,,,,41.722176,-87.548355,,1660414077.6
10,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722149,-87.548332,,1660414077.7
11,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-90.94,,,,,,41.722103,-87.548286,0.0,1660414077.9
12,,,,,,,,,,,,,,,,,,,,,,,,,,,41.722076,-87.548264,,1660414078.0
13,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-90.56,,,,,,41.722031,-87.548225,,1660414078.2
14,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721981,-87.54818,0.0,1660414078.4
15,,,,,,,,,,,,,,,,2.0,,20.0,66536.0,258.0,-91.19,0.0,,,,,41.721958,-87.548157,,1660414078.5
16,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721912,-87.548111,,1660414078.7
17,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.92,,,,,,41.721863,-87.548073,0.0,1660414078.9
18,,,,,,,,,,,,,,,,0.0,0.0,20.0,66536.0,258.0,-89.69,0.0,,,,,41.72184,-87.54805,,1660414079.0
19,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.55,,,,,,41.721817,-87.548027,,1660414079.1
20,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.44,,,,,,41.721794,-87.548004,,1660414079.2
21,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.38,,,,,,41.721745,-87.547966,0.0,1660414079.4
22,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721722,-87.547943,,1660414079.5
23,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721672,-87.547897,,1660414079.7
24,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-90.06,,,,,,41.721649,-87.547882,,1660414079.8
25,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721626,-87.547859,0.0,1660414079.9
26,,,,,,,,,,,,,,,,,,,,,,,,,,,41.721603,-87.547836,,1660414080.0
27,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.88,,,,,,41.721577,-87.547813,,1660414080.1
28,,,,,,,,,,,,,,,,8.0,,20.0,66536.0,258.0,-88.51,100.0,,,,,41.721554,-87.547791,,1660414080.2
29,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-88.68,,,,,,41.721531,-87.547775,,1660414080.3
30,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-89.92,,,,,,41.721504,-87.547752,0.0,1660414080.4
31,,,,,,,,,,,,,,,,,,20.0,66536.0,258.0,-90.13,,,,,,41.721481,-87.547729,,1660414080.5
