,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59367,-109.196129,,1660175302.896618
1,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,41.59367,-109.196129,,1660175303.0
2,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-91.81,,,,,,41.59367,-109.196129,0.0,1660175303.2
3,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-92.63,,,,,,41.59367,-109.196129,,1660175303.3
4,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-90.33,,,,,,41.59367,-109.196129,,1660175303.4
5,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.65,,,,,,41.59367,-109.196129,,1660175303.5
6,,,,,,,,,,,,,,,,3.25,,10.0,66586.0,23.0,-89.26,0.0,,,,,41.59367,-109.196129,,1660175303.6
7,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.93,,,,,,41.59367,-109.196129,0.001,1660175303.7
8,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.72,,,,,,41.593658,-109.196106,,1660175303.8
9,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.75,,,,,,41.593643,-109.196083,,1660175303.9
10,,,,,,,,,,,,,,,,,0.047,,,,,,,,,,41.593632,-109.19606,,1660175304.0
11,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593616,-109.196037,,1660175304.1
12,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593605,-109.196014,0.0,1660175304.2
13,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-88.78,,,,,,41.593594,-109.195992,,1660175304.3
14,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.19,,,,,,41.593578,-109.195969,,1660175304.4
15,,,,,,,,,,,,,,,,3.0,,10.0,66586.0,23.0,-90.03,0.0,,,,,41.593567,-109.195946,,1660175304.5
16,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.91,,,,,,41.593552,-109.195923,,1660175304.6
17,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59354,-109.1959,0.006,1660175304.7
18,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-88.31,,,,,,41.593529,-109.195877,,1660175304.8
19,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593517,-109.195847,,1660175304.9
20,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,41.593502,-109.195824,,1660175305.0
21,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593491,-109.195801,,1660175305.1
22,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.81,,,,,,41.593479,-109.19577,0.006,1660175305.2
23,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-86.02,,,,,,41.593468,-109.195747,,1660175305.3
24,,,,,,,,,,,,,,,,4.4,,10.0,66586.0,23.0,-85.33,0.0,,,,,41.593456,-109.195724,,1660175305.4
25,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-85.52,,,,,,41.593441,-109.195702,,1660175305.5
26,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-85.69,,,,,,41.59343,-109.195671,,1660175305.6
27,,,,,,,,,,,,,,,,5.5,,10.0,66586.0,23.0,-86.16,0.0,,,,,41.593418,-109.195648,0.002,1660175305.7
28,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.56,,,,,,41.593407,-109.195625,,1660175305.8
29,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-88.94,,,,,,41.593395,-109.195602,,1660175305.9
30,,,,,,,,,,,,,,,,,0.051,,,,,,,,,,41.593384,-109.19558,,1660175306.0
31,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.56,,,,,,41.593361,-109.195534,0.0,1660175306.2
32,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-88.56,,,,,,41.593323,-109.195465,,1660175306.5
33,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-86.91,,,,,,41.5933,-109.195419,0.006,1660175306.7
34,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-86.51,,,,,,41.593288,-109.195396,,1660175306.8
35,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-87.13,,,,,,41.593277,-109.195366,,1660175306.9
36,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593266,-109.195343,,1660175307.0
37,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593227,-109.195267,,1660175307.3
38,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-91.38,,,,,,41.593204,-109.195221,,1660175307.5
39,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593182,-109.195168,0.0,1660175307.7
40,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-88.94,,,,,,41.59317,-109.195145,,1660175307.8
41,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.06,,,,,,41.593159,-109.195114,,1660175307.9
42,,,,,,,,,,,,,,,,,1.957,10.0,66586.0,23.0,-89.67,,0.747,3.218,,,41.593143,-109.195091,,1660175308.0
43,,,,,,,,,,,,,,,,6.25,,10.0,66586.0,23.0,-90.54,0.0,,,,,41.593132,-109.195061,,1660175308.1
44,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-89.99,,,,,,41.593121,-109.195038,0.006,1660175308.2
45,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-91.99,,,,,,41.593109,-109.195015,,1660175308.3
46,,,,,,,,,,,,,,,,7.88,,10.0,66586.0,23.0,-92.88,14.29,,,,,41.593098,-109.194984,,1660175308.4
47,,,,,,,,,,,,,,,,,,10.0,66586.0,23.0,-92.38,,,,,,41.593082,-109.194962,,1660175308.5
48,,,,,,,,,,,,,,,,18.42,,10.0,66586.0,23.0,-93.89,14.29,,,,,41.593071,-109.194931,,1660175308.6
49,,,,,,,,,,,,,,,,19.96,,10.0,66586.0,23.0,-89.75,31.82,,,,,41.59306,-109.194908,4.595,1660175308.7
50,,,,,,,,,,,,,,,,19.67,,10.0,66586.0,23.0,-89.57,0.85,,,,,41.593048,-109.194878,,1660175308.8
51,,,,,,,,,,,,,,,,18.33,,10.0,66586.0,23.0,-91.65,3.91,,,,,41.593037,-109.194855,,1660175308.9
52,,,,,,,,,,,,,,,,18.07,5.745,10.0,66586.0,23.0,-93.61,1.87,5.556,11.634,,,41.593025,-109.194824,,1660175309.0
53,,,,,,,,,,,,,,,,19.12,,10.0,66586.0,23.0,-93.69,4.12,,,,,41.593014,-109.194801,,1660175309.1
