,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,,1660332397.0
1,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-105.97,,,,,,41.332829,-95.7397,,1660332397.6
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,,1660332397.646195
3,,,,,,,,,,,,,,,,0.0,,10.0,5230.0,322.0,-106.44,0.0,,,,,41.332829,-95.7397,,1660332397.7
4,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-106.33,,,,,,41.332829,-95.7397,0.0,1660332397.8
5,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-106.09,,,,,,41.332829,-95.7397,,1660332397.9
6,,,,,,,,,,,,,,,,,0.303,10.0,5230.0,322.0,-101.73,,,,,,41.332829,-95.7397,,1660332398.0
7,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-102.13,,,,,,41.332829,-95.7397,,1660332398.1
8,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-102.13,,,,,,41.332829,-95.7397,,1660332398.2
9,,,,,,,,,,,,,,,,11.3,,10.0,5230.0,322.0,-101.76,3.85,,,,,41.332829,-95.7397,0.435,1660332398.3
10,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-103.05,,,,,,41.332829,-95.7397,,1660332398.4
11,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-103.27,,,,,,41.332829,-95.7397,,1660332398.5
12,,,,,,,,,,,,,,,,0.0,,10.0,5230.0,322.0,-103.9,0.0,,,,,41.332829,-95.7397,,1660332398.6
13,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,0.0,1660332398.8
14,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,,1660332399.0
15,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-103.19,,,,,,41.332829,-95.7397,,1660332399.1
16,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,0.0,1660332399.3
17,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,,1660332399.4
18,,,,,,,,,,,,,,,,,,,,,,,,,,,41.332829,-95.7397,,1660332399.5
19,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-103.75,,,,,,41.332878,-95.739647,,1660332399.6
20,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-103.38,,,,,,41.332973,-95.739532,0.0,1660332399.8
21,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333069,-95.739426,,1660332400.0
22,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-104.19,,,,,,41.333118,-95.739365,,1660332400.1
23,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333164,-95.739311,,1660332400.2
24,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333214,-95.739258,0.0,1660332400.3
25,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-102.0,,,,,,41.33326,-95.739197,,1660332400.4
26,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333309,-95.739143,,1660332400.5
27,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333332,-95.739113,,1660332400.6
28,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-98.5,,,,,,41.333355,-95.73909,,1660332400.7
29,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333378,-95.739059,0.0,1660332400.8
30,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.333427,-95.739006,,1660332401.0
31,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-101.94,,,,,,41.33345,-95.738976,,1660332401.1
32,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333473,-95.738953,,1660332401.2
33,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333496,-95.738922,0.0,1660332401.3
34,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-99.77,,,,,,41.333519,-95.738899,,1660332401.4
35,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-102.6,,,,,,41.333542,-95.738869,,1660332401.5
36,,,,,,,,,,,,,,,,0.0,,10.0,5230.0,322.0,-102.94,0.0,,,,,41.333542,-95.738869,,1660332401.6
37,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-99.92,,,,,,41.333542,-95.738869,,1660332401.7
38,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333542,-95.738869,0.0,1660332401.8
39,,,,,,,,,,,,,,,,,0.243,,,,,,,,,,41.333542,-95.738869,,1660332402.0
40,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333542,-95.738869,,1660332402.2
41,,,,,,,,,,,,,,,,,,,,,,,,,,,41.333542,-95.738869,0.0,1660332402.3
42,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-97.97,,,,,,41.333542,-95.738869,,1660332402.4
43,,,,,,,,,,,,,,,,0.0,,10.0,5230.0,322.0,-99.29,0.0,,,,,41.333542,-95.738869,,1660332402.5
44,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-100.81,,,,,,41.333565,-95.738838,,1660332402.6
45,,,,,,,,,,,,,,,,,,10.0,5230.0,322.0,-101.37,,,,,,41.333588,-95.738815,,1660332402.7
46,,,,,,,,,,,,,,,,3.33,,10.0,5230.0,322.0,-103.14,0.0,,,,,41.333614,-95.738785,0.006,1660332402.8
47,,,,,,,,,,,,,,,,17.95,,10.0,5230.0,322.0,-103.88,13.04,,,,,41.333637,-95.738754,,1660332402.9
48,,,,,,,,,,,,,,,,15.08,2.655,10.0,5230.0,322.0,-103.66,8.04,3.501,6.381,3.026,,41.33366,-95.738724,,1660332403.0
49,,,,,,,,,,,,,,,,15.46,,10.0,5230.0,322.0,-104.18,0.0,,,,,41.333683,-95.738701,,1660332403.1
50,,,,,,,,,,,,,,,,11.76,,10.0,5230.0,322.0,-104.38,0.87,,,,,41.333706,-95.73867,,1660332403.2
51,,,,,,,,,,,,,,,,15.29,,10.0,5230.0,322.0,-104.2,0.6,,,,,41.333733,-95.73864,7.999,1660332403.3
52,,,,,,,,,,,,,,,,13.87,,10.0,5230.0,322.0,-102.17,12.83,,,,,41.333755,-95.738617,,1660332403.4
53,,,,,,,,,,,,,,,,15.83,,10.0,5230.0,322.0,-103.56,12.5,,,,,41.333778,-95.738586,,1660332403.5
54,,,,,,,,,,,,,,,,14.76,,10.0,5230.0,322.0,-104.04,9.84,,,,,41.333828,-95.738533,,1660332403.6
55,,,,,,,,,,,,,,,,16.13,,10.0,5230.0,322.0,-102.02,4.96,,,,,41.333874,-95.738472,,1660332403.7
56,,,,,,,,,,,,,,,,14.76,,10.0,5230.0,322.0,-101.01,1.71,,,,,41.333923,-95.738419,15.262,1660332403.8
57,,,,,,,,,,,,,,,,15.71,,10.0,5230.0,322.0,-99.75,5.56,,,,,41.333969,-95.738365,,1660332403.9
58,,,,,,,,,,,,,,,,16.56,4.092,10.0,5230.0,322.0,-99.81,10.95,5.897,9.735,6.038,,41.334019,-95.738312,,1660332404.0
59,,,,,,,,,,,,,,,,16.23,,10.0,5230.0,322.0,-99.63,20.21,,,,,41.334068,-95.738251,,1660332404.1
60,,,,,,,,,,,,,,,,17.14,,10.0,5230.0,322.0,-99.28,5.79,,,,,41.334114,-95.738197,,1660332404.2
61,,,,,,,,,,,,,,,,19.47,,10.0,5230.0,322.0,-97.41,4.9,,,,,41.334164,-95.738144,20.978,1660332404.3
62,,,,,,,,,,,,,,,,17.88,,10.0,5230.0,322.0,-97.22,4.88,,,,,41.334209,-95.738083,,1660332404.4
