,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.043,,,,,,,,,,38.228241,-112.649391,,1660092459.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,38.228241,-112.649391,,1660092459.019325
2,,,,,,,,,,,,,,,,,,,,,,,,,,,38.228241,-112.649391,,1660092459.1
3,,,,,,,,,,,,,,,,,,,,,,,,,,,38.228241,-112.649391,,1660092459.2
4,,,,,,,,,,,,,,,,,,,,,,,,,,,38.228241,-112.649391,,1660092459.3
5,,,,,,,,,,,,,,,,,,20.0,66536.0,253.0,-93.86,,,,,,38.228279,-112.649391,0.0,1660092459.4
6,,,,,,,,,,,,,,,,0.0,,20.0,66536.0,253.0,-93.74,0.0,,,,,38.228313,-112.649399,,1660092459.5
7,,,,,,,,,,,,,,,,,,20.0,66536.0,253.0,-92.8,,,,,,38.228352,-112.649399,,1660092459.6
8,,,,,,,,,,,,,,,,,,20.0,66536.0,253.0,-90.46,,,,,,38.22839,-112.649406,,1660092459.7
9,,,,,,,,,,,,,,,,9.0,,20.0,66536.0,253.0,-91.54,0.0,,,,,38.228424,-112.649406,,1660092459.8
10,,,,,,,,,,,,,,,,,,20.0,66536.0,253.0,-92.08,,,,,,38.228462,-112.649406,0.032,1660092459.9
11,,,,,,,,,,,,,,,,,0.518,20.0,66536.0,253.0,-91.81,,,,,,38.2285,-112.649414,,1660092460.0
12,,,,,,,,,,,,,,,,15.32,,20.0,66536.0,253.0,-89.41,3.03,,,,,38.228539,-112.649414,,1660092460.1
13,,,,,,,,,,,,,,,,,,20.0,66536.0,253.0,-86.17,,,,,,38.228573,-112.649422,,1660092460.2
