,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,40.059681,-104.980713,,1660195072.0
1,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-95.56,,,,,,40.059681,-104.980713,,1660195072.3
2,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059681,-104.980713,,1660195072.337272
3,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-94.85,,,,,,40.059681,-104.980713,,1660195072.4
4,,,,,,,,,,,,,,,,0.0,,10.0,67086.0,143.0,-94.83,0.0,,,,,40.059681,-104.980713,0.037,1660195072.5
5,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-94.95,,,,,,40.059681,-104.980713,,1660195072.6
6,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-95.35,,,,,,40.059681,-104.980713,,1660195072.7
7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059681,-104.980713,,1660195072.7
8,,,,,,,,,,,,,,,,1.0,,10.0,67086.0,143.0,-94.84,0.0,,,,,40.05965,-104.980713,,1660195072.8
9,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-96.22,,,,,,40.05962,-104.980713,,1660195072.9
10,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-98.44,,,,,,40.059586,-104.980713,0.0,1660195073.0
11,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-96.38,,,,,,40.059555,-104.980713,,1660195073.1
12,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-92.69,,,,,,40.059525,-104.980713,,1660195073.2
13,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059494,-104.980713,,1660195073.3
14,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059429,-104.980713,0.0,1660195073.5
15,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059368,-104.980713,,1660195073.7
16,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-92.44,,,,,,40.059338,-104.980713,,1660195073.8
17,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059277,-104.980713,0.0,1660195074.0
18,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-92.94,,,,,,40.059246,-104.980713,,1660195074.1
19,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059212,-104.980713,,1660195074.2
20,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-93.88,,,,,,40.059151,-104.980713,,1660195074.4
21,,,,,,,,,,,,,,,,,,,,,,,,,,,40.05912,-104.980713,0.0,1660195074.5
22,,,,,,,,,,,,,,,,,,,,,,,,,,,40.059059,-104.980713,,1660195074.7
23,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-96.5,,,,,,40.059029,-104.980713,,1660195074.8
24,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,40.058971,-104.980713,0.0,1660195075.0
25,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-96.75,,,,,,40.058945,-104.980713,,1660195075.1
26,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058914,-104.980713,,1660195075.2
27,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058857,-104.980713,,1660195075.4
28,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058826,-104.980713,0.0,1660195075.5
29,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-97.13,,,,,,40.058769,-104.980713,,1660195075.7
30,,,,,,,,,,,,,,,,0.0,,10.0,67086.0,143.0,-98.41,0.0,,,,,40.058739,-104.980713,,1660195075.8
31,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-100.28,,,,,,40.058708,-104.980713,,1660195075.9
32,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-99.0,,,,,,40.058678,-104.980713,0.0,1660195076.0
33,,,,,,,,,,,,,,,,,,10.0,67086.0,143.0,-100.56,,,,,,40.058647,-104.980713,,1660195076.1
34,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058582,-104.980713,,1660195076.3
35,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058552,-104.980713,,1660195076.4
36,,,,,,,,,,,,,,,,,,,,,,,,,,,40.058521,-104.980713,0.0,1660195076.5
