,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.297081,-73.275642,,1660596802.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,42.297081,-73.275642,,1660596802.590255
2,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-109.57,,,,,,42.297081,-73.275642,,1660596802.6
3,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-109.49,,,,,,42.297081,-73.275642,,1660596802.7
4,,,,,,,,,,,,,,,,0.0,,5.0,775.0,315.0,-110.26,0.0,,,,,42.297081,-73.275642,0.0,1660596802.8
5,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-110.68,,,,,,42.297081,-73.275642,,1660596802.9
6,,,,,,,,,,,,,,,,,0.0,5.0,775.0,315.0,-110.19,,,,,,42.297081,-73.275642,,1660596803.0
7,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-109.93,,,,,,42.297081,-73.275642,,1660596803.1
8,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-110.16,,,,,,42.297081,-73.275642,,1660596803.2
9,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-109.95,,,,,,42.297081,-73.275642,0.0,1660596803.3
10,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-109.39,,,,,,42.297081,-73.275642,,1660596803.4
11,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.1,,,,,,42.297081,-73.275642,,1660596803.5
12,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.38,,,,,,42.297081,-73.275642,,1660596803.6
13,,,,,,,,,,,,,,,,0.0,,5.0,775.0,315.0,-108.36,0.0,,,,,42.297081,-73.275642,,1660596803.7
14,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.95,,,,,,42.297081,-73.275642,0.0,1660596803.8
15,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.03,,,,,,42.297081,-73.275642,,1660596803.9
16,,,,,,,,,,,,,,,,,0.0,5.0,775.0,315.0,-110.14,,,,,,42.297081,-73.275642,,1660596804.0
17,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.67,,,,,,42.297081,-73.275642,,1660596804.1
18,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.34,,,,,,42.297081,-73.275642,,1660596804.2
19,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.7,,,,,,42.297081,-73.275642,0.0,1660596804.3
20,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.97,,,,,,42.297081,-73.275642,,1660596804.4
21,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-110.07,,,,,,42.297081,-73.275642,,1660596804.5
22,,,,,,,,,,,,,,,,0.0,,5.0,775.0,315.0,-109.44,0.0,,,,,42.297081,-73.275642,,1660596804.6
23,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.58,,,,,,42.297081,-73.275642,,1660596804.7
24,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.24,,,,,,42.297081,-73.275642,0.0,1660596804.8
25,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.15,,,,,,42.297081,-73.275642,,1660596804.9
26,,,,,,,,,,,,,,,,,0.0,5.0,775.0,315.0,-108.27,,,,,,42.297081,-73.275642,,1660596805.0
27,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.22,,,,,,42.297081,-73.275642,,1660596805.1
28,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.27,,,,,,42.297081,-73.275642,,1660596805.2
29,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.98,,,,,,42.297081,-73.275642,0.0,1660596805.3
30,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.9,,,,,,42.297081,-73.275642,,1660596805.4
31,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.75,,,,,,42.297081,-73.275642,,1660596805.5
32,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.63,,,,,,42.297081,-73.275642,,1660596805.6
33,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.76,,,,,,42.297081,-73.275642,,1660596805.7
34,,,,,,,,,,,,,,,,0.0,,5.0,775.0,315.0,-107.81,0.0,,,,,42.297081,-73.275642,0.0,1660596805.8
35,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-107.76,,,,,,42.297081,-73.275642,,1660596805.9
36,,,,,,,,,,,,,,,,,0.0,5.0,775.0,315.0,-107.91,,,,,,42.297081,-73.275642,,1660596806.0
37,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.22,,,,,,42.297081,-73.275642,,1660596806.1
38,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.12,,,,,,42.297081,-73.275642,,1660596806.2
39,,,,,,,,,,,,,,,,,,5.0,775.0,315.0,-108.27,,,,,,42.297081,-73.275642,0.0,1660596806.3
