,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.025,,,,,,,,,,41.87883,-88.618202,,1660354275.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87883,-88.618202,,1660354275.31369
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87883,-88.618202,0.0,1660354275.4
3,,,,,,,,,,,,,,,,2.0,,20.0,66536.0,301.0,-116.69,0.0,,,,,41.87883,-88.618202,,1660354275.5
4,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,41.87883,-88.618202,,1660354275.510618
5,,,,,,,,,,,,,,,reportCGI,,,,,,,,,,,,41.87883,-88.618202,,1660354275.599897
6,,,,,,,,,,,,,,,,,,20.0,66536.0,301.0,-114.54,,,,,,41.87883,-88.618202,,1660354275.6
7,,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,,41.87883,-88.618202,,1660354275.664607
8,,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,,41.87883,-88.618202,,1660354275.664625
9,,,,,,,,,,,,,,,,2.4,,20.0,66536.0,301.0,-113.4,0.0,,,,,41.87883,-88.618202,,1660354275.7
10,,,,,,,,,,,,,,,RRC Connection Release,,,,,,,,,,,,41.87883,-88.618202,,1660354275.703711
11,,,,,,,,,,,,,,,Cell Searching Start,,,,,,,,,,,,41.87883,-88.618202,,1660354275.747185
12,,,,,,,,,,,,,,,,,,,,,,,,,,,41.87883,-88.618202,,1660354275.8
13,,,,,,,,,,,,,,,,,,,,,,,,,,,41.878807,-88.618172,0.0,1660354275.9
