,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,4852518,1660177217,1.963,1.963,2.521,1280x720-5,1124688,1191650,66962,4.5425,1660177217.684,0.0,0.0,5.0,0.0,5.0
35,4854812,1660177219,1.675,1.675,2.521,1280x720-10,2351466,2380435,28969,9.0729,1660177219.974,4.5304,0.0,10.0,5.0,5.0
60,4856284,1660177221,2.201,2.201,2.521,1280x720-10,2453703,2522123,68420,9.6161,1660177221.365,0.5431999999999988,0.0,10.0,0.0,10.0
84,4857460,1660177222,3.034,3.034,2.521,1280x720-10,2351466,2379547,28081,9.0728,1660177222.564,0.5432999999999986,0.0,10.0,0.0,10.0
201,4860627,1660177225,1.868,1.868,2.521,1280x720-50,11859257,11890466,31209,45.3147,1660177225.716,36.2419,0.0,50.0,40.0,10.0
225,4861382,1660177226,3.108,3.108,2.521,1280x720-10,2351466,2380422,28956,9.0729,1660177226.46,36.2418,0.0,10.0,40.0,-30.0
342,4863758,1660177228,2.742,2.742,2.521,1280x720-50,11859141,11910369,51228,45.3908,1660177228.836,36.317899999999995,0.0,50.0,40.0,10.0
459,4866540,1660177231,1.955,1.955,2.521,1280x720-50,11859141,11889578,30437,45.3149,1660177231.731,0.07589999999999719,0.0,50.0,0.0,50.0
483,4867440,1660177232,3.063,3.063,2.521,1280x720-10,2351443,2403840,52397,9.1621,1660177232.534,36.1528,0.0,10.0,40.0,-30.0
600,4872232,1660177237,0.54,0.540,2.724,1280x720-50,11859141,11890429,31288,45.3147,1660177238.061,36.1526,0.2030000000000003,50.0,40.0,-10.30000000000003
612,4872900,1660177237,2.246,2.246,3.076,1280x720-5,1124622,1191654,67032,4.5425,1660177238.729,40.7722,0.35199999999999987,5.0,45.0,-75.19999999999999
638,4874304,1660177239,2.843,2.843,3.076,1280x720-10,2555915,2565102,9187,9.7767,1660177239.386,5.2341999999999995,0.0,10.0,5.0,5.0
755,4879972,1660177245,1.234,1.234,5.093,1280x720-50,11859141,11890462,31321,45.3149,1660177245.074,35.5382,2.017,50.0,40.0,-191.7
767,4880643,1660177245,2.834,2.834,5.345,1280x720-5,1124622,1191659,67037,4.5426,1660177245.745,40.7723,0.2519999999999998,5.0,45.0,-65.19999999999997
884,4886820,1660177251,1.12,1.120,7.764,1280x720-50,11859141,11890451,31310,45.3149,1660177251.939,40.7723,2.4190000000000005,50.0,45.0,-236.90000000000003
896,4887547,1660177252,2.399,2.399,7.764,1280x720-5,1124622,1191655,67033,4.5425,1660177252.727,40.772400000000005,0.0,5.0,45.0,-40.0
1013,4893104,1660177258,1.055,1.055,9.88,1280x720-50,11859141,11890456,31315,45.3149,1660177258.204,40.772400000000005,2.1160000000000005,50.0,45.0,-206.60000000000005
1025,4893792,1660177258,2.376,2.376,9.88,1280x720-5,1124622,1191649,67027,4.5425,1660177258.892,40.772400000000005,0.0,5.0,45.0,-40.0
1142,4899479,1660177264,0.722,0.722,11.895,1280x720-50,11859141,11890443,31302,45.3148,1660177264.57,40.7723,2.014999999999999,50.0,45.0,-196.4999999999999
1154,4900208,1660177265,2.49,2.490,12.351,1280x720-5,1124622,1198679,74057,4.5693,1660177265.286,40.7455,0.4560000000000013,5.0,45.0,-85.60000000000014
1271,4905691,1660177270,1.084,1.084,14.372,1280x720-50,11859141,11890428,31287,45.3147,1660177270.772,40.745400000000004,2.020999999999999,50.0,45.0,-197.0999999999999
1283,4906350,1660177271,2.422,2.422,14.372,1280x720-5,1124622,1191661,67039,4.5426,1660177271.455,40.7721,0.0,5.0,45.0,-40.0
1400,4909998,1660177275,0.774,0.774,14.372,1280x720-50,11859141,11890465,31324,45.3149,1660177275.092,40.7723,0.0,50.0,45.0,5.0
1412,4910634,1660177275,2.367,2.367,14.523,1280x720-5,1124622,1191652,67030,4.5425,1660177275.728,40.772400000000005,0.1509999999999998,5.0,45.0,-55.09999999999998
1529,4914706,1660177279,0.696,0.696,14.877,1280x720-50,11859141,11890467,31326,45.3147,1660177279.784,40.7722,0.354000000000001,50.0,45.0,-30.400000000000098
1541,4915396,1660177280,2.698,2.698,15.583,1280x720-5,1124622,1191656,67034,4.5425,1660177280.69,40.7722,0.7059999999999995,5.0,45.0,-110.59999999999995
1658,4918268,1660177283,2.002,2.002,15.734,1280x720-50,11859141,11890442,31301,45.3149,1660177283.35,40.772400000000005,0.1509999999999998,50.0,45.0,-10.09999999999998
1682,4919379,1660177284,2.899,2.899,15.734,1280x720-10,2351443,2380426,28983,9.0729,1660177284.469,36.242000000000004,0.0,10.0,40.0,-30.0
1799,4921883,1660177286,2.394,2.394,15.734,1280x720-50,11859141,11890458,31317,45.3148,1660177286.968,36.2419,0.0,50.0,40.0,10.0
1916,4925042,1660177290,1.235,1.235,15.734,1280x720-50,11859141,11889613,30472,45.3147,1660177290.12,9.999999999621423e-05,0.0,50.0,0.0,50.0
1928,4925793,1660177290,2.491,2.491,15.734,1280x720-5,1124622,1191660,67038,4.5426,1660177290.871,40.7721,0.0,5.0,45.0,-40.0
2045,4929465,1660177294,0.935,0.935,15.836,1280x720-50,11859141,11890491,31350,45.3148,1660177294.771,40.7722,0.10200000000000031,50.0,45.0,-5.200000000000031
2057,4929929,1660177295,2.478,2.478,15.836,1280x720-5,1124622,1191659,67037,4.5426,1660177295.024,40.7722,0.0,5.0,45.0,-40.0
2174,4933780,1660177298,0.629,0.629,15.836,1280x720-50,11859141,11890479,31338,45.3149,1660177298.896,40.7723,0.0,50.0,45.0,5.0
2186,4934388,1660177299,2.103,2.103,15.887,1280x720-5,1124622,1191636,67014,4.5425,1660177299.608,40.772400000000005,0.051000000000000156,5.0,45.0,-45.100000000000016
2210,4935704,1660177300,3.24,3.240,16.341,1280x720-10,2351443,2380418,28975,9.0729,1660177300.836,4.5304,0.4540000000000006,10.0,5.0,-40.40000000000006
2327,4939694,1660177304,1.252,1.252,16.341,1280x720-50,11859141,11890495,31354,45.3148,1660177304.836,36.2419,0.0,50.0,40.0,10.0
2339,4940459,1660177305,2.49,2.490,16.341,1280x720-5,1124622,1191661,67039,4.5426,1660177305.765,40.7722,0.0,5.0,45.0,-40.0
