,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,60116439,1660336833,2.002,2.002,0.352,1280x720-5,1124688,1191650,66962,4.5425,1660336833.247,0.0,0.0,5.0,0.0,5.0
35,60116971,1660336834,4.004,4.004,0.904,1280x720-10,2351466,2380435,28969,9.0729,1660336834.105,4.5304,0.552,10.0,5.0,-50.2
268,60120568,1660336837,2.667,2.667,1.155,1280x720-100,23718169,23777998,59829,90.6168,1660336838.129,81.5439,0.251,100.0,90.0,-15.100000000000001
385,60121350,1660336838,3.885,3.885,1.155,1280x720-50,11859257,11890426,31169,45.3149,1660336838.455,45.301899999999996,0.0,100.0,0.0,100.0
618,60124264,1660336841,2.978,2.978,1.155,1280x720-100,23718169,23777999,59830,90.6169,1660336842.061,45.302,0.0,100.0,0.0,100.0
735,60125010,1660336842,4.234,4.234,1.155,1280x720-50,11859257,11890463,31206,45.3147,1660336842.119,45.3022,0.0,100.0,0.0,100.0
968,60128677,1660336845,2.561,2.561,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336846.038,45.3022,0.0,100.0,0.0,100.0
1085,60129387,1660336846,3.859,3.859,1.155,1280x720-50,11859141,11890432,31291,45.3149,1660336846.49,45.302,0.0,100.0,0.0,100.0
1318,60132143,1660336849,3.103,3.103,1.155,1280x720-100,23717937,23777985,60048,90.6169,1660336850.18,45.302,0.0,100.0,0.0,100.0
1435,60132965,1660336850,4.281,4.281,1.155,1280x720-50,11859141,11890429,31288,45.3147,1660336850.078,45.3022,0.0,100.0,0.0,100.0
1668,60136551,1660336853,2.697,2.697,1.155,1280x720-100,23717937,23777996,60059,90.6169,1660336854.036,45.3022,0.0,100.0,0.0,100.0
1798,60137687,1660336854,3.561,3.561,1.155,1280x720-50,13188299,13201705,13406,50.312,1660336854.812,40.3049,0.0,100.0,0.0,100.0
2031,60140263,1660336857,2.994,2.994,1.155,1280x720-100,23717937,23777998,60061,90.6169,1660336857.365,40.3049,0.0,100.0,0.0,100.0
2148,60141871,1660336858,3.381,3.381,1.155,1280x720-50,11859141,11890471,31330,45.3148,1660336859.001,45.3021,0.0,100.0,0.0,100.0
2381,60144007,1660336861,3.258,3.258,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336861.112,45.3021,0.0,100.0,0.0,100.0
2498,60145605,1660336862,3.655,3.655,1.155,1280x720-50,11859141,11890440,31299,45.3149,1660336863.045,45.302,0.0,100.0,0.0,100.0
2731,60148395,1660336865,2.866,2.866,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336866.045,45.302,0.0,100.0,0.0,100.0
2848,60149133,1660336866,4.131,4.131,1.155,1280x720-50,11859141,11890433,31292,45.3148,1660336866.239,45.3021,0.0,100.0,0.0,100.0
3081,60152194,1660336869,3.077,3.077,1.155,1280x720-100,23717937,23777997,60060,90.6168,1660336870.179,45.302,0.0,100.0,0.0,100.0
3198,60152994,1660336870,4.279,4.279,1.155,1280x720-50,11859141,11890435,31294,45.3149,1660336870.101,45.301899999999996,0.0,100.0,0.0,100.0
3431,60156174,1660336873,3.095,3.095,1.155,1280x720-100,23717937,23777997,60060,90.6169,1660336874.16,45.302,0.0,100.0,0.0,100.0
3548,60157861,1660336874,3.413,3.413,1.155,1280x720-50,11859141,11890467,31326,45.3147,1660336875.022,45.3022,0.0,100.0,0.0,100.0
3781,60160689,1660336877,2.592,2.592,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336878.027,45.3022,0.0,100.0,0.0,100.0
3898,60161366,1660336878,3.906,3.906,1.155,1280x720-50,11859141,11890444,31303,45.3149,1660336878.476,45.302,0.0,100.0,0.0,100.0
4131,60164275,1660336881,3.007,3.007,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336882.049,45.302,0.0,100.0,0.0,100.0
4248,60165015,1660336882,4.263,4.263,1.155,1280x720-50,11859141,11890467,31326,45.3147,1660336882.121,45.3022,0.0,100.0,0.0,100.0
4481,60168838,1660336885,2.443,2.443,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336886.027,45.3022,0.0,100.0,0.0,100.0
4598,60169646,1660336886,3.641,3.641,1.155,1280x720-50,11859141,11890443,31302,45.3149,1660336886.808,45.302,0.0,100.0,0.0,100.0
4831,60172450,1660336889,2.841,2.841,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336890.059,45.302,0.0,100.0,0.0,100.0
4948,60173185,1660336890,4.104,4.104,1.155,1280x720-50,11859141,11890467,31326,45.3147,1660336890.29,45.3022,0.0,100.0,0.0,100.0
5181,60176159,1660336893,3.135,3.135,1.155,1280x720-100,23717937,23777998,60061,90.6169,1660336894.141,45.3022,0.0,100.0,0.0,100.0
5298,60177005,1660336894,4.284,4.284,1.155,1280x720-50,11859141,11890491,31350,45.3148,1660336894.108,45.3021,0.0,100.0,0.0,100.0
5531,60180682,1660336897,2.613,2.613,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336898.027,45.3021,0.0,100.0,0.0,100.0
5648,60181472,1660336898,3.82,3.820,1.155,1280x720-50,11859141,11890479,31338,45.3149,1660336898.577,45.302,0.0,100.0,0.0,100.0
5881,60184186,1660336901,3.115,3.115,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336902.047,45.302,0.0,100.0,0.0,100.0
5998,60185805,1660336902,3.497,3.497,1.155,1280x720-50,11859141,11890493,31352,45.3149,1660336903.016,45.302,0.0,100.0,0.0,100.0
6231,60188643,1660336905,2.661,2.661,1.155,1280x720-100,23717937,23778000,60063,90.6169,1660336906.036,45.302,0.0,100.0,0.0,100.0
6348,60189354,1660336906,3.947,3.947,1.155,1280x720-50,11859141,11890494,31353,45.3148,1660336906.46,45.3021,0.0,100.0,0.0,100.0
6581,60192237,1660336909,3.069,3.069,1.155,1280x720-100,23717937,23778000,60063,90.6169,1660336910.142,45.3021,0.0,100.0,0.0,100.0
6698,60193034,1660336910,4.273,4.273,1.155,1280x720-50,11859141,11890494,31353,45.3148,1660336910.14,45.3021,0.0,100.0,0.0,100.0
6931,60196708,1660336913,2.605,2.605,1.155,1280x720-100,23717937,23777999,60062,90.6169,1660336914.026,45.3021,0.0,100.0,0.0,100.0
