,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,7014802,1660179379,2.002,2.002,1.106,1280x720-5,1124688,1191650,66962,4.5425,1660179379.441,0.0,0.0,5.0,0.0,5.0
35,7015596,1660179380,3.809,3.809,1.659,1280x720-10,2351466,2380435,28969,9.0729,1660179380.794,4.5304,0.5529999999999999,10.0,5.0,-50.3
268,7019864,1660179384,1.538,1.538,1.659,1280x720-100,23718169,23777998,59829,90.6168,1660179384.941,81.5439,0.0,100.0,90.0,10.0
292,7021068,1660179386,2.335,2.335,1.659,1280x720-10,2351466,2380400,28934,9.0728,1660179386.163,81.544,0.0,10.0,90.0,-80.0
409,7023674,1660179388,1.733,1.733,1.659,1280x720-50,11859257,11890466,31209,45.3147,1660179388.762,36.2419,0.0,50.0,40.0,10.0
433,7024965,1660179390,2.443,2.443,1.659,1280x720-10,2351466,2380422,28956,9.0729,1660179390.079,36.2418,0.0,10.0,40.0,-30.0
550,7028214,1660179393,1.199,1.199,1.659,1280x720-50,11859141,11910369,51228,45.3908,1660179393.292,36.317899999999995,0.0,50.0,40.0,10.0
562,7028902,1660179393,2.514,2.514,1.659,1280x720-5,1124622,1191647,67025,4.5425,1660179393.98,40.848299999999995,0.0,5.0,45.0,-40.0
684,7031760,1660179396,1.657,1.657,1.659,1280x720-50,12370306,12467649,97343,47.5145,1660179396.845,42.971999999999994,0.0,50.0,45.0,5.0
708,7032793,1660179397,2.623,2.623,1.659,1280x720-10,2351443,2380424,28981,9.0729,1660179398.033,38.441599999999994,0.0,10.0,40.0,-30.0
825,7037330,1660179402,1.394,1.394,2.872,1280x720-50,11859141,11890438,31297,45.3149,1660179402.424,36.242000000000004,1.2129999999999999,50.0,40.0,-111.29999999999998
837,7037977,1660179403,2.746,2.746,2.872,1280x720-5,1124622,1191649,67027,4.5425,1660179403.053,40.772400000000005,0.0,5.0,45.0,-40.0
954,7040561,1660179405,2.164,2.164,2.872,1280x720-50,11859141,11890462,31321,45.3149,1660179405.653,40.772400000000005,0.0,50.0,45.0,5.0
