,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,8534297,1660350761,1.823,1.823,1.458,1280x720-5,1124688,1191650,66962,4.5425,1660350761.454,0.0,0.0,5.0,0.0,5.0
35,8535835,1660350762,2.288,2.288,1.458,1280x720-10,2351466,2380435,28969,9.0729,1660350762.994,4.5304,0.0,10.0,5.0,5.0
60,8536867,1660350763,3.256,3.256,1.458,1280x720-10,2453703,2522123,68420,9.6161,1660350764.032,0.5431999999999988,0.0,10.0,0.0,10.0
177,8539010,1660350766,3.111,3.111,1.458,1280x720-50,11859257,11890426,31169,45.3149,1660350766.11,35.698800000000006,0.0,50.0,40.0,10.0
294,8540296,1660350767,3.83,3.830,1.458,1280x720-50,11859257,11889612,30355,45.3147,1660350767.395,0.00019999999999953388,0.0,50.0,0.0,50.0
527,8543268,1660350770,2.867,2.867,1.458,1280x720-100,23718169,23777998,59829,90.6169,1660350770.375,45.3022,0.0,100.0,50.0,50.0
644,8544547,1660350771,3.584,3.584,1.458,1280x720-50,11859141,11910369,51228,45.3908,1660350771.644,45.2261,0.0,100.0,0.0,100.0
877,8547091,1660350774,3.041,3.041,1.458,1280x720-100,23717937,23777996,60059,90.6169,1660350775.156,45.2261,0.0,100.0,0.0,100.0
999,8548319,1660350775,3.817,3.817,1.458,1280x720-50,12370306,12467649,97343,47.5145,1660350775.424,43.1024,0.0,100.0,0.0,100.0
1232,8551253,1660350778,2.89,2.890,1.458,1280x720-100,23717937,23777998,60061,90.6169,1660350779.293,43.1024,0.0,100.0,0.0,100.0
1349,8552978,1660350780,3.161,3.161,1.458,1280x720-50,11859141,11890438,31297,45.3149,1660350780.088,45.302,0.0,50.0,50.0,0.0
1479,8554138,1660350781,4.007,4.007,1.458,1280x720-50,13188299,13200851,12552,50.312,1660350781.233,4.997099999999996,0.0,50.0,0.0,50.0
1712,8557201,1660350784,2.948,2.948,1.458,1280x720-100,23717937,23777998,60061,90.6169,1660350785.187,40.3049,0.0,100.0,50.0,50.0
1829,8558450,1660350785,3.7,3.700,1.458,1280x720-50,11859141,11890471,31330,45.3148,1660350785.544,45.3021,0.0,100.0,0.0,100.0
2062,8561405,1660350788,2.745,2.745,1.458,1280x720-100,23717937,23777999,60062,90.6169,1660350789.482,45.3021,0.0,100.0,0.0,100.0
2179,8562642,1660350789,3.511,3.511,1.458,1280x720-50,11859141,11890440,31299,45.3149,1660350789.747,45.302,0.0,100.0,0.0,100.0
2412,8565313,1660350792,2.834,2.834,1.458,1280x720-100,23717937,23777999,60062,90.6169,1660350793.04,45.302,0.0,100.0,0.0,100.0
2529,8566546,1660350793,3.604,3.604,1.458,1280x720-50,11859141,11890433,31292,45.3148,1660350793.643,45.3021,0.0,100.0,0.0,100.0
2762,8569626,1660350796,2.528,2.528,1.458,1280x720-100,23717937,23777997,60060,90.6168,1660350796.723,45.302,0.0,100.0,0.0,100.0
2879,8571550,1660350798,2.611,2.611,1.458,1280x720-50,11859141,11890435,31294,45.3149,1660350798.662,45.301899999999996,0.0,50.0,50.0,0.0
2996,8573685,1660350800,2.479,2.479,1.458,1280x720-50,11859141,11889574,30433,45.3147,1660350800.788,0.00019999999999953388,0.0,50.0,0.0,50.0
3113,8575401,1660350802,2.758,2.758,1.458,1280x720-50,11859141,11889613,30472,45.3147,1660350802.496,0.0,0.0,50.0,0.0,50.0
3230,8576556,1660350803,3.605,3.605,1.458,1280x720-50,11859141,11889611,30470,45.3149,1660350803.66,0.00019999999999953388,0.0,50.0,0.0,50.0
3463,8579257,1660350806,2.908,2.908,1.458,1280x720-100,23717937,23777999,60062,90.6169,1660350807.194,45.302,0.0,100.0,50.0,50.0
3580,8580685,1660350807,3.483,3.483,1.458,1280x720-50,11859141,11890467,31326,45.3147,1660350807.787,45.3022,0.0,100.0,0.0,100.0
3813,8583301,1660350810,2.865,2.865,1.458,1280x720-100,23717937,23777999,60062,90.6169,1660350810.401,45.3022,0.0,100.0,0.0,100.0
3930,8584580,1660350811,3.595,3.595,1.458,1280x720-50,11859141,11890442,31301,45.3149,1660350811.676,45.302,0.0,100.0,0.0,100.0
