,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,1670134,1660600417,2.002,2.002,1.156,1280x720-5,1124688,1191650,66962,4.5425,1660600417.423,0.0,0.0,5.0,0.0,5.0
35,1671325,1660600418,2.855,2.855,1.206,1280x720-10,2351466,2380435,28969,9.0729,1660600418.593,4.5304,0.050000000000000044,10.0,5.0,-4.440892098500626e-15
152,1673140,1660600420,3.043,3.043,1.206,1280x720-50,11859257,11890482,31225,45.3148,1660600420.405,36.2419,0.0,50.0,40.0,10.0
269,1674043,1660600421,4.141,4.141,1.206,1280x720-50,11859257,11889572,30315,45.3149,1660600421.29,0.00010000000000331966,0.0,50.0,0.0,50.0
502,1677040,1660600424,3.152,3.152,1.206,1280x720-100,23718169,23777999,59830,90.6169,1660600424.285,45.302,0.0,100.0,50.0,50.0
619,1678365,1660600425,3.822,3.822,1.206,1280x720-50,11859257,11890463,31206,45.3147,1660600425.697,45.3022,0.0,100.0,0.0,100.0
852,1681322,1660600428,2.868,2.868,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660600429.064,45.3022,0.0,100.0,0.0,100.0
969,1682686,1660600429,3.509,3.509,1.206,1280x720-50,11859141,11890432,31291,45.3149,1660600429.946,45.302,0.0,100.0,0.0,100.0
1202,1685174,1660600432,3.024,3.024,1.206,1280x720-100,23717937,23777985,60048,90.6169,1660600433.168,45.302,0.0,100.0,0.0,100.0
1319,1686565,1660600433,3.635,3.635,1.206,1280x720-50,11859141,11890429,31288,45.3147,1660600433.819,45.3022,0.0,100.0,0.0,100.0
1552,1691468,1660600438,0.736,0.736,1.206,1280x720-100,23717937,23777996,60059,90.6169,1660600438.839,45.3022,0.0,100.0,0.0,100.0
1564,1692006,1660600439,2.194,2.194,1.206,1280x720-5,1124622,1191649,67027,4.5425,1660600439.264,86.0744,0.0,5.0,95.0,-90.0
1588,1692660,1660600439,3.77,3.770,1.358,1280x720-10,2351443,2380421,28978,9.0729,1660600439.918,4.5304,0.15200000000000014,10.0,5.0,-10.200000000000014
1821,1701798,1660600449,0.407,0.407,5.129,1280x720-100,23717937,23777999,60062,90.6169,1660600449.071,81.544,3.7709999999999995,100.0,90.0,-367.09999999999997
1833,1704531,1660600451,2.123,2.123,7.549,1280x720-5,1124622,1191651,67029,4.5425,1660600453.733,86.0744,2.420000000000001,5.0,95.0,-332.0000000000001
1857,1705314,1660600452,3.598,3.598,7.8,1280x720-10,2351443,2380419,28976,9.0728,1660600452.563,4.5303,0.25099999999999945,10.0,5.0,-20.099999999999945
2090,1708633,1660600455,2.285,2.285,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600455.877,81.5441,0.0,100.0,90.0,10.0
2114,1709199,1660600456,3.726,3.726,7.8,1280x720-10,2351443,2380420,28977,9.0729,1660600456.566,81.544,0.0,10.0,90.0,-80.0
2347,1711952,1660600459,2.969,2.969,7.8,1280x720-100,23717937,23777997,60060,90.6168,1660600459.202,81.5439,0.0,100.0,90.0,10.0
2464,1713288,1660600460,3.641,3.641,7.8,1280x720-50,11859141,11890435,31294,45.3149,1660600460.537,45.301899999999996,0.0,100.0,0.0,100.0
2697,1716044,1660600463,2.885,2.885,7.8,1280x720-100,23717937,23777997,60060,90.6169,1660600464.058,45.302,0.0,100.0,0.0,100.0
2814,1717361,1660600464,3.567,3.567,7.8,1280x720-50,11859141,11890467,31326,45.3147,1660600464.608,45.3022,0.0,100.0,0.0,100.0
3047,1719764,1660600467,3.168,3.168,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600467.033,45.3022,0.0,100.0,0.0,100.0
3164,1721096,1660600468,3.834,3.834,7.8,1280x720-50,11859141,11890444,31303,45.3149,1660600468.344,45.302,0.0,100.0,0.0,100.0
3397,1723990,1660600471,2.944,2.944,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600471.244,45.302,0.0,100.0,0.0,100.0
3514,1725416,1660600472,3.52,3.520,7.8,1280x720-50,11859141,11890467,31326,45.3147,1660600472.763,45.3022,0.0,100.0,0.0,100.0
3747,1727946,1660600475,2.991,2.991,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600475.211,45.3022,0.0,100.0,0.0,100.0
3864,1729169,1660600476,3.768,3.768,7.8,1280x720-50,11859141,11890443,31302,45.3149,1660600476.417,45.302,0.0,100.0,0.0,100.0
4097,1732132,1660600479,2.807,2.807,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600480.055,45.302,0.0,100.0,0.0,100.0
4214,1733698,1660600480,3.249,3.249,7.8,1280x720-50,11859141,11890467,31326,45.3147,1660600480.953,45.3022,0.0,50.0,50.0,0.0
4331,1735443,1660600482,3.503,3.503,7.8,1280x720-50,11859141,11889625,30484,45.3148,1660600483.017,9.999999999621423e-05,0.0,50.0,0.0,50.0
4564,1738973,1660600486,1.976,1.976,7.8,1280x720-100,23717937,23777999,60062,90.6169,1660600486.219,45.3021,0.0,100.0,50.0,50.0
4588,1739624,1660600486,3.33,3.330,7.8,1280x720-10,2351443,2380426,28983,9.0729,1660600486.87,81.544,0.0,10.0,90.0,-80.0
4821,1751304,1660600498,0.31,0.310,14.44,1280x720-100,23717937,23777999,60062,90.6169,1660600498.582,81.544,6.64,100.0,90.0,-654.0
4833,1761115,1660600508,2.241,2.241,24.1,1280x720-5,1124622,1191636,67014,4.5425,1660600508.374,86.0744,9.660000000000002,5.0,95.0,-1056.0000000000002
4857,1762373,1660600509,3.399,3.399,24.502,1280x720-10,2351443,2380418,28975,9.0729,1660600509.664,4.5304,0.40199999999999747,10.0,5.0,-35.19999999999975
5090,1765569,1660600512,2.203,2.203,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600512.823,81.544,0.0,100.0,90.0,10.0
5114,1766012,1660600513,3.756,3.756,24.502,1280x720-10,2351443,2380428,28985,9.0729,1660600513.284,81.544,0.0,10.0,90.0,-80.0
5347,1768646,1660600515,3.127,3.127,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600515.905,81.544,0.0,100.0,90.0,10.0
5464,1770029,1660600517,3.751,3.751,24.502,1280x720-50,11859141,11890494,31353,45.3148,1660600517.273,45.3021,0.0,100.0,0.0,100.0
5697,1773614,1660600520,2.165,2.165,24.502,1280x720-100,23717937,23777999,60062,90.6169,1660600520.868,45.3021,0.0,100.0,0.0,100.0
5721,1774093,1660600521,3.691,3.691,24.502,1280x720-10,2351443,2380419,28976,9.0729,1660600521.479,81.544,0.0,10.0,90.0,-80.0
5954,1777691,1660600524,2.095,2.095,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600524.94,81.544,0.0,100.0,90.0,10.0
5978,1778043,1660600525,3.742,3.742,24.502,1280x720-10,2351443,2380410,28967,9.0728,1660600525.352,81.5441,0.0,10.0,90.0,-80.0
6211,1781099,1660600528,2.692,2.692,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600529.05,81.5441,0.0,100.0,90.0,10.0
6328,1781979,1660600529,3.811,3.811,24.502,1280x720-50,11859141,11890493,31352,45.3147,1660600529.239,45.3022,0.0,100.0,0.0,100.0
6561,1784701,1660600531,3.094,3.094,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600532.052,45.3022,0.0,100.0,0.0,100.0
6678,1785549,1660600532,4.248,4.248,24.502,1280x720-50,11859141,11890494,31353,45.3148,1660600532.848,45.3021,0.0,100.0,0.0,100.0
6911,1789101,1660600536,2.69,2.690,24.502,1280x720-100,23717937,23778000,60063,90.6169,1660600537.044,45.3021,0.0,100.0,0.0,100.0
7028,1790070,1660600537,3.726,3.726,24.502,1280x720-50,11859141,11890494,31353,45.3148,1660600537.319,45.3021,0.0,100.0,0.0,100.0
7261,1792967,1660600540,2.826,2.826,24.502,1280x720-100,23717937,23777999,60062,90.6169,1660600541.05,45.3021,0.0,100.0,0.0,100.0
7378,1794124,1660600541,3.673,3.673,24.502,1280x720-50,11859141,11890473,31332,45.3148,1660600541.368,45.3021,0.0,100.0,0.0,100.0
7611,1796767,1660600544,3.035,3.035,24.502,1280x720-100,23717937,23777999,60062,90.6169,1660600544.012,45.3021,0.0,100.0,0.0,100.0
7728,1798188,1660600545,3.614,3.614,24.502,1280x720-50,11859141,11890460,31319,45.3147,1660600545.433,45.3022,0.0,100.0,0.0,100.0
7961,1801141,1660600548,2.665,2.665,24.502,1280x720-100,23717937,23777999,60062,90.6169,1660600548.398,45.3022,0.0,100.0,0.0,100.0
8078,1803135,1660600550,2.676,2.676,24.502,1280x720-50,11859141,11890474,31333,45.3148,1660600550.416,45.3021,0.0,50.0,50.0,0.0
8195,1805597,1660600552,2.208,2.208,24.502,1280x720-50,11859025,11889608,30583,45.3149,1660600553.337,0.00010000000000331966,0.0,50.0,0.0,50.0
8219,1806343,1660600553,3.47,3.470,24.502,1280x720-10,2351420,2380419,28999,9.0728,1660600553.588,36.2421,0.0,10.0,40.0,-30.0
8452,1813277,1660600560,1.249,1.249,27.169,1280x720-100,23717705,23777999,60294,90.6169,1660600560.523,81.5441,2.6670000000000016,100.0,90.0,-256.70000000000016
8464,1813670,1660600560,2.905,2.905,27.219,1280x720-5,1124611,1191662,67051,4.5426,1660600560.916,86.0743,0.05000000000000071,5.0,95.0,-95.00000000000007
8581,1817501,1660600564,1.071,1.071,27.219,1280x720-50,11859025,11890453,31428,45.3149,1660600564.759,40.7723,0.0,50.0,45.0,5.0
8593,1817940,1660600565,2.633,2.633,27.219,1280x720-5,1124611,1191659,67048,4.5426,1660600565.185,40.7723,0.0,5.0,45.0,-40.0
