,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,166899686,1660509126,2.002,2.002,0.202,1280x720-5,1124688,1191650,66962,4.5425,1660509126.193,0.0,0.0,5.0,0.0,5.0
35,166899922,1660509127,4.004,4.004,0.453,1280x720-10,2351466,2380435,28969,9.0729,1660509127.021,4.5304,0.251,10.0,5.0,-20.1
268,166903639,1660509130,2.902,2.902,1.056,1280x720-100,23718169,23777998,59829,90.6168,1660509131.055,81.5439,0.603,100.0,90.0,-50.3
385,166905146,1660509132,3.395,3.395,1.056,1280x720-50,11859257,11890426,31169,45.3149,1660509133.002,45.301899999999996,0.0,100.0,0.0,100.0
618,166907695,1660509134,2.846,2.846,1.056,1280x720-100,23718169,23777999,59830,90.6169,1660509135.054,45.302,0.0,100.0,0.0,100.0
735,166909168,1660509136,3.378,3.378,1.056,1280x720-50,11859257,11890463,31206,45.3147,1660509137.007,45.3022,0.0,100.0,0.0,100.0
968,166911702,1660509138,2.849,2.849,1.056,1280x720-100,23717937,23777999,60062,90.6169,1660509139.053,45.3022,0.0,100.0,0.0,100.0
1085,166913155,1660509140,3.4,3.400,1.056,1280x720-50,11859141,11890432,31291,45.3149,1660509141.012,45.302,0.0,100.0,0.0,100.0
1318,166915666,1660509142,2.887,2.887,1.056,1280x720-100,23717937,23777985,60048,90.6169,1660509143.058,45.302,0.0,100.0,0.0,100.0
1435,166916996,1660509144,3.563,3.563,1.056,1280x720-50,11859141,11890429,31288,45.3147,1660509145.02,45.3022,0.0,100.0,0.0,100.0
1668,166919595,1660509146,2.967,2.967,1.056,1280x720-100,23717937,23777996,60059,90.6169,1660509147.064,45.3022,0.0,100.0,0.0,100.0
1798,166921125,1660509148,3.434,3.434,1.056,1280x720-50,13188299,13201705,13406,50.312,1660509149.032,40.3049,0.0,100.0,0.0,100.0
2031,166923597,1660509150,2.963,2.963,1.056,1280x720-100,23717937,23777998,60061,90.6169,1660509151.045,40.3049,0.0,100.0,0.0,100.0
2148,166925095,1660509152,3.464,3.464,1.056,1280x720-50,11859141,11890471,31330,45.3148,1660509153.01,45.3021,0.0,100.0,0.0,100.0
