,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,234201474,1660576428,2.002,2.002,1.66,1280x720-5,1124688,1191650,66962,4.5425,1660576428.631,0.0,0.0,5.0,0.0,5.0
35,234203805,1660576430,2.268,2.268,2.266,1280x720-10,2351466,2380435,28969,9.0729,1660576431.03,4.5304,0.6060000000000001,10.0,5.0,-55.60000000000001
60,234205531,1660576432,2.539,2.539,2.266,1280x720-10,2453703,2522123,68420,9.6161,1660576432.639,0.5431999999999988,0.0,10.0,0.0,10.0
177,234211626,1660576438,0.802,0.802,4.584,1280x720-50,11859257,11890426,31169,45.3149,1660576438.735,35.698800000000006,2.3179999999999996,50.0,40.0,-221.79999999999995
189,234213307,1660576440,1.389,1.389,4.735,1280x720-5,1124633,1191660,67027,4.5426,1660576441.177,40.7723,0.1510000000000007,5.0,45.0,-55.100000000000065
201,234214657,1660576441,2.91,2.910,5.591,1280x720-5,1124633,1190809,66176,4.5426,1660576441.81,0.0,0.8559999999999999,5.0,0.0,-80.6
318,234217641,1660576444,1.928,1.928,5.591,1280x720-50,11859141,11910369,51228,45.3908,1660576444.768,40.8482,0.0,50.0,45.0,5.0
342,234218503,1660576445,3.067,3.067,5.591,1280x720-10,2351443,2380418,28975,9.0728,1660576445.607,36.318,0.0,10.0,40.0,-30.0
464,234221651,1660576448,1.922,1.922,5.591,1280x720-50,12370306,12467649,97343,47.5145,1660576448.748,38.4417,0.0,50.0,40.0,10.0
488,234222218,1660576449,3.357,3.357,5.591,1280x720-10,2351443,2380424,28981,9.0729,1660576449.313,38.441599999999994,0.0,10.0,40.0,-30.0
721,234225944,1660576453,1.631,1.631,5.591,1280x720-100,23717937,23777996,60059,90.6169,1660576453.086,81.544,0.0,100.0,90.0,10.0
747,234226514,1660576453,3.065,3.065,5.591,1280x720-10,2555915,2565102,9187,9.7767,1660576453.656,80.8402,0.0,10.0,90.0,-80.0
864,234228367,1660576455,3.22,3.220,5.591,1280x720-50,11859141,11890462,31321,45.3149,1660576455.475,35.5382,0.0,50.0,40.0,10.0
981,234229711,1660576456,3.871,3.871,5.591,1280x720-50,11859141,11889617,30476,45.3148,1660576456.806,0.00010000000000331966,0.0,50.0,0.0,50.0
1214,234232600,1660576459,2.994,2.994,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576459.7,45.3021,0.0,100.0,50.0,50.0
1331,234233958,1660576461,3.633,3.633,5.591,1280x720-50,11859141,11890440,31299,45.3149,1660576461.07,45.302,0.0,100.0,0.0,100.0
1564,234236468,1660576463,3.121,3.121,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576463.567,45.302,0.0,100.0,0.0,100.0
1681,234237660,1660576464,3.931,3.931,5.591,1280x720-50,11859141,11890433,31292,45.3148,1660576464.757,45.3021,0.0,100.0,0.0,100.0
1914,234241050,1660576468,2.543,2.543,5.591,1280x720-100,23717937,23777997,60060,90.6168,1660576469.064,45.302,0.0,100.0,0.0,100.0
2031,234241781,1660576468,3.819,3.819,5.591,1280x720-50,11859141,11890435,31294,45.3149,1660576469.795,45.301899999999996,0.0,100.0,0.0,100.0
2264,234244546,1660576471,3.057,3.057,5.591,1280x720-100,23717937,23777997,60060,90.6169,1660576472.146,45.302,0.0,100.0,0.0,100.0
2381,234246169,1660576473,3.429,3.429,5.591,1280x720-50,11859141,11890467,31326,45.3147,1660576474.016,45.3022,0.0,100.0,0.0,100.0
2614,234248524,1660576475,3.084,3.084,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576476.182,45.3022,0.0,100.0,0.0,100.0
2731,234249445,1660576476,4.158,4.158,5.591,1280x720-50,11859141,11890444,31303,45.3149,1660576476.541,45.302,0.0,100.0,0.0,100.0
2964,234253212,1660576480,2.396,2.396,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576481.016,45.302,0.0,100.0,0.0,100.0
3081,234254171,1660576481,3.444,3.444,5.591,1280x720-50,11859141,11890467,31326,45.3147,1660576481.266,45.3022,0.0,100.0,0.0,100.0
3314,234257166,1660576484,2.444,2.444,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576485.02,45.3022,0.0,100.0,0.0,100.0
3431,234257924,1660576485,3.691,3.691,5.591,1280x720-50,11859141,11890443,31302,45.3149,1660576485.021,45.302,0.0,100.0,0.0,100.0
3664,234261018,1660576488,2.603,2.603,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576489.027,45.302,0.0,100.0,0.0,100.0
3781,234262308,1660576489,3.306,3.306,5.591,1280x720-50,11859141,11890467,31326,45.3147,1660576489.41,45.3022,0.0,100.0,0.0,100.0
4014,234264692,1660576491,2.931,2.931,5.591,1280x720-100,23717937,23777998,60061,90.6169,1660576492.059,45.3022,0.0,100.0,0.0,100.0
4131,234265769,1660576492,3.853,3.853,5.591,1280x720-50,11859141,11890491,31350,45.3148,1660576492.875,45.3021,0.0,100.0,0.0,100.0
4364,234270153,1660576497,1.468,1.468,5.591,1280x720-100,23717937,23777999,60062,90.6169,1660576497.314,45.3021,0.0,100.0,0.0,100.0
4376,234270683,1660576497,2.943,2.943,5.591,1280x720-5,1124622,1191658,67036,4.5426,1660576497.844,86.0743,0.0,5.0,95.0,-90.0
4493,234278897,1660576505,1.06,1.060,9.872,1280x720-50,11859141,11890493,31352,45.3148,1660576506.076,40.7722,4.281,50.0,45.0,-423.09999999999997
4505,234279527,1660576506,2.62,2.620,10.073,1280x720-5,1124622,1191652,67030,4.5426,1660576506.63,40.7722,0.2010000000000005,5.0,45.0,-60.10000000000005
4622,234284125,1660576511,1.024,1.024,10.981,1280x720-50,11859141,11890495,31354,45.3148,1660576511.237,40.7722,0.9079999999999995,50.0,45.0,-85.79999999999995
4634,234284687,1660576511,2.673,2.673,11.182,1280x720-5,1124622,1191661,67039,4.5426,1660576511.799,40.7722,0.2010000000000005,5.0,45.0,-60.10000000000005
4751,234287865,1660576514,1.581,1.581,11.232,1280x720-50,11859141,11890495,31354,45.3148,1660576514.963,40.7722,0.049999999999998934,50.0,45.0,1.0658141036401503e-13
4775,234288443,1660576515,2.999,2.999,11.232,1280x720-10,2351443,2380420,28977,9.0729,1660576515.578,36.2419,0.0,10.0,40.0,-30.0
4892,234290372,1660576517,3.071,3.071,11.232,1280x720-50,11859141,11890493,31352,45.3148,1660576517.48,36.2419,0.0,50.0,40.0,10.0
5009,234291813,1660576518,3.633,3.633,11.232,1280x720-50,11859141,11889640,30499,45.3148,1660576518.908,0.0,0.0,50.0,0.0,50.0
5242,234294323,1660576521,3.133,3.133,11.232,1280x720-100,23717937,23778000,60063,90.6169,1660576522.066,45.3021,0.0,100.0,50.0,50.0
5359,234295239,1660576522,4.214,4.214,11.232,1280x720-50,11859141,11890493,31352,45.3148,1660576522.337,45.3021,0.0,100.0,0.0,100.0
5592,234299083,1660576526,2.369,2.369,11.232,1280x720-100,23717937,23778000,60063,90.6169,1660576527.015,45.3021,0.0,100.0,0.0,100.0
5709,234300747,1660576527,2.716,2.716,11.232,1280x720-50,11859141,11890493,31352,45.3147,1660576527.843,45.3022,0.0,50.0,50.0,0.0
5826,234301773,1660576528,3.689,3.689,11.232,1280x720-50,11859141,11889641,30500,45.3148,1660576529.026,9.999999999621423e-05,0.0,50.0,0.0,50.0
6059,234304190,1660576531,3.275,3.275,11.232,1280x720-100,23717937,23778000,60063,90.6169,1660576532.068,45.3021,0.0,100.0,50.0,50.0
6176,234305727,1660576532,3.736,3.736,11.232,1280x720-50,11859141,11890494,31353,45.3148,1660576532.83,45.3021,0.0,100.0,0.0,100.0
6409,234309005,1660576536,2.462,2.462,11.232,1280x720-100,23717937,23777999,60062,90.6169,1660576536.104,45.3021,0.0,100.0,0.0,100.0
6526,234310259,1660576537,3.207,3.207,11.232,1280x720-50,11859141,11890491,31350,45.3148,1660576537.355,45.3021,0.0,50.0,50.0,0.0
6643,234311468,1660576538,4.003,4.003,11.232,1280x720-50,11859141,11889619,30478,45.3148,1660576538.566,0.0,0.0,50.0,0.0,50.0
6876,234314321,1660576541,3.152,3.152,11.232,1280x720-100,23717937,23777999,60062,90.6169,1660576542.073,45.3021,0.0,100.0,50.0,50.0
6993,234315309,1660576542,4.168,4.168,11.232,1280x720-50,11859141,11890460,31319,45.3147,1660576542.407,45.3022,0.0,100.0,0.0,100.0
7226,234319129,1660576546,2.348,2.348,11.232,1280x720-100,23717937,23777999,60062,90.6169,1660576547.001,45.3022,0.0,100.0,0.0,100.0
7343,234320307,1660576547,3.175,3.175,11.232,1280x720-50,11859141,11890474,31333,45.3148,1660576547.406,45.3021,0.0,50.0,50.0,0.0
