,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,13471899,1660196501,2.002,2.002,0.704,1280x720-5,1124688,1191650,66962,4.5425,1660196501.037,0.0,0.0,5.0,0.0,5.0
35,13472734,1660196501,3.757,3.757,1.256,1280x720-10,2351466,2380435,28969,9.0729,1660196501.872,4.5304,0.552,10.0,5.0,-50.2
268,13475416,1660196504,3.082,3.082,1.256,1280x720-100,23718169,23777998,59829,90.6168,1660196504.54,81.5439,0.0,100.0,90.0,10.0
385,13477203,1660196506,3.294,3.294,1.256,1280x720-50,11859257,11890426,31169,45.3149,1660196507.008,45.301899999999996,0.0,50.0,50.0,0.0
502,13478083,1660196507,4.422,4.422,1.256,1280x720-50,11859257,11889612,30355,45.3147,1660196507.206,0.00019999999999953388,0.0,50.0,0.0,50.0
735,13481513,1660196510,2.987,2.987,1.256,1280x720-100,23718169,23777998,59829,90.6169,1660196511.049,45.3022,0.0,100.0,50.0,50.0
852,13482597,1660196511,3.911,3.911,1.256,1280x720-50,11859141,11910369,51228,45.3908,1660196511.721,45.2261,0.0,100.0,0.0,100.0
1085,13485314,1660196514,3.196,3.196,1.256,1280x720-100,23717937,23777996,60059,90.6169,1660196515.066,45.2261,0.0,100.0,0.0,100.0
1207,13487052,1660196516,3.465,3.465,1.256,1280x720-50,12370306,12467649,97343,47.5145,1660196517.014,43.1024,0.0,100.0,0.0,100.0
1440,13489876,1660196518,2.639,2.639,1.256,1280x720-100,23717937,23777998,60061,90.6169,1660196519.035,43.1024,0.0,100.0,0.0,100.0
1557,13490827,1660196519,3.684,3.684,1.256,1280x720-50,11859141,11890438,31297,45.3149,1660196519.951,45.302,0.0,100.0,0.0,100.0
1790,13493454,1660196522,3.059,3.059,1.256,1280x720-100,23718169,23777983,59814,90.617,1660196523.064,45.3021,0.0,100.0,0.0,100.0
1907,13494478,1660196523,4.037,4.037,1.256,1280x720-50,11859141,11890462,31321,45.3149,1660196523.623,45.3021,0.0,100.0,0.0,100.0
2140,13497324,1660196526,3.194,3.194,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196527.062,45.302,0.0,100.0,0.0,100.0
2257,13498268,1660196527,4.254,4.254,1.256,1280x720-50,11859141,11890451,31310,45.3149,1660196527.395,45.302,0.0,100.0,0.0,100.0
2490,13501794,1660196530,2.73,2.730,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196531.034,45.302,0.0,100.0,0.0,100.0
2607,13502771,1660196531,3.759,3.759,1.256,1280x720-50,11859141,11890456,31315,45.3149,1660196531.977,45.302,0.0,100.0,0.0,100.0
2840,13505591,1660196534,2.932,2.932,1.256,1280x720-100,23717937,23777996,60059,90.6169,1660196535.045,45.302,0.0,100.0,0.0,100.0
2957,13506484,1660196535,4.05,4.050,1.256,1280x720-50,11859141,11890443,31302,45.3148,1660196535.606,45.3021,0.0,100.0,0.0,100.0
3190,13510200,1660196539,2.327,2.327,1.256,1280x720-100,23717937,23777998,60061,90.6169,1660196540.009,45.3021,0.0,100.0,0.0,100.0
3307,13511327,1660196540,3.208,3.208,1.256,1280x720-50,11859141,11890428,31287,45.3147,1660196540.45,45.3022,0.0,50.0,50.0,0.0
3424,13512032,1660196541,4.499,4.499,1.256,1280x720-50,11859141,11889613,30472,45.3147,1660196541.153,0.0,0.0,50.0,0.0,50.0
3657,13515620,1660196544,2.92,2.920,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196545.051,45.3022,0.0,100.0,50.0,50.0
3774,13516786,1660196545,3.756,3.756,1.256,1280x720-50,11859141,11890444,31303,45.3149,1660196545.937,45.302,0.0,100.0,0.0,100.0
4007,13519591,1660196548,2.953,2.953,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196549.065,45.302,0.0,100.0,0.0,100.0
4124,13520726,1660196549,3.817,3.817,1.256,1280x720-50,11859141,11890467,31326,45.3147,1660196549.852,45.3022,0.0,100.0,0.0,100.0
4357,13523656,1660196552,2.889,2.889,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196553.033,45.3022,0.0,100.0,0.0,100.0
4474,13524943,1660196554,3.605,3.605,1.256,1280x720-50,11859141,11890443,31302,45.3149,1660196554.071,45.302,0.0,100.0,0.0,100.0
4707,13527503,1660196556,3.047,3.047,1.256,1280x720-100,23717937,23777999,60062,90.6169,1660196556.63,45.302,0.0,100.0,0.0,100.0
4824,13529049,1660196558,3.499,3.499,1.256,1280x720-50,11859141,11890467,31326,45.3147,1660196558.18,45.3022,0.0,100.0,0.0,100.0
5057,13531783,1660196560,2.766,2.766,1.256,1280x720-100,23717937,23777998,60061,90.6169,1660196560.912,45.3022,0.0,100.0,0.0,100.0
5174,13533944,1660196563,2.614,2.614,1.256,1280x720-50,11859141,11890491,31350,45.3148,1660196563.604,45.3021,0.0,50.0,50.0,0.0
5291,13543746,1660196572,0.33,0.330,6.645,1280x720-50,11859141,11889634,30493,45.3148,1660196574.156,0.0,5.388999999999999,50.0,0.0,-488.9
5303,13546546,1660196575,2.323,2.323,9.409,1280x720-5,1124622,1191658,67036,4.5426,1660196577.553,40.7722,2.764000000000001,5.0,45.0,-316.4000000000001
5420,13553933,1660196583,1.037,1.037,13.483,1280x720-50,11859141,11890493,31352,45.3148,1660196583.069,40.7722,4.074,50.0,45.0,-402.4
5432,13554387,1660196583,2.593,2.593,13.483,1280x720-5,1124622,1191652,67030,4.5426,1660196583.523,40.7722,0.0,5.0,45.0,-40.0
5549,13558017,1660196587,0.963,0.963,13.483,1280x720-50,11859141,11890495,31354,45.3148,1660196587.148,40.7722,0.0,50.0,45.0,5.0
5561,13558397,1660196587,2.585,2.585,13.483,1280x720-5,1124622,1191661,67039,4.5426,1660196587.528,40.7722,0.0,5.0,45.0,-40.0
5678,13561553,1660196590,1.431,1.431,13.483,1280x720-50,11859141,11890495,31354,45.3148,1660196590.675,40.7722,0.0,50.0,45.0,5.0
5690,13562036,1660196591,2.946,2.946,13.483,1280x720-5,1124622,1191654,67032,4.5425,1660196591.186,40.7723,0.0,5.0,45.0,-40.0
5807,13564353,1660196593,2.633,2.633,13.483,1280x720-50,11859141,11890493,31352,45.3148,1660196593.488,40.7723,0.0,50.0,45.0,5.0
5924,13566841,1660196595,2.148,2.148,13.483,1280x720-50,11859141,11889640,30499,45.3148,1660196595.967,0.0,0.0,50.0,0.0,50.0
5948,13567264,1660196596,3.726,3.726,13.483,1280x720-10,2351443,2380428,28985,9.0729,1660196596.423,36.2419,0.0,10.0,40.0,-30.0
6181,13572257,1660196601,0.738,0.738,13.483,1280x720-100,23717937,23777999,60062,90.6169,1660196601.379,81.544,0.0,100.0,90.0,10.0
6193,13572522,1660196601,2.709,2.709,13.687,1280x720-5,1124622,1191656,67034,4.5426,1660196601.644,86.0743,0.20399999999999885,5.0,95.0,-110.39999999999989
6310,13573598,1660196602,3.78,3.780,13.838,1280x720-50,11859141,11890493,31352,45.3147,1660196602.72,40.7721,0.1509999999999998,50.0,45.0,-10.09999999999998
