,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,5586508,1660069349,1.718,1.718,1.257,1280x720-5,1124688,1191650,66962,4.5425,1660069349.989,0.0,0.0,5.0,0.0,5.0
35,5587716,1660069351,2.515,2.515,1.257,1280x720-10,2351466,2380435,28969,9.0729,1660069351.109,4.5304,0.0,10.0,5.0,5.0
152,5589657,1660069353,2.575,2.575,1.257,1280x720-50,11859257,11890482,31225,45.3148,1660069353.055,36.2419,0.0,50.0,40.0,10.0
269,5590996,1660069354,3.239,3.239,1.257,1280x720-50,11859257,11889572,30315,45.3149,1660069354.399,0.00010000000000331966,0.0,50.0,0.0,50.0
386,5594697,1660069358,1.537,1.537,1.257,1280x720-50,11859257,11889612,30355,45.3147,1660069358.091,0.00019999999999953388,0.0,50.0,0.0,50.0
410,5595106,1660069358,3.253,3.253,1.359,1280x720-10,2351466,2380422,28956,9.0729,1660069358.5,36.2418,0.10200000000000009,10.0,40.0,-40.20000000000001
527,5596601,1660069359,3.781,3.781,1.359,1280x720-50,11859141,11910369,51228,45.3908,1660069360.004,36.317899999999995,0.0,50.0,40.0,10.0
760,5599331,1660069362,3.052,3.052,1.359,1280x720-100,23717937,23777996,60059,90.6169,1660069363.357,45.2261,0.0,100.0,50.0,50.0
882,5603727,1660069367,0.67,0.670,1.359,1280x720-50,12370306,12467649,97343,47.5145,1660069367.127,43.1024,0.0,50.0,50.0,0.0
894,5604017,1660069367,2.672,2.672,1.612,1280x720-5,1124622,1191655,67033,4.5425,1660069367.417,42.971999999999994,0.2530000000000001,5.0,45.0,-65.30000000000001
1011,5605428,1660069368,3.534,3.534,1.863,1280x720-50,11859141,11890438,31297,45.3149,1660069368.832,40.772400000000005,0.2509999999999999,50.0,45.0,-20.099999999999987
