idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660337065408,1660337065408,1660337066051,44,1660337066334
10,2048000,1660337066408,1660337066408,1660337066696,44,1660337066990
16,2048000,1660337067007,1660337067007,1660337067388,44,1660337067677
23,2048000,1660337067708,1660337067708,1660337068252,44,1660337068728
34,2048000,1660337068808,1660337068808,1660337069299,44,1660337069753
44,2048000,1660337069808,1660337069808,1660337070370,44,1660337071337
60,2048000,1660337071408,1660337071408,1660337072025,44,1660337072527
72,2048000,1660337072608,1660337072608,1660337073149,44,1660337073439
81,2048000,1660337073508,1660337073508,1660337073871,44,1660337074143
88,2048000,1660337074208,1660337074208,1660337074526,44,1660337074801
94,2048000,1660337074808,1660337074808,1660337075065,44,1660337075314
100,2048000,1660337075408,1660337075408,1660337075715,44,1660337075885
105,2048000,1660337075907,1660337075907,1660337076191,44,1660337076504
111,2048000,1660337076507,1660337076507,1660337076811,44,1660337077083
117,2048000,1660337077107,1660337077107,1660337077362,44,1660337077595
122,2048000,1660337077607,1660337077607,1660337077868,44,1660337078131
128,2048000,1660337078207,1660337078207,1660337078554,44,1660337078743
134,2048000,1660337078807,1660337078807,1660337079126,44,1660337079444
141,2048000,1660337079507,1660337079507,1660337079920,44,1660337080119
148,2048000,1660337080207,1660337080207,1660337080592,44,1660337080990
156,2048000,1660337081008,1660337081008,1660337081314,44,1660337081586
162,2048000,1660337081607,1660337081607,1660337081950,44,1660337082308
170,2048000,1660337082407,1660337082407,1660337082774,44,1660337083071
177,2048000,1660337083107,1660337083107,1660337083443,44,1660337083655
183,2048000,1660337083707,1660337083707,1660337084034,44,1660337084285
189,2048000,1660337084307,1660337084307,1660337084588,44,1660337084865
