idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660166313265,1660166313265,1660166314048,44,1660166314369
12,2048000,1660166314467,1660166314467,1660166314851,44,1660166315201
20,2048000,1660166315265,1660166315265,1660166315777,44,1660166316141
29,2048000,1660166316165,1660166316165,1660166316577,44,1660166316920
37,2048000,1660166316965,1660166316965,1660166317419,44,1660166317780
46,2048000,1660166317865,1660166317865,1660166318389,44,1660166318761
55,2048000,1660166318765,1660166318765,1660166319243,44,1660166319600
64,2048000,1660166319665,1660166319665,1660166320067,44,1660166320361
71,2048000,1660166320365,1660166320365,1660166320704,44,1660166321061
78,2048000,1660166321065,1660166321065,1660166321515,44,1660166321881
87,2048000,1660166321965,1660166321965,1660166322340,44,1660166322700
95,2048000,1660166322765,1660166322765,1660166323197,44,1660166323520
103,2048000,1660166323565,1660166323565,1660166324035,44,1660166324341
111,2048000,1660166324365,1660166324365,1660166324711,44,1660166325020
118,2048000,1660166325065,1660166325065,1660166325435,44,1660166325780
126,2048000,1660166325865,1660166325865,1660166326295,44,1660166326621
134,2048000,1660166326665,1660166326665,1660166326981,44,1660166327280
141,2048000,1660166327365,1660166327365,1660166327667,44,1660166327940
147,2048000,1660166327965,1660166327965,1660166328262,44,1660166328580
154,2048000,1660166328665,1660166328665,1660166328971,44,1660166329240
160,2048000,1660166329265,1660166329265,1660166329621,44,1660166329881
167,2048000,1660166329965,1660166329965,1660166330285,44,1660166330561
173,2048000,1660166330565,1660166330565,1660166330947,44,1660166331301
181,2048000,1660166331365,1660166331365,1660166331720,44,1660166332069
189,2048000,1660166332165,1660166332165,1660166332535,44,1660166332840
