TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-13 02:01:28.000000,41.871971,-87.911774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,,
2022-08-13 02:01:28.600000,41.871971,-87.911774,,,,66811.0,324.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-94.69,,,,,,,,0.0,,,,,,,,,,,,
2022-08-13 02:01:28.624666,41.871971,-87.911774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13 02:01:28.700000,41.871971,-87.911774,,,2638.95,66811.0,324.0,367.0,,,,,,0.0,,,,,,,,15.0,,1.0,,0.0,,-94.05,-88.69,,,,,,,0.006,,,,,,,,,4.0,,0.0,
2022-08-13 02:01:28.800000,41.871971,-87.911774,,,,66811.0,324.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-94.81,,,,,,,,0.0,,,,,,,,,,,,
2022-08-13 02:01:28.900000,41.871971,-87.911774,,,2638.95,66811.0,324.0,367.0,,,,,,0.0,,,,,,,,15.0,,,,,,-93.88,-89.34,,,,,,,0.0,,,,,,,,,,16.67,,
2022-08-13 02:01:29.000000,41.871971,-87.911774,0.0,,2638.95,66811.0,324.0,367.0,,,,,,0.0,,,,,,,,15.0,,,,,,-93.59,-88.83,0.0,0.009,,,,,0.0,,,,,,,,,,,,0.0
2022-08-13 02:01:29.100000,41.871986,-87.911743,,,,66811.0,324.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-93.13,,,,,,,,0.002,,,,,,,,,4.0,,0.0,
2022-08-13 02:01:29.200000,41.872002,-87.911713,,,2638.95,,,367.0,,,,,,0.0,,,,,,,,,,,,,,,-90.45,,,,,,,0.0,,,,,,,,,,,,
2022-08-13 02:01:29.300000,41.872017,-87.911682,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-08-13 02:01:29.400000,41.872032,-87.911652,,,2638.95,,,367.0,,,,,,0.0,,,,,,,,,,,,,,,-90.62,,,,,,,0.256,,,,,,,,,4.0,,0.0,
2022-08-13 02:01:29.500000,42.25729,-71.561157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
