idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660413554259,1660413554259,1660413554260,44,1660413555286
11,2048000,1660413555359,1660413555359,1660413555361,44,1660413556241
20,2048000,1660413556260,1660413556260,1660413556264,44,1660413557075
29,2048000,1660413557160,1660413557160,1660413557163,44,1660413558267
41,2048000,1660413558359,1660413558359,1660413558363,44,1660413559086
49,2048000,1660413559160,1660413559160,1660413559163,44,1660413560336
61,2048000,1660413560360,1660413560360,1660413560362,44,1660413561365
72,2048000,1660413561460,1660413561460,1660413561464,44,1660413562158
79,2048000,1660413562159,1660413562159,1660413562163,44,1660413562758
85,2048000,1660413562760,1660413562760,1660413562764,44,1660413563400
92,2048000,1660413563459,1660413563459,1660413563461,44,1660413564087
99,2048000,1660413564160,1660413564160,1660413564162,44,1660413564887
107,2048000,1660413564959,1660413564959,1660413564961,44,1660413565637
114,2048000,1660413565659,1660413565659,1660413565662,44,1660413566767
126,2048000,1660413566859,1660413566859,1660413566861,44,1660413567837
136,2048000,1660413567859,1660413567859,1660413567863,44,1660413568677
145,2048000,1660413568759,1660413568759,1660413568763,44,1660413569646
154,2048000,1660413569659,1660413569659,1660413569663,44,1660413570765
166,2048000,1660413570859,1660413570859,1660413570863,44,1660413573360
