,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-11 16:16:56.000000,-104.647881,40.073261,,,,,,,,,,,8.0,20.0,308.0,27.0,10.0,64.0,322.0,23.0,18.0,40.0,136.0,41.0,23.0,62.0,45.0,34.0,LTE,,LTE Qualcomm,67.0,Band 2,875.0,18875.0,15.0,15.0,-82.94,-15.84,-47.25,,,-27.4,22.45,,,,,,,,,,4x2,,,,,,,,,0.13,0.13,0.04,0.09,,,0.051,0.047,0.051,0.037,,,0.13,0.09,,,0.051,0.047,0.051,0.037,,,,,NonCA,,Band 2,,,,,0.034
1,2022-08-11 16:16:56.074218,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-11 16:16:56.100000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-81.52,-13.31,-47.85,,-8.47,-14.91,22.2,13.0,13.33,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 2,,,,,
3,2022-08-11 16:16:56.200000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-83.7,-13.86,-50.44,,,-29.26,20.56,12.33,13.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,6.0,17.0,,QPSK,64QAM,,5.0,,,,,,0.0,,,,,,5.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
4,2022-08-11 16:16:56.300000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-84.38,-13.6,-51.11,,,-7.09,20.06,12.0,12.25,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,,0.0,,NonCA,,Band 2,,,,,
5,2022-08-11 16:16:56.400000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-83.96,-14.8,-50.4,,,-28.55,20.46,11.67,12.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,28.57,,,,,,,,,,28.57,,,,,,,,,NonCA,,Band 2,,,,,
6,2022-08-11 16:16:56.500000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-80.25,-14.46,-46.91,,,-24.58,21.93,12.0,12.75,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,1.0,,25.56,QPSK,,64QAM,4.0,4.0,,,,,0.0,,,,,,4.0,4.0,,,0.0,,,,,,,,,,NonCA,NonCA,Band 2,0.017,0.019,1059.0,1178.0,0.0
7,2022-08-11 16:16:56.600000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-80.48,-12.05,-49.52,,,-27.53,20.95,11.67,13.0,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
8,2022-08-11 16:16:56.700000,-104.647881,40.073261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-82.46,-13.96,-49.11,,,-28.45,21.3,11.5,12.25,2.0,0.0,100.0,0.0,0.0,TM4,11.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,NonCA,,Band 2,,,,,
9,2022-08-11 16:16:56.800000,-104.647881,40.073261,-104.64788,40.07326,15:16:56,30.0,122.0,122.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,67.0,Band 2,875.0,18875.0,15.0,15.0,-81.85,-12.92,-49.16,,,-30.08,20.06,11.5,12.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
