PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=44 time=74.8 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=44 time=73.1 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=44 time=67.6 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=44 time=64.6 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=44 time=63.0 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=44 time=61.7 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=44 time=61.4 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=44 time=60.3 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=44 time=70.3 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=44 time=69.2 ms
46 bytes from 54.176.53.206: icmp_seq=11 ttl=44 time=67.1 ms
46 bytes from 54.176.53.206: icmp_seq=12 ttl=44 time=66.4 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=44 time=66.5 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=44 time=72.4 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=44 time=70.5 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=44 time=69.0 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=44 time=68.1 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=44 time=67.5 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=44 time=71.5 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=44 time=73.4 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=44 time=67.4 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=44 time=66.5 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=44 time=64.4 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=44 time=65.5 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=44 time=68.6 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=44 time=64.9 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=44 time=63.9 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=44 time=86.4 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=44 time=69.3 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=44 time=63.8 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=44 time=60.4 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=44 time=69.1 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=44 time=67.4 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=44 time=75.5 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=44 time=74.6 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=44 time=73.0 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=44 time=64.3 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=44 time=64.3 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=44 time=63.5 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=44 time=69.3 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=44 time=69.3 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=44 time=61.4 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=44 time=77.2 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=44 time=127 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=44 time=68.4 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=44 time=78.6 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=44 time=77.7 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=44 time=71.0 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=44 time=76.3 ms
46 bytes from 54.176.53.206: icmp_seq=50 ttl=44 time=87.4 ms
46 bytes from 54.176.53.206: icmp_seq=51 ttl=44 time=81.6 ms
46 bytes from 54.176.53.206: icmp_seq=52 ttl=44 time=89.3 ms
46 bytes from 54.176.53.206: icmp_seq=53 ttl=44 time=91.4 ms
46 bytes from 54.176.53.206: icmp_seq=54 ttl=44 time=96.5 ms
46 bytes from 54.176.53.206: icmp_seq=55 ttl=44 time=80.4 ms
46 bytes from 54.176.53.206: icmp_seq=56 ttl=44 time=81.2 ms
46 bytes from 54.176.53.206: icmp_seq=57 ttl=44 time=77.4 ms
46 bytes from 54.176.53.206: icmp_seq=58 ttl=44 time=78.4 ms
46 bytes from 54.176.53.206: icmp_seq=59 ttl=44 time=91.3 ms
46 bytes from 54.176.53.206: icmp_seq=60 ttl=44 time=94.3 ms
46 bytes from 54.176.53.206: icmp_seq=61 ttl=44 time=67.4 ms
46 bytes from 54.176.53.206: icmp_seq=62 ttl=44 time=83.7 ms
46 bytes from 54.176.53.206: icmp_seq=63 ttl=44 time=81.2 ms
46 bytes from 54.176.53.206: icmp_seq=64 ttl=44 time=75.2 ms
46 bytes from 54.176.53.206: icmp_seq=65 ttl=44 time=83.4 ms
46 bytes from 54.176.53.206: icmp_seq=66 ttl=44 time=80.5 ms
46 bytes from 54.176.53.206: icmp_seq=67 ttl=44 time=78.5 ms
46 bytes from 54.176.53.206: icmp_seq=68 ttl=44 time=79.3 ms
46 bytes from 54.176.53.206: icmp_seq=69 ttl=44 time=70.4 ms
46 bytes from 54.176.53.206: icmp_seq=70 ttl=44 time=77.4 ms
