TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC UL Throughput[Mbps],LTE KPI UL CA Type,5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info UL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-08-13 20:14:50.000000,,,5G-NR_NSA(8CA),,,,,,,,
2022-08-13 20:14:50.200000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:50.300000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:50.400000,,,,,,0.175,UL NonCA,38849.98,21,21,0.000
2022-08-13 20:14:50.500000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:50.600000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:50.700000,,,,,,0.003,UL NonCA,38849.98,21,21,
2022-08-13 20:14:50.800000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:50.900000,,,,,,0.175,UL NonCA,,,,0.000
2022-08-13 20:14:51.000000,,,5G-NR_NSA(8CA),,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:51.200000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:51.300000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:51.400000,,,,,,,,38849.98,21,21,0.000
2022-08-13 20:14:51.500000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:51.600000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:51.700000,,,,,,10.379,UL NonCA,38849.98,21,21,
2022-08-13 20:14:51.800000,,,,,,4.587,UL NonCA,38849.98,21,21,
2022-08-13 20:14:51.900000,,,,,,0.175,UL NonCA,,,,0.003
2022-08-13 20:14:52.000000,,,5G-NR_NSA(8CA),,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:52.100000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:52.200000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:52.300000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:52.400000,,,,,,,,,,,0.000
2022-08-13 20:14:52.500000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:52.600000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:52.700000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:52.800000,,,,,,,,38849.98,21,21,
2022-08-13 20:14:52.900000,,,,,,0.175,UL NonCA,,,,0.000
2022-08-13 20:14:53.000000,,,5G-NR_NSA(8CA),,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:53.100000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:53.200000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:53.300000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:53.400000,,,,,,,,,,,0.000
2022-08-13 20:14:53.500000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:53.600000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:53.700000,,,,,,0.003,UL NonCA,38849.98,21,21,
2022-08-13 20:14:53.800000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:53.900000,,,,,NonCA,0.175,UL NonCA,38849.98,21,21,0.000
2022-08-13 20:14:54.000000,,,5G-NR_NSA(8CA),0.002,,0.175,UL NonCA,,,,
2022-08-13 20:14:54.100000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:54.200000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:54.300000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:54.400000,,,,,,0.175,UL NonCA,,,,0.000
2022-08-13 20:14:54.500000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:54.600000,,,,,,0.175,UL NonCA,38849.98,21,21,
2022-08-13 20:14:54.700000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:54.800000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:54.900000,,,,,,0.003,UL NonCA,38849.98,21,21,0.000
2022-08-13 20:14:55.000000,,,5G-NR_NSA(8CA),0.005,,0.175,UL NonCA,,,,
2022-08-13 20:14:55.200000,,,,,NonCA,0.009,UL NonCA,38849.98,21,21,
2022-08-13 20:14:55.300000,,,,,,0.175,UL NonCA,,,,
2022-08-13 20:14:55.400000,,,,,,9.552,UL NonCA,38849.98,21,21,0.001
2022-08-13 20:14:55.500000,,,,,,6.082,UL NonCA,,,,
2022-08-13 20:14:55.600000,,,,,,3.519,UL NonCA,38849.98,21,21,
2022-08-13 20:14:55.700000,,,,,,1.608,UL NonCA,,,,
2022-08-13 20:14:55.800000,,,,,,12.744,UL NonCA,,,,
2022-08-13 20:14:55.900000,,,,,,20.183,UL NonCA,,,,0.689
2022-08-13 20:14:56.000000,,,5G-NR_NSA(8CA),15.604,,8.699,UL NonCA,,,,
2022-08-13 20:14:56.100000,,,,,,27.865,UL NonCA,38849.98,21,21,
2022-08-13 20:14:56.200000,,,,,NonCA,48.174,UL NonCA,38849.98,21,21,
2022-08-13 20:14:56.300000,,,,,NonCA,62.591,UL NonCA,,,,
2022-08-13 20:14:56.400000,,,,,NonCA,87.022,UL NonCA,,,,46.062
2022-08-13 20:14:56.500000,,,,,NonCA,94.474,UL NonCA,,,,
2022-08-13 20:14:56.600000,,,,,NonCA,107.604,UL NonCA,,,,
2022-08-13 20:14:56.700000,,,,,NonCA,112.741,UL NonCA,,,,
2022-08-13 20:14:56.800000,,,,,NonCA,116.915,UL NonCA,,,,
2022-08-13 20:14:56.900000,,,,,NonCA,107.158,UL NonCA,,,,177.419
2022-08-13 20:14:57.000000,,,5G-NR_NSA(8CA),69.365,NonCA,120.676,UL NonCA,,,,
2022-08-13 20:14:57.100000,,,,,NonCA,123.371,UL NonCA,,,,
2022-08-13 20:14:57.200000,,,,,NonCA,115.517,UL NonCA,,,,
2022-08-13 20:14:57.300000,,,,,NonCA,125.654,UL NonCA,,,,
2022-08-13 20:14:57.400000,,,,,NonCA,127.514,UL NonCA,,,,181.108
2022-08-13 20:14:57.500000,,,,,NonCA,120.016,UL NonCA,,,,
2022-08-13 20:14:57.600000,,,,,NonCA,114.143,UL NonCA,,,,
2022-08-13 20:14:57.700000,,,,,NonCA,111.725,UL NonCA,38849.98,21,21,
2022-08-13 20:14:57.800000,,,,,NonCA,112.976,UL NonCA,,,,
2022-08-13 20:14:57.900000,,,,,NonCA,118.500,UL NonCA,38849.98,21,21,182.187
2022-08-13 20:14:58.000000,,,5G-NR_NSA(8CA),65.861,NonCA,121.414,UL NonCA,,,,
2022-08-13 20:14:58.100000,,,,,NonCA,110.817,UL NonCA,38849.98,21,21,
2022-08-13 20:14:58.200000,,,,,NonCA,112.065,UL NonCA,38849.98,21,21,
2022-08-13 20:14:58.300000,,,,,NonCA,117.307,UL NonCA,,,,
2022-08-13 20:14:58.400000,,,,,,116.912,UL NonCA,,,,176.241
2022-08-13 20:14:58.500000,,,,,NonCA,102.815,UL NonCA,38849.98,21,21,
2022-08-13 20:14:58.600000,,,,,NonCA,107.299,UL NonCA,,,,
2022-08-13 20:14:58.700000,,,,,NonCA,114.468,UL NonCA,38849.98,21,21,
2022-08-13 20:14:58.800000,,,,,NonCA,102.524,UL NonCA,,,,
2022-08-13 20:14:58.900000,,,,,NonCA,118.327,UL NonCA,,,,176.242
2022-08-13 20:14:59.000000,,,5G-NR_NSA(8CA),63.055,NonCA,113.652,UL NonCA,,,,
2022-08-13 20:14:59.100000,,,,,NonCA,115.281,UL NonCA,,,,
2022-08-13 20:14:59.200000,,,,,NonCA,111.335,UL NonCA,,,,
2022-08-13 20:14:59.300000,,,,,NonCA,114.091,UL NonCA,38849.98,21,21,
2022-08-13 20:14:59.400000,,,,,NonCA,114.219,UL NonCA,,,,173.030
2022-08-13 20:14:59.500000,,,,,NonCA,103.989,UL NonCA,,,,
2022-08-13 20:14:59.600000,,,,,NonCA,126.861,UL NonCA,,,,
2022-08-13 20:14:59.700000,,,,,NonCA,114.767,UL NonCA,,,,
2022-08-13 20:14:59.800000,,,,,NonCA,111.433,UL NonCA,38849.98,21,21,
2022-08-13 20:14:59.900000,,,,,NonCA,117.495,UL NonCA,,,,169.753
2022-08-13 20:15:00.000000,,,5G-NR_NSA(8CA),54.221,NonCA,124.555,UL NonCA,38849.98,21,21,
2022-08-13 20:15:00.100000,,,,,NonCA,113.673,UL NonCA,38849.98,21,21,
2022-08-13 20:15:00.200000,,,,,NonCA,115.836,UL NonCA,,,,
2022-08-13 20:15:00.300000,,,,,NonCA,119.581,UL NonCA,,,,
2022-08-13 20:15:00.400000,,,,,NonCA,107.016,UL NonCA,38849.98,21,21,166.511
2022-08-13 20:15:00.500000,,,,,NonCA,106.482,UL NonCA,,,,
2022-08-13 20:15:00.600000,,,,,NonCA,110.887,UL NonCA,38849.98,21,21,
2022-08-13 20:15:00.700000,,,,,NonCA,113.617,UL NonCA,,,,
2022-08-13 20:15:00.800000,,,,,NonCA,118.881,UL NonCA,38849.98,21,21,
2022-08-13 20:15:00.900000,,,,,NonCA,128.273,UL NonCA,38849.98,21,21,170.835
2022-08-13 20:15:01.000000,,,5G-NR_NSA,56.234,NonCA,124.175,UL NonCA,,,,
2022-08-13 20:15:01.100000,,,,,NonCA,128.543,UL NonCA,,,,
2022-08-13 20:15:01.200000,,,,,NonCA,129.569,UL NonCA,,,,
2022-08-13 20:15:01.300000,,,,,NonCA,115.073,UL NonCA,,,,
2022-08-13 20:15:01.400000,,,,,NonCA,118.613,UL NonCA,,,,180.566
2022-08-13 20:15:01.500000,,,,,NonCA,127.806,UL NonCA,,,,
2022-08-13 20:15:01.600000,,,,,NonCA,115.284,UL NonCA,,,,
2022-08-13 20:15:01.700000,,,,,NonCA,122.700,UL NonCA,,,,
2022-08-13 20:15:01.800000,,,,,NonCA,134.317,UL NonCA,,,,
2022-08-13 20:15:01.900000,,,,,NonCA,129.318,UL NonCA,,,,175.160
2022-08-13 20:15:02.000000,,,5G-NR_NSA(8CA),48.332,NonCA,107.820,UL NonCA,,,,
2022-08-13 20:15:02.100000,,,,,NonCA,120.528,UL NonCA,38849.98,21,21,
2022-08-13 20:15:02.200000,,,,,NonCA,118.529,UL NonCA,,,,
2022-08-13 20:15:02.300000,,,,,NonCA,130.718,UL NonCA,,,,
2022-08-13 20:15:02.400000,,,,,NonCA,119.892,UL NonCA,,,,167.591
2022-08-13 20:15:02.500000,,,,,NonCA,124.710,UL NonCA,38849.98,21,21,
2022-08-13 20:15:02.600000,,,,,NonCA,126.834,UL NonCA,,,,
2022-08-13 20:15:02.700000,,,,,NonCA,111.344,UL NonCA,38849.98,21,21,
2022-08-13 20:15:02.800000,,,,,NonCA,116.979,UL NonCA,38849.98,21,21,
2022-08-13 20:15:02.900000,,,,,NonCA,104.657,UL NonCA,,,,161.105
2022-08-13 20:15:03.000000,,,5G-NR_NSA(8CA),47.749,NonCA,117.423,UL NonCA,38849.98,21,21,
2022-08-13 20:15:03.100000,,,,,NonCA,127.742,UL NonCA,,,,
2022-08-13 20:15:03.200000,,,,,NonCA,123.919,UL NonCA,38849.98,21,21,
2022-08-13 20:15:03.300000,,,,,NonCA,113.856,UL NonCA,,,,
2022-08-13 20:15:03.400000,,,,,NonCA,107.095,UL NonCA,,,,165.429
2022-08-13 20:15:03.500000,,,,,NonCA,118.257,UL NonCA,,,,
2022-08-13 20:15:03.600000,,,,,NonCA,109.311,UL NonCA,,,,
2022-08-13 20:15:03.700000,,,,,NonCA,115.529,UL NonCA,,,,
2022-08-13 20:15:03.800000,,,,,NonCA,117.730,UL NonCA,,,,
2022-08-13 20:15:03.900000,,,,,NonCA,125.962,UL NonCA,,,,157.887
2022-08-13 20:15:04.000000,,,5G-NR_NSA(8CA),39.264,NonCA,100.018,UL NonCA,38849.98,21,21,
2022-08-13 20:15:04.100000,,,,,NonCA,125.891,UL NonCA,,,,
2022-08-13 20:15:04.200000,,,,,NonCA,120.456,UL NonCA,,,,
2022-08-13 20:15:04.300000,,,,,NonCA,126.258,UL NonCA,38849.98,21,21,
2022-08-13 20:15:04.400000,,,,,NonCA,130.115,UL NonCA,,,,164.348
2022-08-13 20:15:04.500000,,,,,NonCA,118.410,UL NonCA,,,,
2022-08-13 20:15:04.600000,,,,,NonCA,121.815,UL NonCA,38849.98,21,21,
2022-08-13 20:15:04.700000,,,,,NonCA,109.023,UL NonCA,,,,
2022-08-13 20:15:04.800000,,,,,NonCA,108.334,UL NonCA,38849.98,21,21,
2022-08-13 20:15:04.900000,,,,,NonCA,115.136,UL NonCA,,,,148.912
2022-08-13 20:15:05.000000,,,5G-NR_NSA(8CA),40.898,NonCA,122.447,UL NonCA,,,,
2022-08-13 20:15:05.100000,,,,,NonCA,114.465,UL NonCA,,,,
2022-08-13 20:15:05.200000,,,,,NonCA,114.479,UL NonCA,,,,
2022-08-13 20:15:05.300000,,,,,NonCA,116.403,UL NonCA,38849.98,21,21,
2022-08-13 20:15:05.400000,,,,,NonCA,109.957,UL NonCA,,,,148.426
2022-08-13 20:15:05.500000,,,,,NonCA,115.937,UL NonCA,,,,
2022-08-13 20:15:05.600000,,,,,NonCA,112.347,UL NonCA,38849.98,21,21,
2022-08-13 20:15:05.700000,,,,,NonCA,117.875,UL NonCA,38849.98,21,21,
2022-08-13 20:15:05.800000,,,,,NonCA,109.815,UL NonCA,,,,
2022-08-13 20:15:05.900000,,,,,NonCA,115.960,UL NonCA,,,,162.186
2022-08-13 20:15:06.000000,,,5G-NR_NSA(8CA),75.974,NonCA,114.982,UL NonCA,38849.98,21,21,
2022-08-13 20:15:06.100000,,,,,NonCA,112.203,UL NonCA,,,,
2022-08-13 20:15:06.200000,,,,,NonCA,117.289,UL NonCA,,,,
2022-08-13 20:15:06.300000,,,,,NonCA,114.458,UL NonCA,,,,
2022-08-13 20:15:06.400000,,,,,NonCA,118.029,UL NonCA,38849.98,21,21,188.134
2022-08-13 20:15:06.500000,,,,,NonCA,121.475,UL NonCA,38849.98,21,21,
2022-08-13 20:15:06.600000,,,,,NonCA,116.805,UL NonCA,,,,
2022-08-13 20:15:06.700000,,,,,NonCA,115.403,UL NonCA,,,,
2022-08-13 20:15:06.800000,,,,,NonCA,126.512,UL NonCA,,,,
2022-08-13 20:15:06.900000,,,,,NonCA,121.800,UL NonCA,,,,185.972
2022-08-13 20:15:07.000000,,,5G-NR_NSA(8CA),67.802,NonCA,112.605,UL NonCA,38849.98,21,21,
2022-08-13 20:15:07.100000,,,,,NonCA,120.666,UL NonCA,,,,
2022-08-13 20:15:07.200000,,,,,NonCA,126.629,UL NonCA,,,,
2022-08-13 20:15:07.300000,,,,,NonCA,118.524,UL NonCA,38849.98,21,21,
2022-08-13 20:15:07.400000,,,,,NonCA,128.471,UL NonCA,,,,188.134
2022-08-13 20:15:07.500000,,,,,NonCA,112.723,UL NonCA,,,,
2022-08-13 20:15:07.600000,,,,,NonCA,107.510,UL NonCA,,,,
2022-08-13 20:15:07.700000,,,,,NonCA,114.688,UL NonCA,,,,
