TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-14 16:27:16.000000,,,LTE,,,,,,,,
2022-08-14 16:27:16.500000,,,,,NonCA,,,,,,
2022-08-14 16:27:16.600000,,,,,,,,,,,0.000
2022-08-14 16:27:17.000000,,,LTE,0.006,,,,,,,
2022-08-14 16:27:17.100000,,,,,,,,,,,0.000
2022-08-14 16:27:17.300000,,,,,NonCA,,,,,,
2022-08-14 16:27:17.600000,,,,,,,,,,,0.000
2022-08-14 16:27:17.800000,,,,,NonCA,,,,,,
2022-08-14 16:27:17.900000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.000000,,,LTE,0.008,NonCA,,,,,,
2022-08-14 16:27:18.100000,,,,,NonCA,,,,,,0.003
2022-08-14 16:27:18.200000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.300000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.400000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.500000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.600000,,,,,NonCA,,,,,,0.000
2022-08-14 16:27:18.700000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.800000,,,,,NonCA,,,,,,
2022-08-14 16:27:18.900000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.000000,,,LTE,31.120,NonCA,,,,,,
2022-08-14 16:27:19.100000,,,,,NonCA,,,,,,6.059
2022-08-14 16:27:19.200000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.300000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.400000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.500000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.600000,,,,,NonCA,,,,,,32.555
2022-08-14 16:27:19.700000,,,,,NonCA,,,,,,
2022-08-14 16:27:19.800000,,,,,NonCA,,,,,,
