TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-08 12:16:25.700000,-118.236794,34.058781,,,,,,,,,0.000
2022-08-08 12:16:26.000000,-118.236794,34.058781,LTE,,,,,,,,
2022-08-08 12:16:26.200000,-118.236794,34.058781,,,NonCA,,,,,,0.000
2022-08-08 12:16:26.700000,-118.236794,34.058781,,,,,,,,,0.000
2022-08-08 12:16:27.000000,-118.236794,34.058781,LTE,,,,,,,,
2022-08-08 12:16:27.200000,-118.236794,34.058781,,,,,,,,,0.000
2022-08-08 12:16:27.500000,-118.236794,34.058781,,,NonCA,,,,,,
2022-08-08 12:16:27.700000,-118.236794,34.058781,,,,,,,,,0.000
2022-08-08 12:16:28.000000,-118.236794,34.058781,5G-NR_NSA,2.579,,,,,,,
2022-08-08 12:16:28.100000,-118.236794,34.058781,,,NonCA,,,,,,
2022-08-08 12:16:28.200000,-118.236794,34.058781,,,5CA,,,,,,0.000
2022-08-08 12:16:28.300000,-118.236794,34.058781,,,5CA,,,,,,
2022-08-08 12:16:28.400000,-118.236794,34.058781,,,2CA,,,,,,
2022-08-08 12:16:28.500000,-118.236794,34.058781,,,2CA,,,,,,
2022-08-08 12:16:28.600000,-118.236794,34.058781,,,2CA,,,,,,
2022-08-08 12:16:28.700000,-118.236794,34.058781,,,NonCA,3.504,DL NonCA,39250.06,14,,2.474
2022-08-08 12:16:28.800000,-118.236794,34.058781,,,3CA,33.981,DL NonCA,39250.06,14,14,
2022-08-08 12:16:28.900000,-118.236794,34.058781,,,3CA,43.843,DL NonCA,,,,
2022-08-08 12:16:29.000000,-118.236794,34.058781,5G-NR_NSA,0.317,2CA,103.880,DL NonCA,39250.06,14,14,
2022-08-08 12:16:29.100000,-118.236794,34.058781,,,NonCA,100.328,DL NonCA,39250.06,14,14,
