TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC DL Throughput[Mbps],LTE KPI CA Type,5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Best Beam SSB Idx,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps]
2022-08-13 20:11:14.000000,,,5G-NR_NSA,,,,,,,,
2022-08-13 20:11:14.400000,,,,,,0.000,,38849.98,21,21,
2022-08-13 20:11:14.500000,,,,,,0.071,DL NonCA,,,,
2022-08-13 20:11:14.600000,,,,,NonCA,0.119,DL NonCA,38849.98,21,21,
2022-08-13 20:11:14.700000,,,,,,0.112,DL NonCA,,,,
2022-08-13 20:11:14.800000,,,,,,0.053,DL NonCA,38849.98,21,21,
2022-08-13 20:11:14.900000,,,,,,0.115,DL NonCA,38849.98,21,21,0.000
2022-08-13 20:11:15.000000,,,5G-NR_NSA,,NonCA,0.114,DL NonCA,,,,
2022-08-13 20:11:15.100000,,,,,NonCA,0.000,DL NonCA,38849.98,21,21,
2022-08-13 20:11:15.200000,,,,,NonCA,0.056,DL NonCA,38849.98,21,21,
2022-08-13 20:11:15.300000,,,,,,0.107,DL NonCA,,,,
2022-08-13 20:11:15.400000,,,,,,0.060,,38849.98,21,21,0.000
2022-08-13 20:11:15.500000,,,,,,0.061,DL NonCA,,,,
2022-08-13 20:11:15.600000,,,,,NonCA,0.147,DL NonCA,38849.98,21,21,
2022-08-13 20:11:15.700000,,,,,,0.085,DL NonCA,38849.98,21,21,
2022-08-13 20:11:15.800000,,,,,,0.061,DL NonCA,,,,
2022-08-13 20:11:15.900000,,,,,NonCA,0.133,DL NonCA,38849.98,21,21,0.000
2022-08-13 20:11:16.000000,,,5G-NR_NSA,,,0.085,DL NonCA,38849.98,21,21,
2022-08-13 20:11:16.100000,,,,,,0.168,DL NonCA,,,,
2022-08-13 20:11:16.200000,,,,,NonCA,0.196,DL NonCA,38849.98,21,21,
2022-08-13 20:11:16.300000,,,,,,0.167,DL NonCA,,,,
2022-08-13 20:11:16.400000,,,,,,0.100,DL NonCA,38849.98,21,21,0.005
2022-08-13 20:11:16.500000,,,,,,0.092,DL NonCA,38849.98,21,21,
2022-08-13 20:11:16.600000,,,,,NonCA,2.082,DL NonCA,,,,
2022-08-13 20:11:16.700000,,,,,,3.514,DL NonCA,38849.98,21,21,
2022-08-13 20:11:16.800000,,,,,,4.077,DL NonCA,38849.98,21,21,
2022-08-13 20:11:16.900000,,,,,NonCA,10.685,DL NonCA,,,,3.428
2022-08-13 20:11:17.000000,,,5G-NR_NSA,,,31.702,DL 8CA,38849.98,21,21,
2022-08-13 20:11:17.100000,,,,,,0.060,DL 8CA,,,,
2022-08-13 20:11:17.200000,,,,,,95.132,DL 8CA,38849.98,21,21,
2022-08-13 20:11:17.300000,,,,,NonCA,368.020,DL 8CA,,,,
2022-08-13 20:11:17.400000,,,,,,723.320,DL 8CA,,,,341.947
2022-08-13 20:11:17.500000,,,,,,1353.729,DL 8CA,,,,
2022-08-13 20:11:17.600000,,,,,,0.000,DL 4CA,,,,
2022-08-13 20:11:17.700000,,,,,,1509.756,DL 8CA,,,,
2022-08-13 20:11:17.800000,,,,,,1961.090,DL 8CA,,,,
2022-08-13 20:11:17.900000,,,,,,1766.729,DL 8CA,,,,1603.692
2022-08-13 20:11:18.000000,,,5G-NR_NSA,0.000,,,DL 8CA,,,,
2022-08-13 20:11:18.100000,,,,,,1802.821,DL 8CA,,,,
2022-08-13 20:11:18.200000,,,,,,1662.220,DL 8CA,,,,
2022-08-13 20:11:18.300000,,,,,,1942.778,DL 8CA,,,,
2022-08-13 20:11:18.400000,,,,,,1355.974,DL 8CA,,,,1391.378
2022-08-13 20:11:18.500000,,,,,,33.383,DL 8CA,,,,
2022-08-13 20:11:18.600000,,,,,,1849.436,DL 8CA,,,,
2022-08-13 20:11:18.700000,,,,,,1863.223,DL 8CA,,,,
2022-08-13 20:11:18.800000,,,,,,1145.427,DL 8CA,,,,
2022-08-13 20:11:18.900000,,,,,NonCA,1383.688,DL 8CA,,,,1280.702
2022-08-13 20:11:19.000000,,,5G-NR_NSA(7CA),,,1032.819,DL 8CA,,,,
2022-08-13 20:11:19.100000,,,,,NonCA,1326.174,DL 8CA,,,,
2022-08-13 20:11:19.200000,,,,,,1002.446,DL 8CA,38849.98,21,21,
2022-08-13 20:11:19.300000,,,,,,1017.424,DL 8CA,,,,
2022-08-13 20:11:19.400000,,,,,,1196.667,DL 8CA,,,,1044.519
2022-08-13 20:11:19.500000,,,,,,1005.494,DL 8CA,,,,
2022-08-13 20:11:19.600000,,,,,,1204.542,DL 8CA,,,,
2022-08-13 20:11:19.700000,,,,,,1026.193,DL 8CA,,,,
