TIME_STAMP,Lon,Lat,Event Technology,LTE KPI MAC UL Throughput[Mbps],LTE KPI UL CA Type,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps]
2022-08-10 15:19:41.000000,-111.853920,40.725811,LTE,0.000,,
2022-08-10 15:19:41.700000,-111.853920,40.725811,,,,0.000
2022-08-10 15:19:42.000000,-111.853920,40.725811,LTE,0.004,,
2022-08-10 15:19:42.200000,-111.853920,40.725815,,,,0.000
2022-08-10 15:19:42.300000,-111.853920,40.725815,,,NonCA,
2022-08-10 15:19:42.700000,-111.853920,40.725819,,,,0.000
2022-08-10 15:19:43.000000,-111.853920,40.725819,LTE,0.298,,
2022-08-10 15:19:43.200000,-111.853920,40.725819,,,,0.000
2022-08-10 15:19:43.600000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:43.700000,-111.853920,40.725819,,,,0.012
2022-08-10 15:19:43.900000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.000000,-111.853920,40.725819,LTE,10.611,NonCA,
2022-08-10 15:19:44.100000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.200000,-111.853920,40.725819,,,NonCA,7.735
2022-08-10 15:19:44.300000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.400000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.500000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.600000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.700000,-111.853920,40.725819,,,NonCA,16.704
2022-08-10 15:19:44.800000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:44.900000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.000000,-111.853920,40.725819,LTE,11.242,NonCA,
2022-08-10 15:19:45.100000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.200000,-111.853920,40.725819,,,NonCA,10.794
2022-08-10 15:19:45.300000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.400000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.500000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.600000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.700000,-111.853920,40.725819,,,NonCA,11.440
2022-08-10 15:19:45.800000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:45.900000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.000000,-111.853920,40.725819,LTE,12.034,NonCA,
2022-08-10 15:19:46.100000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.200000,-111.853920,40.725819,,,NonCA,11.334
2022-08-10 15:19:46.300000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.400000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.500000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.600000,-111.853920,40.725819,,,NonCA,
2022-08-10 15:19:46.700000,-111.853920,40.725819,,,NonCA,12.459
