,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
112,2022-08-13 13:10:06.100000,-87.522202,41.695175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-106.33,-19.33,-66.24,,,12.0,-4.4,3.0,0.0,,,,,,TM4,2.0,,,,14.1,,,64QAM,,2.55,,,,,,,,,,,,2.55,,,,,,,,,,0.003,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2022-08-13 13:10:06.200000,-87.522202,41.695148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-105.04,-19.19,-64.39,,,10.63,-7.28,0.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,0.0,,,QPSK,,,14.0,,,,,,0.0,0.0,,,,,14.0,,,,0.0,0.0,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2022-08-13 13:10:06.300000,-87.522202,41.695122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-107.13,-20.36,-64.73,21.18,,2.5,-8.08,3.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2022-08-13 13:10:06.400000,-87.522209,41.695095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-105.45,-17.97,-66.43,,3.78,13.21,-4.95,4.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
116,2022-08-13 13:10:06.500000,-87.522209,41.695068,-87.52221,41.69507,13:10:05,181.0,105.0,105.0,28.99,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-108.06,-19.51,-67.72,,,9.33,-7.06,,,1.0,100.0,0.0,0.0,0.0,TM4,,,0.75,,,QPSK,,,12.0,,,,,,50.0,,,,,,12.0,,,,50.0,,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2022-08-13 13:10:06.600000,-87.522209,41.695042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-108.38,-20.46,-66.57,,,13.64,-6.01,0.0,0.0,,,,,,TM4,0.0,,,,14.63,,,64QAM,,2.83,,,,,,20.0,,,,,,2.83,,,,20.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,2022-08-13 13:10:06.700000,-87.522209,41.695015,,,,,,,,,,,11.0,9.0,109.0,29.0,18.0,46.0,308.0,22.0,23.0,22.0,254.0,28.0,26.0,5.0,295.0,26.0,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-107.13,-18.92,-66.35,,,11.7,-5.47,1.5,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,2022-08-13 13:10:06.800000,-87.522209,41.694992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-105.88,-17.49,-66.71,,,16.0,-2.93,3.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,0.0,9.0,,QPSK,QPSK,,12.4,,,,,,40.0,16.67,,,,,12.4,,,,40.0,16.67,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2022-08-13 13:10:06.900000,-87.522209,41.694965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-106.04,-17.32,-68.18,,,13.13,-4.42,1.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
121,2022-08-13 13:10:07.000000,-87.522217,41.694939,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,261.0,Band 66,66536.0,132072.0,20.0,20.0,-106.56,-18.57,-66.83,,,14.42,-3.7,2.0,0.0,,,,,,TM4,2.0,2x4,,,,,,,,,0.24,0.24,0.03,0.08,,,0.023,0.018,0.008,0.016,,,0.24,0.08,,,0.023,0.018,0.008,0.016,0.002,,0.002,,,NonCA,,Band 66,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,2022-08-13 13:10:07.100000,-87.522217,41.694912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-103.22,-15.03,-67.02,,,11.3,-1.52,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.0,20.0,,QPSK,64QAM,,10.8,,,,,,33.33,,,,,,10.8,,,,33.33,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,2022-08-13 13:10:07.200000,-87.522217,41.694885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-103.74,-16.73,-65.79,,,13.7,-4.66,3.0,0.0,,,,,,TM4,2.0,,,,11.2,,,64QAM,,3.27,,,,,,,,,,,,3.27,,,,,,,,,0.002,,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,2022-08-13 13:10:07.300000,-87.522217,41.694862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-104.29,-16.43,-64.71,,,11.63,-5.83,2.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2022-08-13 13:10:07.400000,-87.522217,41.694836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-106.65,-18.57,-65.31,,,14.92,-6.62,0.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,1.0,,9.6,QPSK,,64QAM,10.0,2.33,,,,,0.0,,,,,,10.0,2.33,,,0.0,,,,,,,,,0.003,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
126,2022-08-13 13:10:07.500000,-87.522217,41.694809,-87.52222,41.69481,13:10:06,182.0,103.0,103.0,28.96,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-106.94,-19.51,-66.44,,,15.5,-6.69,0.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,0.004,0.003,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2022-08-13 13:10:07.600000,-87.522217,41.694782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-109.18,-21.28,-66.49,21.52,,13.9,-6.49,0.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,2022-08-13 13:10:07.700000,-87.522224,41.694756,,,,,,,,,,,11.0,9.0,109.0,26.0,18.0,46.0,308.0,22.0,23.0,22.0,254.0,27.0,26.0,5.0,295.0,26.0,,,,,,261.0,Band 66,66536.0,132072.0,20.0,20.0,-108.28,-20.21,-67.04,,9.36,14.78,-5.23,0.0,0.0,,,,,,TM4,2.0,,0.5,,,QPSK,,,12.0,,,,,,0.0,,,,,,12.0,,,,0.0,,,,,,0.006,,0.011,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2022-08-13 13:10:07.774101,-87.522224,41.694736,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Config Attempt,CA Config Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,2022-08-13 13:10:07.774101,-87.522224,41.694736,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Attempt,Handover Attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,2022-08-13 13:10:07.800000,-87.522224,41.694733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-101.34,-14.47,-66.91,,,10.19,2.5,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,9.67,,,16QAM,,3.1,,,,,,16.67,,,,,,3.1,,,,16.67,,,,,,,,0.002,51752.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2022-08-13 13:10:07.803082,-87.522224,41.694729,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA Config Success,CA Config Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,2022-08-13 13:10:07.803082,-87.522224,41.694729,,,,,,,,,,,,,,,,,,,,,,,,,,,,Handover Success,Handover Success,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2022-08-13 13:10:07.804504,-87.522224,41.694729,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg1(RA),PRACH: Msg1(RA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,2022-08-13 13:10:07.817353,-87.522224,41.694725,,,,,,,,,,,,,,,,,,,,,,,,,,,,Received RAR[True],Received RAR[True],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,2022-08-13 13:10:07.817385,-87.522224,41.694725,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg2(RAR),PRACH: Msg2(RAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,2022-08-13 13:10:07.817398,-87.522224,41.694725,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),PRACH: Msg3(UE ID),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,2022-08-13 13:10:07.900000,-87.522224,41.694706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-99.86,-12.23,-66.13,,,8.4,4.47,6.5,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752.0,2CA,,Band 66+Band 5,,353.0,Band 5,2561.0,20561.0,10.0,10.0,-101.22,-16.16,-63.7,0.4,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
139,2022-08-13 13:10:08.000000,-87.522232,41.694679,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE(2CA),,,,LTE Qualcomm,353.0,Band 66,66536.0,132072.0,20.0,20.0,-98.32,-10.68,-66.45,,,6.3,4.89,,,1.0,100.0,0.0,0.0,0.0,TM4,,2x4,2.21,,,QPSK,,,10.86,,0.35,0.35,0.0,0.04,0.0,0.0,0.012,0.022,0.012,0.018,10.86,,0.35,0.04,0.0,0.0,0.012,0.022,0.012,0.018,0.01,,0.001,,51752.0,2CA,,Band 66+Band 5,40.0,353.0,Band 5,2561.0,20561.0,10.0,10.0,-99.97,-15.75,-63.51,0.4,,,,,,,,,,,,,,,,,,,,,,
140,2022-08-13 13:10:08.100000,-87.522232,41.694653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-99.63,-11.25,-66.21,,,9.1,5.33,7.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752.0,2CA,,Band 66+Band 5,,353.0,Band 5,2561.0,20561.0,10.0,10.0,-98.3,-12.74,-64.74,4.23,,,,,,,,,,,,,,,,,,,,,,
141,2022-08-13 13:10:08.200000,-87.522232,41.694626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.33,-10.83,-66.65,,,8.63,5.84,7.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,51752.0,2CA,,Band 66+Band 5,,353.0,Band 5,2561.0,20561.0,10.0,10.0,-98.67,-12.67,-65.22,5.1,,,,,,,,,,,,,,,,,,,,,,
142,2022-08-13 13:10:08.300000,-87.522232,41.694603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.34,-11.09,-67.31,,,9.6,5.86,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,7.17,,,QPSK,,,16.0,,,,,,0.0,,,,,,16.0,,,,0.0,,,,,,,,,,51752.0,2CA,,Band 66+Band 5,,353.0,Band 5,2561.0,20561.0,10.0,10.0,-98.0,-12.81,-63.77,1.0,,,,,,,,,,,,,,,,,,,,,,
143,2022-08-13 13:10:08.400000,-87.52224,41.694576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.04,-11.46,-65.8,,,9.93,3.59,6.0,0.0,,,,,,TM4,0.0,,,,18.11,,,64QAM,,2.6,,,,,,16.67,,,,,,2.6,,,,16.67,,,,,,,,0.003,51752.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
144,2022-08-13 13:10:08.500000,-87.52224,41.69455,-87.52224,41.69455,13:10:07,182.0,102.0,102.0,28.99,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.22,-11.47,-67.03,,,8.63,5.41,6.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,2022-08-13 13:10:08.600000,-87.52224,41.694523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-101.58,-12.29,-66.89,,,9.92,2.54,8.0,0.0,,,,,,TM4,0.0,,1.67,,,QPSK,,,5.33,,,,,,0.0,,,,,,5.33,,,,0.0,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,2022-08-13 13:10:08.700000,-87.52224,41.6945,,,,,,,,,,,11.0,9.0,109.0,23.0,18.0,46.0,308.0,22.0,23.0,22.0,254.0,24.0,26.0,5.0,295.0,21.0,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-102.02,-14.08,-66.77,,,9.63,5.1,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,15.0,,,64QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.002,,0.002,,51752.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,2022-08-13 13:10:08.800000,-87.52224,41.694473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.26,-12.07,-66.49,,,10.0,4.26,7.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,14.29,,,,,,,,,,14.29,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,2022-08-13 13:10:08.900000,-87.52224,41.69445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-101.54,-13.01,-66.87,19.21,5.68,8.4,3.45,6.0,0.0,,,,,,TM4,0.0,,4.25,,,QPSK,,,5.0,,,,,,0.0,,,,,,5.0,,,,0.0,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
149,2022-08-13 13:10:09.000000,-87.522247,41.694427,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,353.0,Band 66,66536.0,132072.0,20.0,20.0,-102.71,-14.48,-66.73,,3.2,11.71,0.49,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,0.07,0.07,0.0,0.03,,,0.006,0.019,0.006,0.014,,,0.07,0.03,,,0.006,0.019,0.006,0.014,0.002,0.003,0.002,,51752.0,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,2022-08-13 13:10:09.100000,-87.522247,41.694401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.66,-13.34,-65.74,,,9.6,5.43,6.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,2022-08-13 13:10:09.200000,-87.522247,41.694378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.71,-12.83,-65.67,,,9.0,3.07,6.0,0.0,,,,,,TM4,0.0,,4.67,,,QPSK,,,5.33,,,,,,0.0,28.57,,,,,5.33,,,,0.0,28.57,,,,,0.002,,0.002,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,2022-08-13 13:10:09.300000,-87.522247,41.694351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.88,-12.69,-66.08,,,10.4,5.29,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,2022-08-13 13:10:09.400000,-87.522247,41.694328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.01,-12.74,-65.82,,,10.13,3.14,7.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
154,2022-08-13 13:10:09.500000,-87.522247,41.694302,-87.52225,41.6943,13:10:08,181.0,100.0,100.0,27.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-99.38,-13.4,-63.43,,,11.5,2.19,6.0,0.0,,,,,,TM4,0.0,,3.33,,,QPSK,,,6.67,,,,,,0.0,,,,,,6.67,,,,0.0,,,,,,0.004,,0.004,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,2022-08-13 13:10:09.600000,-87.522247,41.694275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.39,-12.44,-66.19,,,11.8,3.2,5.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,20.64,,,256QAM,,1.69,,,,,,28.57,,,,,,1.69,,,,28.57,,,,,,,,,51752.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,2022-08-13 13:10:09.700000,-87.522247,41.694252,,,,,,,,,,,11.0,9.0,109.0,23.0,18.0,46.0,308.0,22.0,23.0,22.0,254.0,24.0,26.0,5.0,295.0,30.0,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-101.09,-12.09,-67.27,,,10.88,3.72,7.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,2022-08-13 13:10:09.800000,-87.522255,41.694225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.56,-12.61,-66.66,,,10.88,3.65,7.0,0.0,,,,,,TM4,0.0,,5.0,,,QPSK,,,8.0,,,,,,0.0,,,,,,8.0,,,,0.0,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,2022-08-13 13:10:09.900000,-87.522255,41.694202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0,Band 66,66536.0,132072.0,20.0,20.0,-100.2,-13.43,-65.15,,,13.64,1.83,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
