,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-14 13:01:19.000000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,0.21,0.21,0.03,,,,0.001,,0.001,,,,0.21,,,,0.001,,0.001,,,,,,,,,,,,,,
1,2022-08-14 13:01:19.300000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.33,-14.73,-48.41,,,,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62470.0,NonCA,,Band 66,,,,,
2,2022-08-14 13:01:19.334675,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-14 13:01:19.400000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-82.62,-13.91,-47.46,,,-9.0,9.47,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62470.0,NonCA,,Band 66,,,,,
4,2022-08-14 13:01:19.500000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.97,-13.08,-50.78,,,-4.5,9.31,,,,,,,,,,,10.0,,,16QAM,,,7.0,,,,,,100.0,,,,,,7.0,,,,100.0,,,,,,,,,,62470.0,NonCA,,Band 66,,,,,0.0
5,2022-08-14 13:01:19.600000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.84,-14.91,-48.91,,,0.88,9.84,4.5,8.5,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,62470.0,NonCA,,Band 66,,,,,
6,2022-08-14 13:01:19.700000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.59,-14.12,-49.42,,,,9.84,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62470.0,NonCA,,Band 66,0.0,0.0,0.0,0.0,
7,2022-08-14 13:01:19.800000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.38,-13.83,-49.54,,,-7.0,9.54,,,,,,,,,,,0.0,1.0,,QPSK,QPSK,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,0.0,,,,62470.0,NonCA,,Band 66,,,,,
8,2022-08-14 13:01:19.900000,-81.808487,41.304371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,Band 66,66786.0,132322.0,20.0,20.0,-83.1,-13.75,-49.0,,,-7.0,9.66,5.0,8.0,,,,,,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,62470.0,NonCA,,Band 66,,,,,
9,2022-08-14 13:01:20.000000,-81.808487,41.304371,,,,,,,,,,,11.0,15.0,112.0,37.0,18.0,39.0,308.0,29.0,23.0,16.0,257.0,18.0,30.0,10.0,59.0,24.0,LTE,,,,LTE Qualcomm,281.0,Band 66,66786.0,132322.0,20.0,20.0,-84.15,-12.97,-51.12,,,,9.91,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.4,,,0.0,0.002,0.0,0.002,,,0.0,0.4,,,0.0,0.002,0.0,0.002,,,,,62470.0,NonCA,,Band 66,,,,,0.0
