PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=37 time=76.5 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=37 time=73.6 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=37 time=58.0 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=37 time=72.2 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=37 time=72.7 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=37 time=70.9 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=37 time=70.5 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=37 time=50.2 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=37 time=50.2 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=37 time=48.5 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=37 time=67.0 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=37 time=67.1 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=37 time=64.8 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=37 time=65.7 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=37 time=66.5 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=37 time=64.5 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=37 time=63.9 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=37 time=63.0 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=37 time=65.7 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=37 time=62.0 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=37 time=63.6 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=37 time=64.5 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=37 time=79.9 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=37 time=88.0 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=37 time=82.0 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=37 time=56.8 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=37 time=130 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=37 time=55.5 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=37 time=76.4 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=37 time=54.6 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=37 time=73.7 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=37 time=52.7 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=37 time=86.5 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=37 time=72.0 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=37 time=130 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=37 time=51.4 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=37 time=82.9 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=37 time=79.1 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=37 time=83.2 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=37 time=67.5 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=37 time=66.9 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=37 time=66.1 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=37 time=65.8 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=37 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=37 time=69.8 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=37 time=68.6 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=37 time=72.9 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=37 time=60.9 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=37 time=65.5 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=37 time=89.0 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=37 time=59.0 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=37 time=93.1 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=37 time=57.1 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=37 time=81.2 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=37 time=60.4 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=37 time=74.2 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=37 time=73.3 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=37 time=72.5 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=37 time=71.6 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=37 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=37 time=69.9 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=37 time=68.8 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=37 time=68.9 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=37 time=72.9 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=37 time=66.9 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=37 time=71.9 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=37 time=66.7 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=37 time=66.1 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=37 time=70.3 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=37 time=69.5 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=37 time=63.3 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=37 time=62.1 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=37 time=62.0 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=37 time=60.7 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=37 time=59.8 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=37 time=60.5 ms
46 bytes from 3.19.94.93: icmp_seq=81 ttl=37 time=58.4 ms
46 bytes from 3.19.94.93: icmp_seq=82 ttl=37 time=77.5 ms
46 bytes from 3.19.94.93: icmp_seq=83 ttl=37 time=56.9 ms
46 bytes from 3.19.94.93: icmp_seq=84 ttl=37 time=75.4 ms
46 bytes from 3.19.94.93: icmp_seq=85 ttl=37 time=52.9 ms
46 bytes from 3.19.94.93: icmp_seq=86 ttl=37 time=80.8 ms
46 bytes from 3.19.94.93: icmp_seq=87 ttl=37 time=54.9 ms
46 bytes from 3.19.94.93: icmp_seq=88 ttl=37 time=74.1 ms
46 bytes from 3.19.94.93: icmp_seq=89 ttl=37 time=53.4 ms
46 bytes from 3.19.94.93: icmp_seq=90 ttl=37 time=77.7 ms
46 bytes from 3.19.94.93: icmp_seq=91 ttl=37 time=71.8 ms
46 bytes from 3.19.94.93: icmp_seq=92 ttl=37 time=70.9 ms
46 bytes from 3.19.94.93: icmp_seq=93 ttl=37 time=70.5 ms
46 bytes from 3.19.94.93: icmp_seq=94 ttl=37 time=69.6 ms
46 bytes from 3.19.94.93: icmp_seq=95 ttl=37 time=80.3 ms
46 bytes from 3.19.94.93: icmp_seq=96 ttl=37 time=73.3 ms
46 bytes from 3.19.94.93: icmp_seq=97 ttl=37 time=68.3 ms
46 bytes from 3.19.94.93: icmp_seq=98 ttl=37 time=67.1 ms
46 bytes from 3.19.94.93: icmp_seq=99 ttl=37 time=68.2 ms
46 bytes from 3.19.94.93: icmp_seq=100 ttl=37 time=67.5 ms

--- 3.19.94.93 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 19870ms
rtt min/avg/max/mdev = 48.546/69.310/130.087/12.362 ms
