,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event 5G-NR Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
23,2022-08-10 14:21:02.600000,-111.853851,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.17,-11.75,-65.72,,,-21.92,18.75,13.75,9.5,3.0,0.0,0.0,100.0,0.0,TM4,1.0,,,,13.75,,,64QAM,,3.36,,,,,,0.0,,,,,,3.36,,,,0.0,,,,,0.002,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022-08-10 14:21:02.700000,-111.853851,40.725788,-111.85385,40.72579,13:21:01,0.0,0.0,0.0,2.02,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.02,2808.0,1260.0,,,,,,,,,,
25,2022-08-10 14:21:02.800000,-111.853851,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.53,-11.34,-66.94,,-16.96,-17.37,19.42,14.0,9.67,3.0,0.0,0.0,100.0,0.0,TM4,1.0,,16.25,21.0,13.0,256QAM,256QAM,16QAM,3.0,5.0,,,,,16.67,,,,,,3.0,5.0,,,16.67,,,,,,,,,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022-08-10 14:21:03.000000,-111.853851,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.46,-12.05,-66.09,6.21,-17.0,-24.52,20.04,13.36,9.45,3.0,0.0,0.0,100.0,0.0,TM4,1.0,,7.5,,,QPSK,,,3.0,,0.07,0.07,0.02,,0.0,28.57,0.028,0.029,0.028,0.027,3.0,,0.07,,0.0,28.57,0.028,0.029,0.028,0.027,0.042,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049
27,2022-08-10 14:21:03.200000,-111.853851,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-98.11,-11.06,-67.56,,,-25.05,20.87,14.0,10.0,3.0,0.0,0.0,100.0,0.0,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.031,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.018,624.0,1138.0,,,,,,,,,,
28,2022-08-10 14:21:03.400000,-111.853844,40.725788,,,,,,,,,,,10.0,34.0,246.0,19.0,18.0,72.0,29.0,33.0,23.0,64.0,262.0,25.0,26.0,14.0,258.0,20.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-99.25,-13.56,-65.0,,,-44.0,17.5,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022-08-10 14:21:03.500000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
30,2022-08-10 14:21:03.600000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.13,-11.88,-66.94,,,-22.3,20.7,13.57,10.29,3.0,0.0,28.57,71.43,0.0,TM4,1.0,,9.0,8.5,,QPSK,64QAM,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.016,,0.001,0.02,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2022-08-10 14:21:03.700000,-111.853844,40.725788,-111.85384,40.72579,13:21:02,0.0,0.0,0.0,0.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
32,2022-08-10 14:21:03.900000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.22,-12.19,-66.28,,,-27.63,19.3,12.4,11.6,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022-08-10 14:21:04.000000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x4,,,,,,,,,0.19,0.19,0.03,0.07,,,0.034,0.012,0.034,0.012,,,0.19,0.07,,,0.034,0.012,0.034,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
34,2022-08-10 14:21:04.200000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.15,-13.44,-64.36,,,-29.71,17.32,13.0,11.25,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,13.13,,,64QAM,,4.17,,,,,,0.0,,,,,,4.17,,,,0.0,,,,,0.0,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.0,144.0,0.0,,,,,,,,,,
35,2022-08-10 14:21:04.300000,-111.853844,40.725788,,,,,,,,,,,10.0,34.0,246.0,18.0,18.0,72.0,29.0,36.0,23.0,64.0,262.0,25.0,26.0,14.0,258.0,23.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-96.66,-13.13,-65.03,6.36,-16.69,-23.32,18.96,13.33,12.17,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,3.0,,,16QAM,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,0.003,,0.006,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-08-10 14:21:04.500000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
37,2022-08-10 14:21:04.600000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-97.36,-13.4,-65.23,,,-28.95,18.76,13.0,10.8,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,3.67,11.0,,QPSK,64QAM,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,0.006,,,0.001,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022-08-10 14:21:04.700000,-111.853844,40.725788,-111.85384,40.72579,13:21:03,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,72.0,144.0,,,,,,,,,,
39,2022-08-10 14:21:04.800000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-97.25,-13.5,-64.49,,,-23.63,18.48,12.43,9.14,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.003,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022-08-10 14:21:05.000000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.0,0.04,,,0.013,0.004,0.013,0.004,,,0.1,0.04,,,0.013,0.004,0.013,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001
41,2022-08-10 14:21:05.100000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-97.73,-14.4,-65.09,,,-28.06,18.81,12.2,11.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,4.0,,9.0,16QAM,,QPSK,3.0,2.73,,,,,0.0,0.0,,,,,3.0,2.73,,,0.0,0.0,,,,,0.002,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022-08-10 14:21:05.200000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.001,0.0,72.0,,,,,,,,,,
43,2022-08-10 14:21:05.400000,-111.853836,40.725788,,,,,,,,,,,10.0,34.0,246.0,18.0,18.0,72.0,29.0,35.0,23.0,64.0,262.0,20.0,26.0,14.0,258.0,23.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-98.03,-15.73,-65.11,,,-28.91,19.14,12.67,12.17,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,QPSK,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.0,,0.0,0.001,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022-08-10 14:21:05.500000,-111.853828,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
45,2022-08-10 14:21:05.700000,-111.853828,40.725788,-111.85383,40.72579,13:21:04,0.0,0.0,0.0,0.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-97.95,-11.8,-68.93,6.47,-15.81,-26.16,20.33,13.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,
46,2022-08-10 14:21:06.000000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-97.55,-11.92,-67.79,,,-28.22,20.7,13.33,13.33,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,3.0,,,QPSK,,,8.0,,0.02,0.02,0.0,0.04,0.0,,0.005,0.024,0.005,0.02,8.0,,0.02,0.04,0.0,,0.005,0.024,0.005,0.02,0.0,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001
47,2022-08-10 14:21:06.200000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.5,-10.23,-66.55,,,-21.26,20.34,13.17,12.67,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,1.0,,,QPSK,,,3.0,,,,,,0.0,0.0,,,,,3.0,,,,0.0,0.0,,,,,,0.001,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
48,2022-08-10 14:21:06.300000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.09,-10.47,-65.47,,,-23.4,19.92,12.67,12.33,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022-08-10 14:21:06.400000,-111.853836,40.725788,,,,,,,,,,,10.0,34.0,246.0,18.0,18.0,72.0,29.0,32.0,23.0,64.0,262.0,21.0,26.0,14.0,258.0,23.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.8,-12.63,-61.86,,,-22.43,18.87,12.8,12.4,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,10.75,27.0,18.43,16QAM,256QAM,QPSK,3.0,2.53,,,,,0.0,,,,,,3.0,2.53,,,0.0,,,,,,0.003,,,0.001,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022-08-10 14:21:06.500000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002
51,2022-08-10 14:21:06.600000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.93,-12.7,-62.18,,,-31.45,18.97,12.33,12.83,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.001,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022-08-10 14:21:06.700000,-111.853844,40.725788,-111.85384,40.72579,13:21:05,0.0,0.0,0.0,0.84,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.73,-11.11,-64.95,,,-28.29,21.27,12.67,12.83,2.0,0.0,100.0,0.0,0.0,TM4,0.0,,2.5,,18.33,QPSK,,64QAM,3.0,3.5,,,,,0.0,20.0,,,,,3.0,3.5,,,0.0,20.0,,,,,0.002,,0.0,,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0,,,,,,,,,,
53,2022-08-10 14:21:06.900000,-111.853844,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-92.17,-10.68,-64.42,6.14,-16.94,-32.97,23.94,13.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022-08-10 14:21:07.000000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,427.0,Band 30,9820.0,27710.0,10.0,10.0,-92.14,-10.64,-64.49,,-20.0,-24.79,23.22,12.2,12.2,2.0,0.0,100.0,0.0,0.0,TM4,12.0,4x2,4.5,,,16QAM,,,4.25,,0.06,0.06,0.0,0.06,0.0,,0.019,0.028,0.015,0.022,4.25,,0.06,0.06,0.0,,0.019,0.028,0.015,0.022,0.004,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
55,2022-08-10 14:21:07.100000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-93.01,-12.23,-62.87,,,-34.36,22.69,12.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,,,,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022-08-10 14:21:07.200000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0,,,,,,,,,,
57,2022-08-10 14:21:07.300000,-111.853836,40.725788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-94.19,-11.39,-64.46,,,-28.46,21.14,13.0,13.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,15.0,26.0,,256QAM,256QAM,,3.0,,,,,,20.0,,,,,,3.0,,,,20.0,,,,,,0.002,,0.0,,NonCA,,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022-08-10 14:21:07.500000,-111.853828,40.725788,,,,,,,,,,,10.0,34.0,246.0,18.0,18.0,72.0,29.0,26.0,23.0,64.0,262.0,23.0,26.0,14.0,258.0,23.0,,,,,,427.0,Band 30,9820.0,27710.0,10.0,10.0,-95.5,-11.78,-65.42,,,-31.19,19.5,12.5,12.67,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,16.5,,,64QAM,,3.23,,,,,,0.0,,,,,,3.23,,,,0.0,,,,,0.002,,0.0,0.003,NonCA,NonCA,Band 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003
