,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-12 13:27:22,,,,,,,
1,2022-08-12 13:27:23,7.1,1.11,1.56,3.16,66.92,0.94,66.92
2,2022-08-12 13:27:24,7.11,0.42,0.02,3.05,56.92,20.27,56.92
3,2022-08-12 13:27:25,7.19,0.43,0.03,3.66,60.3,26.28,60.3
4,2022-08-12 13:27:26,7.21,0.44,0.03,4.35,62.79,0.99,62.79
5,2022-08-12 13:27:27,7.24,0.41,0.02,4.72,63.68,1.24,63.68
6,2022-08-12 13:27:28,7.2,0.4,0.02,4.88,64.42,1.26,64.42
7,2022-08-12 13:27:29,7.23,0.39,0.03,5.22,62.13,1.16,62.13
8,2022-08-12 13:27:30,7.27,0.39,0.02,5.38,64.68,1.4,64.68
9,2022-08-12 13:27:31,7.28,0.39,0.02,5.55,63.8,1.24,63.8
10,2022-08-12 13:27:32,7.3,0.39,0.02,5.74,65.08,1.22,65.08
11,2022-08-12 13:27:33,7.3,0.39,0.02,5.77,66.4,1.33,66.4
12,2022-08-12 13:27:34,7.25,0.39,0.03,5.82,63.03,1.24,63.03
13,2022-08-12 13:27:35,7.2,0.39,0.03,6.06,62.43,1.3,62.43
14,2022-08-12 13:27:36,7.16,0.39,0.02,6.07,61.78,1.26,61.78
15,2022-08-12 13:27:37,7.13,0.41,0.03,6.21,62.14,1.45,62.14
16,2022-08-12 13:27:38,7.03,0.44,0.02,6.48,64.5,1.36,64.5
17,2022-08-12 13:27:39,6.97,0.44,0.02,6.51,61.66,1.39,61.66
18,2022-08-12 13:27:40,6.94,0.44,0.02,6.75,61.69,1.36,61.69
19,2022-08-12 13:27:41,6.99,0.43,0.02,6.78,61.81,1.19,61.81
20,2022-08-12 13:27:42,7.03,0.42,0.02,6.9,60.84,1.2,60.84
21,2022-08-12 13:27:43,7.07,0.42,0.02,6.89,60.0,1.37,60.0
22,2022-08-12 13:27:44,7.07,0.43,0.03,6.92,60.82,1.17,60.82
23,2022-08-12 13:27:45,6.99,0.42,0.02,7.02,61.45,1.19,61.45
