,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-09 15:52:45,0,60.0,0.0
1,2022-08-09 15:52:46,7,60.0,11.666666666666666
2,2022-08-09 15:52:47,47,60.0,78.33333333333333
3,2022-08-09 15:52:48,39,60.0,65.0
4,2022-08-09 15:52:49,0,60.0,0.0
5,2022-08-09 15:52:50,0,60.0,0.0
6,2022-08-09 15:52:51,0,60.0,0.0
7,2022-08-09 15:52:52,0,60.0,0.0
8,2022-08-09 15:52:53,0,60.0,0.0
9,2022-08-09 15:52:54,74,60.0,123.33333333333334
10,2022-08-09 15:52:55,0,60.0,0.0
11,2022-08-09 15:52:56,0,60.0,0.0
12,2022-08-09 15:52:57,0,60.0,0.0
13,2022-08-09 15:52:58,0,60.0,0.0
14,2022-08-09 15:52:59,0,60.0,0.0
15,2022-08-09 15:53:00,0,60.0,0.0
16,2022-08-09 15:53:01,103,60.0,171.66666666666666
17,2022-08-09 15:53:02,0,60.0,0.0
18,2022-08-09 15:53:03,0,60.0,0.0
19,2022-08-09 15:53:04,0,60.0,0.0
20,2022-08-09 15:53:05,0,60.0,0.0
21,2022-08-09 15:53:06,40,60.0,66.66666666666666
22,2022-08-09 15:53:07,0,60.0,0.0
23,2022-08-09 15:53:08,0,60.0,0.0
24,2022-08-09 15:53:09,47,60.0,78.33333333333333
25,2022-08-09 15:53:10,0,60.0,0.0
26,2022-08-09 15:53:11,0,60.0,0.0
27,2022-08-09 15:53:12,0,60.0,0.0
28,2022-08-09 15:53:13,0,60.0,0.0
29,2022-08-09 15:53:14,0,60.0,0.0
30,2022-08-09 15:53:15,0,60.0,0.0
31,2022-08-09 15:53:16,0,60.0,0.0
32,2022-08-09 15:53:17,0,60.0,0.0
33,2022-08-09 15:53:18,21,60.0,35.0
34,2022-08-09 15:53:19,4,60.0,6.666666666666667
35,2022-08-09 15:53:20,0,60.0,0.0
36,2022-08-09 15:53:21,0,60.0,0.0
37,2022-08-09 15:53:22,0,60.0,0.0
38,2022-08-09 15:53:23,5,60.0,8.333333333333332
39,2022-08-09 15:53:24,0,60.0,0.0
40,2022-08-09 15:53:25,8,60.0,13.333333333333334
41,2022-08-09 15:53:26,0,60.0,0.0
42,2022-08-09 15:53:27,0,60.0,0.0
43,2022-08-09 15:53:28,0,60.0,0.0
44,2022-08-09 15:53:29,37,60.0,61.66666666666667
45,2022-08-09 15:53:30,40,60.0,66.66666666666666
46,2022-08-09 15:53:31,0,60.0,0.0
47,2022-08-09 15:53:32,0,60.0,0.0
48,2022-08-09 15:53:33,0,60.0,0.0
49,2022-08-09 15:53:34,12,60.0,20.0
50,2022-08-09 15:53:35,19,60.0,31.666666666666664
51,2022-08-09 15:53:36,0,60.0,0.0
52,2022-08-09 15:53:37,0,60.0,0.0
53,2022-08-09 15:53:38,0,60.0,0.0
54,2022-08-09 15:53:39,0,60.0,0.0
55,2022-08-09 15:53:40,0,60.0,0.0
56,2022-08-09 15:53:41,0,60.0,0.0
57,2022-08-09 15:53:42,0,60.0,0.0
58,2022-08-09 15:53:43,0,60.0,0.0
59,2022-08-09 15:53:44,0,60.0,0.0
60,2022-08-09 15:53:45,97,60.0,161.66666666666666
61,2022-08-09 15:53:46,6,60.0,10.0
62,2022-08-09 15:53:47,0,60.0,0.0
63,2022-08-09 15:53:48,0,60.0,0.0
64,2022-08-09 15:53:49,9,60.0,15.0
65,2022-08-09 15:53:50,0,60.0,0.0
66,2022-08-09 15:53:51,0,60.0,0.0
67,2022-08-09 15:53:52,0,60.0,0.0
