,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-13 20:58:52,,,,,,,
1,2022-08-13 20:58:53,,,,,,,
2,2022-08-13 20:58:54,,,,,,,
3,2022-08-13 20:58:55,5.53,0.4,0.02,3.14,18.49,35.56,18.49
4,2022-08-13 20:58:56,5.54,0.4,0.03,4.16,18.65,0.98,0.0
5,2022-08-13 20:58:57,5.54,0.4,0.03,4.16,18.65,0.98,0.0
6,2022-08-13 20:58:58,5.54,0.4,0.03,4.16,18.65,0.98,0.0
7,2022-08-13 20:58:59,5.54,0.4,0.03,4.16,18.65,0.98,0.0
8,2022-08-13 20:59:00,5.54,0.4,0.03,4.16,18.65,0.98,0.0
9,2022-08-13 20:59:01,5.54,0.4,0.03,4.16,18.65,0.98,0.0
10,2022-08-13 20:59:02,5.54,0.4,0.03,4.16,18.65,0.98,0.0
11,2022-08-13 20:59:03,5.54,0.4,0.03,4.16,18.65,0.98,0.0
12,2022-08-13 20:59:04,5.54,0.4,0.03,4.16,18.65,0.98,0.0
13,2022-08-13 20:59:05,5.54,0.4,0.03,4.16,18.65,0.98,0.0
14,2022-08-13 20:59:06,5.54,0.4,0.03,4.16,18.65,0.98,0.0
15,2022-08-13 20:59:07,5.54,0.4,0.03,4.16,18.65,0.98,0.0
16,2022-08-13 20:59:08,5.54,0.4,0.03,4.16,18.65,0.98,0.0
17,2022-08-13 20:59:09,5.54,0.4,0.03,4.16,18.65,0.98,0.0
18,2022-08-13 20:59:10,5.54,0.4,0.03,4.16,18.65,0.98,0.0
19,2022-08-13 20:59:11,5.54,0.4,0.03,4.16,18.65,0.98,0.0
20,2022-08-13 20:59:12,5.54,0.4,0.03,4.16,18.65,0.98,0.0
21,2022-08-13 20:59:13,5.54,0.4,0.03,4.16,18.65,0.98,0.0
22,2022-08-13 20:59:14,5.54,0.4,0.03,4.16,18.65,0.98,0.0
23,2022-08-13 20:59:15,5.54,0.4,0.03,4.16,18.65,0.98,0.0
24,2022-08-13 20:59:16,5.54,0.4,0.03,4.16,18.65,0.98,0.0
25,2022-08-13 20:59:17,5.54,0.4,0.03,4.16,18.65,0.98,0.0
26,2022-08-13 20:59:18,5.54,0.4,0.03,4.16,18.65,0.98,0.0
27,2022-08-13 20:59:19,5.54,0.4,0.03,4.16,18.65,0.98,0.0
28,2022-08-13 20:59:20,5.54,0.4,0.03,4.16,18.65,0.98,0.0
29,2022-08-13 20:59:21,5.54,0.4,0.03,4.16,18.65,0.98,0.0
30,2022-08-13 20:59:22,5.54,0.4,0.03,4.16,18.65,0.98,0.0
31,2022-08-13 20:59:23,4.67,0.37,0.0,11.46,34.94,1.85,34.94
32,2022-08-13 20:59:24,4.4,0.37,0.0,10.32,27.11,1.63,3.91
33,2022-08-13 20:59:25,4.4,0.37,0.0,10.32,27.11,1.63,3.91
34,2022-08-13 20:59:26,4.4,0.37,0.0,10.32,27.11,1.63,3.91
35,2022-08-13 20:59:27,4.4,0.37,0.0,10.32,27.11,1.63,3.91
36,2022-08-13 20:59:28,4.4,0.37,0.0,10.32,27.11,1.63,3.91
37,2022-08-13 20:59:29,4.4,0.37,0.0,10.32,27.11,1.63,3.91
38,2022-08-13 20:59:30,5.33,0.37,0.0,10.96,76.73,1.86,76.73
39,2022-08-13 20:59:31,4.92,0.37,0.0,9.73,25.71,1.54,4.3
40,2022-08-13 20:59:32,4.92,0.37,0.0,9.73,25.71,1.54,4.3
41,2022-08-13 20:59:33,4.92,0.37,0.0,9.73,25.71,1.54,4.3
42,2022-08-13 20:59:34,4.92,0.37,0.0,9.73,25.71,1.54,4.3
43,2022-08-13 20:59:35,4.92,0.37,0.0,9.73,25.71,1.54,4.3
44,2022-08-13 20:59:36,4.92,0.37,0.0,9.73,25.71,1.54,4.3
45,2022-08-13 20:59:37,4.92,0.37,0.0,9.73,25.71,1.54,4.3
46,2022-08-13 20:59:38,4.92,0.37,0.0,9.73,25.71,1.54,4.3
47,2022-08-13 20:59:39,4.41,0.36,0.01,11.39,36.69,2.52,36.69
48,2022-08-13 20:59:40,4.15,0.37,0.0,10.38,26.73,1.72,2.98
49,2022-08-13 20:59:41,4.15,0.37,0.0,10.38,26.73,1.72,2.98
50,2022-08-13 20:59:42,4.15,0.37,0.0,10.38,26.73,1.72,2.98
51,2022-08-13 20:59:43,4.15,0.37,0.0,10.38,26.73,1.72,2.98
52,2022-08-13 20:59:44,4.15,0.37,0.0,10.38,26.73,1.72,2.98
53,2022-08-13 20:59:45,4.15,0.37,0.0,10.38,26.73,1.72,2.98
54,2022-08-13 20:59:46,4.15,0.37,0.0,10.38,26.73,1.72,2.98
55,2022-08-13 20:59:47,4.15,0.37,0.0,10.38,26.73,1.72,2.98
56,2022-08-13 20:59:48,4.15,0.37,0.0,10.38,26.73,1.72,2.98
57,2022-08-13 20:59:49,4.15,0.37,0.0,10.38,26.73,1.72,2.98
58,2022-08-13 20:59:50,4.15,0.37,0.0,10.38,26.73,1.72,2.98
59,2022-08-13 20:59:51,4.15,0.37,0.0,10.38,26.73,1.72,2.98
60,2022-08-13 20:59:52,4.15,0.37,0.0,10.38,26.73,1.72,2.98
61,2022-08-13 20:59:53,4.15,0.37,0.0,10.38,26.73,1.72,2.98
62,2022-08-13 20:59:54,4.15,0.37,0.0,10.38,26.73,1.72,2.98
63,2022-08-13 20:59:55,4.15,0.37,0.0,10.38,26.73,1.72,2.98
64,2022-08-13 20:59:56,4.15,0.37,0.0,10.38,26.73,1.72,2.98
65,2022-08-13 20:59:57,4.15,0.37,0.0,10.38,26.73,1.72,2.98
66,2022-08-13 20:59:58,4.15,0.37,0.0,10.38,26.73,1.72,2.98
67,2022-08-13 20:59:59,4.15,0.37,0.0,10.38,26.73,1.72,2.98
68,2022-08-13 21:00:00,4.15,0.37,0.0,10.38,26.73,1.72,2.98
69,2022-08-13 21:00:01,4.15,0.37,0.0,10.38,26.73,1.72,2.98
70,2022-08-13 21:00:02,4.15,0.37,0.0,10.38,26.73,1.72,2.98
71,2022-08-13 21:00:03,4.15,0.37,0.0,10.38,26.73,1.72,2.98
72,2022-08-13 21:00:04,4.15,0.37,0.0,10.38,26.73,1.72,2.98
73,2022-08-13 21:00:05,4.15,0.37,0.0,10.38,26.73,1.72,2.98
74,2022-08-13 21:00:06,4.15,0.37,0.0,10.38,26.73,1.72,2.98
75,2022-08-13 21:00:07,6.18,0.4,0.0,11.52,49.66,2.32,49.66
76,2022-08-13 21:00:08,6.24,0.41,0.01,10.57,32.8,2.59,5.88
77,2022-08-13 21:00:09,6.24,0.41,0.01,10.57,32.8,2.59,5.88
78,2022-08-13 21:00:10,6.24,0.41,0.01,10.57,32.8,2.59,5.88
79,2022-08-13 21:00:11,6.24,0.41,0.01,10.57,32.8,2.59,5.88
80,2022-08-13 21:00:12,6.24,0.41,0.01,10.57,32.8,2.59,5.88
81,2022-08-13 21:00:13,6.24,0.41,0.01,10.57,32.8,2.59,5.88
82,2022-08-13 21:00:14,6.24,0.41,0.01,10.57,32.8,2.59,5.88
83,2022-08-13 21:00:15,6.24,0.41,0.01,10.57,32.8,2.59,5.88
84,2022-08-13 21:00:16,6.24,0.41,0.01,10.57,32.8,2.59,5.88
85,2022-08-13 21:00:17,6.24,0.41,0.01,10.57,32.8,2.59,5.88
86,2022-08-13 21:00:18,6.24,0.41,0.01,10.57,32.8,2.59,5.88
87,2022-08-13 21:00:19,6.24,0.41,0.01,10.57,32.8,2.59,5.88
88,2022-08-13 21:00:20,6.24,0.41,0.01,10.57,32.8,2.59,5.88
89,2022-08-13 21:00:21,6.24,0.41,0.01,10.57,32.8,2.59,5.88
90,2022-08-13 21:00:22,6.24,0.41,0.01,10.57,32.8,2.59,5.88
91,2022-08-13 21:00:23,6.24,0.41,0.01,10.57,32.8,2.59,5.88
92,2022-08-13 21:00:24,6.24,0.41,0.01,10.57,32.8,2.59,5.88
93,2022-08-13 21:00:25,6.24,0.41,0.01,10.57,32.8,2.59,5.88
94,2022-08-13 21:00:26,6.24,0.41,0.01,10.57,32.8,2.59,5.88
95,2022-08-13 21:00:27,6.24,0.41,0.01,10.57,32.8,2.59,5.88
96,2022-08-13 21:00:28,6.24,0.41,0.01,10.57,32.8,2.59,5.88
97,2022-08-13 21:00:29,6.24,0.41,0.01,10.57,32.8,2.59,5.88
98,2022-08-13 21:00:30,6.24,0.41,0.01,10.57,32.8,2.59,5.88
99,2022-08-13 21:00:31,6.24,0.41,0.01,10.57,32.8,2.59,5.88
100,2022-08-13 21:00:32,6.24,0.41,0.01,10.57,32.8,2.59,5.88
101,2022-08-13 21:00:33,6.24,0.41,0.01,10.57,32.8,2.59,5.88
102,2022-08-13 21:00:34,6.24,0.41,0.01,10.57,32.8,2.59,5.88
