,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-10 14:47:31,0,60.0,0.0
1,2022-08-10 14:47:32,0,60.0,0.0
2,2022-08-10 14:47:33,36,60.0,60.0
3,2022-08-10 14:47:34,36,60.0,60.0
4,2022-08-10 14:47:35,18,60.0,30.0
5,2022-08-10 14:47:36,0,60.0,0.0
6,2022-08-10 14:47:37,26,60.0,43.333333333333336
7,2022-08-10 14:47:38,0,60.0,0.0
8,2022-08-10 14:47:39,0,60.0,0.0
9,2022-08-10 14:47:40,0,60.0,0.0
10,2022-08-10 14:47:41,0,60.0,0.0
11,2022-08-10 14:47:42,0,60.0,0.0
12,2022-08-10 14:47:43,0,60.0,0.0
13,2022-08-10 14:47:44,0,60.0,0.0
14,2022-08-10 14:47:45,0,60.0,0.0
15,2022-08-10 14:47:46,0,60.0,0.0
16,2022-08-10 14:47:47,0,60.0,0.0
17,2022-08-10 14:47:48,0,60.0,0.0
18,2022-08-10 14:47:49,0,60.0,0.0
19,2022-08-10 14:47:50,0,60.0,0.0
20,2022-08-10 14:47:51,0,60.0,0.0
21,2022-08-10 14:47:52,0,60.0,0.0
22,2022-08-10 14:47:53,0,60.0,0.0
23,2022-08-10 14:47:54,0,60.0,0.0
24,2022-08-10 14:47:55,0,60.0,0.0
25,2022-08-10 14:47:56,0,60.0,0.0
26,2022-08-10 14:47:57,0,60.0,0.0
27,2022-08-10 14:47:58,0,60.0,0.0
28,2022-08-10 14:47:59,0,60.0,0.0
29,2022-08-10 14:48:00,0,60.0,0.0
30,2022-08-10 14:48:01,0,60.0,0.0
31,2022-08-10 14:48:02,0,60.0,0.0
32,2022-08-10 14:48:03,0,60.0,0.0
33,2022-08-10 14:48:04,0,60.0,0.0
34,2022-08-10 14:48:05,0,60.0,0.0
35,2022-08-10 14:48:06,0,60.0,0.0
36,2022-08-10 14:48:07,0,60.0,0.0
37,2022-08-10 14:48:08,0,60.0,0.0
38,2022-08-10 14:48:09,0,60.0,0.0
39,2022-08-10 14:48:10,0,60.0,0.0
40,2022-08-10 14:48:11,0,60.0,0.0
41,2022-08-10 14:48:12,0,60.0,0.0
42,2022-08-10 14:48:13,0,60.0,0.0
43,2022-08-10 14:48:14,0,60.0,0.0
44,2022-08-10 14:48:15,0,60.0,0.0
45,2022-08-10 14:48:16,0,60.0,0.0
46,2022-08-10 14:48:17,0,60.0,0.0
47,2022-08-10 14:48:18,0,60.0,0.0
48,2022-08-10 14:48:19,0,60.0,0.0
49,2022-08-10 14:48:20,0,60.0,0.0
50,2022-08-10 14:48:21,0,60.0,0.0
51,2022-08-10 14:48:22,0,60.0,0.0
52,2022-08-10 14:48:23,0,60.0,0.0
53,2022-08-10 14:48:24,0,60.0,0.0
54,2022-08-10 14:48:25,0,60.0,0.0
55,2022-08-10 14:48:26,0,60.0,0.0
56,2022-08-10 14:48:27,0,60.0,0.0
57,2022-08-10 14:48:28,0,60.0,0.0
58,2022-08-10 14:48:29,0,60.0,0.0
59,2022-08-10 14:48:30,0,60.0,0.0
60,2022-08-10 14:48:31,0,60.0,0.0
61,2022-08-10 14:48:32,0,60.0,0.0
62,2022-08-10 14:48:33,0,60.0,0.0
63,2022-08-10 14:48:34,0,60.0,0.0
64,2022-08-10 14:48:35,0,60.0,0.0
65,2022-08-10 14:48:36,0,60.0,0.0
66,2022-08-10 14:48:37,0,60.0,0.0
67,2022-08-10 14:48:38,0,60.0,0.0
68,2022-08-10 14:48:39,0,60.0,0.0
69,2022-08-10 14:48:40,0,60.0,0.0
70,2022-08-10 14:48:41,0,60.0,0.0
71,2022-08-10 14:48:42,0,60.0,0.0
72,2022-08-10 14:48:43,0,60.0,0.0
73,2022-08-10 14:48:44,0,60.0,0.0
74,2022-08-10 14:48:45,0,60.0,0.0
75,2022-08-10 14:48:46,0,60.0,0.0
76,2022-08-10 14:48:47,0,60.0,0.0
