,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-11 15:09:22,0,60.0,0.0
1,2022-08-11 15:09:23,0,60.0,0.0
2,2022-08-11 15:09:24,0,60.0,0.0
3,2022-08-11 15:09:25,0,60.0,0.0
4,2022-08-11 15:09:26,0,60.0,0.0
5,2022-08-11 15:09:27,0,60.0,0.0
6,2022-08-11 15:09:28,0,60.0,0.0
7,2022-08-11 15:09:29,0,60.0,0.0
8,2022-08-11 15:09:30,0,60.0,0.0
9,2022-08-11 15:09:31,0,60.0,0.0
10,2022-08-11 15:09:32,0,60.0,0.0
11,2022-08-11 15:09:33,0,60.0,0.0
12,2022-08-11 15:09:34,0,60.0,0.0
13,2022-08-11 15:09:35,0,60.0,0.0
14,2022-08-11 15:09:36,0,60.0,0.0
15,2022-08-11 15:09:37,0,60.0,0.0
16,2022-08-11 15:09:38,0,60.0,0.0
17,2022-08-11 15:09:39,0,60.0,0.0
18,2022-08-11 15:09:40,0,60.0,0.0
19,2022-08-11 15:09:41,0,60.0,0.0
20,2022-08-11 15:09:42,0,60.0,0.0
21,2022-08-11 15:09:43,0,60.0,0.0
22,2022-08-11 15:09:44,0,60.0,0.0
23,2022-08-11 15:09:45,0,60.0,0.0
24,2022-08-11 15:09:46,0,60.0,0.0
25,2022-08-11 15:09:47,0,60.0,0.0
26,2022-08-11 15:09:48,0,60.0,0.0
27,2022-08-11 15:09:49,0,60.0,0.0
28,2022-08-11 15:09:50,0,60.0,0.0
29,2022-08-11 15:09:51,0,60.0,0.0
30,2022-08-11 15:09:52,0,60.0,0.0
31,2022-08-11 15:09:53,0,60.0,0.0
32,2022-08-11 15:09:54,0,60.0,0.0
33,2022-08-11 15:09:55,0,60.0,0.0
34,2022-08-11 15:09:56,0,60.0,0.0
35,2022-08-11 15:09:57,0,60.0,0.0
36,2022-08-11 15:09:58,0,60.0,0.0
37,2022-08-11 15:09:59,0,60.0,0.0
38,2022-08-11 15:10:00,0,60.0,0.0
39,2022-08-11 15:10:01,0,60.0,0.0
40,2022-08-11 15:10:02,0,60.0,0.0
41,2022-08-11 15:10:03,0,60.0,0.0
42,2022-08-11 15:10:04,0,60.0,0.0
43,2022-08-11 15:10:05,0,60.0,0.0
44,2022-08-11 15:10:06,0,60.0,0.0
45,2022-08-11 15:10:07,0,60.0,0.0
46,2022-08-11 15:10:08,0,60.0,0.0
47,2022-08-11 15:10:09,0,60.0,0.0
48,2022-08-11 15:10:10,0,60.0,0.0
49,2022-08-11 15:10:11,0,60.0,0.0
50,2022-08-11 15:10:12,0,60.0,0.0
51,2022-08-11 15:10:13,0,60.0,0.0
52,2022-08-11 15:10:14,0,60.0,0.0
53,2022-08-11 15:10:15,0,60.0,0.0
54,2022-08-11 15:10:16,0,60.0,0.0
55,2022-08-11 15:10:17,0,60.0,0.0
56,2022-08-11 15:10:18,0,60.0,0.0
57,2022-08-11 15:10:19,0,60.0,0.0
58,2022-08-11 15:10:20,0,60.0,0.0
59,2022-08-11 15:10:21,0,60.0,0.0
60,2022-08-11 15:10:22,0,60.0,0.0
61,2022-08-11 15:10:23,0,60.0,0.0
62,2022-08-11 15:10:24,0,60.0,0.0
63,2022-08-11 15:10:25,0,60.0,0.0
64,2022-08-11 15:10:26,0,60.0,0.0
65,2022-08-11 15:10:27,0,60.0,0.0
66,2022-08-11 15:10:28,0,60.0,0.0
67,2022-08-11 15:10:29,0,60.0,0.0
68,2022-08-11 15:10:30,0,60.0,0.0
69,2022-08-11 15:10:31,0,60.0,0.0
70,2022-08-11 15:10:32,0,60.0,0.0
71,2022-08-11 15:10:33,5,60.0,8.333333333333332
72,2022-08-11 15:10:34,0,60.0,0.0
73,2022-08-11 15:10:35,0,60.0,0.0
74,2022-08-11 15:10:36,0,60.0,0.0
75,2022-08-11 15:10:37,0,60.0,0.0
76,2022-08-11 15:10:38,0,60.0,0.0
77,2022-08-11 15:10:39,0,60.0,0.0
78,2022-08-11 15:10:40,0,60.0,0.0
79,2022-08-11 15:10:41,0,60.0,0.0
80,2022-08-11 15:10:42,0,60.0,0.0
81,2022-08-11 15:10:43,0,60.0,0.0
82,2022-08-11 15:10:44,0,60.0,0.0
83,2022-08-11 15:10:45,0,60.0,0.0
84,2022-08-11 15:10:46,0,60.0,0.0
85,2022-08-11 15:10:47,0,60.0,0.0
86,2022-08-11 15:10:48,0,60.0,0.0
87,2022-08-11 15:10:49,0,60.0,0.0
88,2022-08-11 15:10:50,0,60.0,0.0
89,2022-08-11 15:10:51,0,60.0,0.0
90,2022-08-11 15:10:52,0,60.0,0.0
91,2022-08-11 15:10:53,0,60.0,0.0
92,2022-08-11 15:10:54,0,60.0,0.0
93,2022-08-11 15:10:55,0,60.0,0.0
94,2022-08-11 15:10:56,0,60.0,0.0
95,2022-08-11 15:10:57,0,60.0,0.0
96,2022-08-11 15:10:58,0,60.0,0.0
97,2022-08-11 15:10:59,0,60.0,0.0
98,2022-08-11 15:11:00,0,60.0,0.0
99,2022-08-11 15:11:01,0,60.0,0.0
100,2022-08-11 15:11:02,0,60.0,0.0
101,2022-08-11 15:11:03,0,60.0,0.0
102,2022-08-11 15:11:04,0,60.0,0.0
103,2022-08-11 15:11:05,0,60.0,0.0
104,2022-08-11 15:11:06,0,60.0,0.0
105,2022-08-11 15:11:07,0,60.0,0.0
106,2022-08-11 15:11:08,0,60.0,0.0
107,2022-08-11 15:11:09,0,60.0,0.0
108,2022-08-11 15:11:10,0,60.0,0.0
109,2022-08-11 15:11:11,0,60.0,0.0
110,2022-08-11 15:11:12,0,60.0,0.0
111,2022-08-11 15:11:13,0,60.0,0.0
112,2022-08-11 15:11:14,0,60.0,0.0
113,2022-08-11 15:11:15,0,60.0,0.0
114,2022-08-11 15:11:16,0,60.0,0.0
115,2022-08-11 15:11:17,0,60.0,0.0
116,2022-08-11 15:11:18,0,60.0,0.0
117,2022-08-11 15:11:19,0,60.0,0.0
118,2022-08-11 15:11:20,0,60.0,0.0
119,2022-08-11 15:11:21,0,60.0,0.0
120,2022-08-11 15:11:22,0,60.0,0.0
121,2022-08-11 15:11:23,0,60.0,0.0
122,2022-08-11 15:11:24,0,60.0,0.0
123,2022-08-11 15:11:25,0,60.0,0.0
124,2022-08-11 15:11:26,0,60.0,0.0
125,2022-08-11 15:11:27,0,60.0,0.0
126,2022-08-11 15:11:28,0,60.0,0.0
127,2022-08-11 15:11:29,0,60.0,0.0
128,2022-08-11 15:11:30,0,60.0,0.0
129,2022-08-11 15:11:31,0,60.0,0.0
