,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-13 12:52:58,0,60.0,0.0
1,2022-08-13 12:52:59,33,60.0,55.00000000000001
2,2022-08-13 12:53:00,34,60.0,56.666666666666664
3,2022-08-13 12:53:01,0,60.0,0.0
4,2022-08-13 12:53:02,0,60.0,0.0
5,2022-08-13 12:53:03,0,60.0,0.0
6,2022-08-13 12:53:04,0,60.0,0.0
7,2022-08-13 12:53:05,0,60.0,0.0
8,2022-08-13 12:53:06,0,60.0,0.0
9,2022-08-13 12:53:07,0,60.0,0.0
10,2022-08-13 12:53:08,0,60.0,0.0
11,2022-08-13 12:53:09,0,60.0,0.0
12,2022-08-13 12:53:10,0,60.0,0.0
13,2022-08-13 12:53:11,0,60.0,0.0
14,2022-08-13 12:53:12,0,60.0,0.0
15,2022-08-13 12:53:13,0,60.0,0.0
16,2022-08-13 12:53:14,0,60.0,0.0
17,2022-08-13 12:53:15,0,60.0,0.0
18,2022-08-13 12:53:16,20,60.0,33.33333333333333
19,2022-08-13 12:53:17,0,60.0,0.0
20,2022-08-13 12:53:18,0,60.0,0.0
21,2022-08-13 12:53:19,0,60.0,0.0
22,2022-08-13 12:53:20,0,60.0,0.0
23,2022-08-13 12:53:21,0,60.0,0.0
24,2022-08-13 12:53:22,0,60.0,0.0
25,2022-08-13 12:53:23,0,60.0,0.0
26,2022-08-13 12:53:24,0,60.0,0.0
27,2022-08-13 12:53:25,0,60.0,0.0
28,2022-08-13 12:53:26,0,60.0,0.0
29,2022-08-13 12:53:27,0,60.0,0.0
30,2022-08-13 12:53:28,0,60.0,0.0
31,2022-08-13 12:53:29,0,60.0,0.0
32,2022-08-13 12:53:30,0,60.0,0.0
33,2022-08-13 12:53:31,0,60.0,0.0
34,2022-08-13 12:53:32,0,60.0,0.0
35,2022-08-13 12:53:33,0,60.0,0.0
36,2022-08-13 12:53:34,0,60.0,0.0
37,2022-08-13 12:53:35,0,60.0,0.0
