,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,36.113411,-115.173203,,1660069032.0
1,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-71.16,,,,,,36.113411,-115.173203,0.002,1660069032.5
2,,,,,,,,,,,,,,,,,,,,,,,,,,,36.113411,-115.173203,,1660069032.510887
3,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-71.81,,,,,,36.113411,-115.173203,,1660069032.6
4,,,,,,,,,,,,,,,,15.25,0.035,10.0,66486.0,193.0,-72.01,33.33,,,,,36.113411,-115.173203,0.001,1660069033.0
5,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-71.46,,,,,,36.113411,-115.173203,,1660069033.2
6,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-71.15,,,,,,36.113411,-115.173203,,1660069033.4
7,,,,,,,,,,,,,,,,,,,,,,,,,,,36.113411,-115.173203,0.0,1660069033.5
8,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-72.35,,,,,,36.113411,-115.173203,,1660069033.6
9,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-72.22,,,,,,36.113411,-115.173203,,1660069033.8
10,,,,,,,,,,,,,,,,2.0,0.001,10.0,66486.0,193.0,-73.88,0.0,,,,,36.113411,-115.173203,0.0,1660069034.0
11,,,,,,,,,,,,,,,,2.0,,10.0,66486.0,193.0,-73.41,0.0,,,,,36.113411,-115.173203,,1660069034.2
12,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-71.71,,,,,,36.113411,-115.173203,,1660069034.4
13,,,,,,,,,,,,,,,,,,,,,,,,,,,36.113411,-115.173203,0.0,1660069034.5
14,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-70.99,,,,,,36.113411,-115.173203,,1660069034.6
15,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-70.66,,,,,,36.113411,-115.173203,,1660069034.7
16,,,,,,,,,,,,,,,,2.0,,10.0,66486.0,193.0,-70.86,0.0,,,,,36.113411,-115.173203,,1660069034.9
17,,,,,,,,,,,,,,,,,1.849,,,,,,,,,,36.113411,-115.173203,0.0,1660069035.0
18,,,,,,,,,,,,,,,,1.0,,10.0,66486.0,193.0,-71.88,0.0,,,,,36.113411,-115.173203,,1660069035.1
19,,,,,,,,,,,,,,,,,,,,,,,,,,,36.113411,-115.173203,,1660069035.2
20,,,,,,,,,,,,,,,,,,10.0,66486.0,193.0,-73.21,,,,,,36.113411,-115.173203,,1660069035.3
21,,,,,,,,,,,,,,,,2.0,,10.0,66486.0,193.0,-73.16,0.0,,,,,36.113411,-115.173203,,1660069035.4
