,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660413144.795641
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660413144.9
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660413145.0
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413145.1
4,,,,,,,,,,,,,,,,,,10.0,66686.0,58.0,-71.06,,,,,,,,0.0,1660413145.6
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660413145.8
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413146.1
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413146.6
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1660413147.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413147.1
10,,,,,,,,,,,,,,,,2.0,,10.0,66686.0,58.0,-80.31,0.0,,,,,,,,1660413147.2
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413147.6
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413148.1
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1660413148.6
14,,,,,,,,,,,,,,,,2.0,0.752,10.0,66686.0,58.0,-79.19,0.0,,0.041,,1.448,,,,1660413149.0
15,,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,,,,,1660413149.09421
16,,,,,,,,,,,,,,,,,,10.0,66686.0,58.0,-85.0,,,,,,,,0.0,1660413149.1
17,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,,,,1660413149.156991
18,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,,,,1660413149.176854
19,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,,,,1660413149.177358
20,,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,,,,1660413149.180252
21,,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,,,,,1660413149.180275
22,,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,,,,,1660413149.182962
23,,,,,,,,,,,,,,,,,,10.0,66686.0,58.0,-84.35,,,,,,,,,1660413149.2
24,,,,,,,,,,,,,,,,2.64,,10.0,66686.0,58.0,-87.0,0.0,,,,,,,,1660413149.3
25,,,,,,,,,,,,,,,,,,10.0,66686.0,58.0,-82.69,,,,,,,,,1660413149.4
26,,,,,,,,,,,,,,,,,,10.0,66686.0,58.0,-81.44,,,,,,,,,1660413149.5
27,,,,,,,,,,,,,,,,8.59,,10.0,66686.0,58.0,-79.33,4.49,,,,,,,0.854,1660413149.6
28,,,,,,,,,,,,,,,,9.5,,10.0,66686.0,58.0,-79.99,2.99,,,,,,,,1660413149.7
29,,,,,,,,,,,,,,,,10.2,,10.0,66686.0,58.0,-82.47,0.7,,,,,,,,1660413149.8
30,,,,,,,,,,,,,,,,12.09,,10.0,66686.0,58.0,-83.17,13.04,,,,,,,,1660413149.9
31,,,,,,,,,,,,,,,,12.33,10.008,10.0,66686.0,58.0,-83.5,3.91,1.561,2.089,1.542,19.634,,,,1660413150.0
32,,,,,,,,,,,,,,,,12.85,,10.0,66686.0,58.0,-81.52,2.07,,,,,,,26.845,1660413150.1
33,,,,,,,,,,,,,,,,14.13,,10.0,66686.0,58.0,-82.84,4.72,,,,,,,,1660413150.2
34,,,,,,,,,,,,,,,,15.25,,,,,,12.38,,,,,,,,1660413150.3
35,,,,,,,,,,,,,,,,19.06,,10.0,66686.0,58.0,-80.85,5.19,,,,,,,,1660413150.4
36,,,,,,,,,,,,,,,,17.0,,10.0,66686.0,58.0,-79.63,8.5,,,,,,,,1660413150.5
37,,,,,,,,,,,,,,,,15.94,,10.0,66686.0,58.0,-82.95,12.0,,,,,,,35.56,1660413150.6
38,,,,,,,,,,,,,,,,15.68,,10.0,66686.0,58.0,-85.19,7.94,,,,,,,,1660413150.7
39,,,,,,,,,,,,,,,,15.29,,10.0,66686.0,58.0,-87.52,11.64,,,,,,,,1660413150.8
40,,,,,,,,,,,,,,,,15.64,,10.0,66686.0,58.0,-83.81,2.1,,,,,,,,1660413150.9
41,,,,,,,,,,,,,,,,16.63,14.588,10.0,66686.0,58.0,-83.25,15.58,1.647,4.76,2.794,35.581,,,,1660413151.0
42,,,,,,,,,,,,,,,,14.55,,,,,,4.52,,,,,,,52.062,1660413151.1
43,,,,,,,,,,,,,,,,15.58,,10.0,66686.0,58.0,-85.36,3.23,,,,,,,,1660413151.2
44,,,,,,,,,,,,,,,,15.68,,10.0,66686.0,58.0,-88.44,11.45,,,,,,,,1660413151.3
45,,,,,,,,,,,,,,,,15.25,,10.0,66686.0,58.0,-89.69,6.87,,,,,,,,1660413151.4
46,,,,,,,,,,,,,,,,15.7,,10.0,66686.0,58.0,-88.5,4.24,,,,,,,,1660413151.5
47,,,,,,,,,,,,,,,,13.56,,10.0,66686.0,58.0,-89.6,8.57,,,,,,,75.344,1660413151.6
48,,,,,,,,,,,,,,,,15.42,,10.0,66686.0,58.0,-92.5,18.18,,,,,,,,1660413151.7
49,,,,,,,,,,,,,,,,16.06,,10.0,66686.0,58.0,-85.91,6.52,,,,,,,,1660413151.8
50,,,,,,,,,,,,,,,,15.71,,10.0,66686.0,58.0,-82.58,4.69,,,,,,,,1660413151.9
51,,,,,,,,,,,,,,,,17.58,19.782,,,,,2.19,12.748,12.672,14.162,26.726,,,,1660413152.0
52,,,,,,,,,,,,,,,,18.56,,10.0,66686.0,58.0,-83.22,12.69,,,,,,,77.998,1660413152.1
53,,,,,,,,,,,,,,,,17.33,,10.0,66686.0,58.0,-81.38,2.35,,,,,,,,1660413152.2
54,,,,,,,,,,,,,,,,18.96,,,,,,6.98,,,,,,,,1660413152.3
55,,,,,,,,,,,,,,,,17.75,,,,,,3.17,,,,,,,,1660413152.4
56,,,,,,,,,,,,,,,,14.24,,,,,,15.14,,,,,,,,1660413152.5
57,,,,,,,,,,,,,,,,17.73,,10.0,66686.0,58.0,-79.97,7.14,,,,,,,93.556,1660413152.6
58,,,,,,,,,,,,,,,,15.54,,10.0,66686.0,58.0,-80.06,4.95,,,,,,,,1660413152.7
59,,,,,,,,,,,,,,,,17.38,,10.0,66686.0,58.0,-81.84,12.22,,,,,,,,1660413152.8
60,,,,,,,,,,,,,,,,17.5,,10.0,66686.0,58.0,-80.75,2.72,,,,,,,,1660413152.9
61,,,,,,,,,,,,,,,,14.15,15.271,10.0,66686.0,58.0,-78.88,12.2,6.524,6.496,6.79,44.589,,,,1660413153.0
62,,,,,,,,,,,,,,,,14.95,,10.0,66686.0,58.0,-80.47,9.63,,,,,,,90.855,1660413153.1
63,,,,,,,,,,,,,,,,15.39,,,,,,12.14,,,,,,,,1660413153.2
64,,,,,,,,,,,,,,,,16.57,,10.0,66686.0,58.0,-81.56,5.33,,,,,,,,1660413153.3
65,,,,,,,,,,,,,,,,18.95,,10.0,66686.0,58.0,-79.88,6.9,,,,,,,,1660413153.4
66,,,,,,,,,,,,,,,,17.79,,,,,,6.86,,,,,,,,1660413153.5
67,,,,,,,,,,,,,,,,15.2,,10.0,66686.0,58.0,-78.69,13.84,,,,,,,109.856,1660413153.6
68,,,,,,,,,,,,,,,,15.59,,10.0,66686.0,58.0,-79.58,16.24,,,,,,,,1660413153.7
69,,,,,,,,,,,,,,,,13.24,,10.0,66686.0,58.0,-79.38,10.43,,,,,,,,1660413153.8
70,,,,,,,,,,,,,,,,13.8,,10.0,66686.0,58.0,-79.6,19.28,,,,,,,,1660413153.9
