,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688751,-82.520241,,1660493670.41336
1,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688839,-82.520134,0.0,1660493670.8
2,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688885,-82.520081,,1660493671.0
3,,,,,,,,,,,,,,,,1.0,,15.0,675.0,425.0,-84.06,0.0,,,,,40.688904,-82.52005,,1660493671.1
4,,,,,,,,,,,,,,,,,,,,,,,,,,,40.68895,-82.519997,0.0,1660493671.3
5,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-87.63,,,,,,40.689037,-82.51989,,1660493671.7
6,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688606,-82.520393,0.0,1660493671.8
7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688828,-82.520134,0.0,1660493672.3
8,,,,,,,,,,,,,,,,,,,,,,,,,,,40.688961,-82.519981,0.0,1660493672.8
9,,,,,,,,,,,,,,,,,0.088,,,,,,,,,,40.688961,-82.519981,,1660493673.0
10,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-87.63,,,,,,40.689365,-82.519493,,1660493673.2
11,,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,,40.689388,-82.519463,,1660493673.258667
12,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-96.29,,,,,,40.688961,-82.519981,0.0,1660493673.3
13,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,40.688961,-82.519981,,1660493673.304766
14,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,40.688961,-82.519981,,1660493673.311919
15,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,40.688961,-82.519981,,1660493673.31195
16,,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,40.688961,-82.519981,,1660493673.31814
17,,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,,40.688961,-82.519981,,1660493673.318158
18,,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,,40.688961,-82.519981,,1660493673.318783
19,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-98.44,,,,,,40.689411,-82.519432,,1660493673.4
20,,,,,,,,,,,,,,,,0.86,,15.0,675.0,425.0,-100.91,0.0,,,,,40.689434,-82.519409,,1660493673.5
21,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-102.17,,,,,,40.689453,-82.519379,,1660493673.6
22,,,,,,,,,,,,,,,,,,15.0,675.0,425.0,-103.08,,,,,,40.689476,-82.519356,,1660493673.7
23,,,,,,,,,,,,,,,,5.27,,,,,,9.09,,,,,40.689499,-82.519325,0.007,1660493673.8
24,,,,,,,,,,,,,,,,10.61,,15.0,675.0,425.0,-107.29,0.0,,,,,40.689522,-82.519295,,1660493673.9
25,,,,,,,,,,,,,,,,13.73,6.942,15.0,675.0,425.0,-107.76,14.56,1.72,0.869,1.302,,40.689545,-82.519272,,1660493674.0
26,,,,,,,,,,,,,,,,16.67,,15.0,675.0,425.0,-105.79,27.27,,,,,40.689564,-82.519241,,1660493674.1
27,,,,,,,,,,,,,,,,14.04,,15.0,675.0,425.0,-107.11,21.74,,,,,40.689587,-82.519218,,1660493674.2
28,,,,,,,,,,,,,,,eventB1_NR_r15,,,,,,,,,,,,40.68961,-82.519188,,1660493674.278567
29,,,,,,,,,,,,,,,,6.77,,15.0,675.0,425.0,-108.88,7.37,,,,,40.689266,-82.5196,6.797,1660493674.3
30,,,,,,,,,,,,,,,,6.17,,15.0,675.0,425.0,-109.01,8.7,,,,,40.689632,-82.519157,,1660493674.4
31,,,,,,,,,,,,,,,,9.68,,,,,,18.71,,,,,40.689651,-82.519135,,1660493674.5
32,,,,,,,,,,,,,,,,12.34,,,,,,7.59,,,,,40.689674,-82.519104,,1660493674.6
33,,,,,,,,,,,,,,,,13.7,,15.0,675.0,425.0,-105.84,21.11,,,,,40.689423,-82.519409,,1660493674.7
34,,,,,,,,,,,,,,,,9.82,,15.0,675.0,425.0,-109.82,22.03,,,,,40.689713,-82.519051,9.77,1660493674.8
35,,,,,,,,,,,,,,,,3.92,,15.0,675.0,425.0,-112.93,14.22,,,,,40.689735,-82.51902,,1660493674.9
36,,,,,,,,,,,,,,,,1.19,3.732,15.0,675.0,425.0,-113.52,7.39,4.308,0.603,4.107,,40.689754,-82.518997,,1660493675.0
37,,,,,,,,,,,,,,,,0.12,,15.0,675.0,425.0,-114.92,10.32,,,,,40.689777,-82.518967,,1660493675.1
38,,,,,,,,,,,,,,,,0.1,,15.0,675.0,425.0,-113.64,5.07,,,,,40.689796,-82.518944,,1660493675.2
39,,,,,,,,,,,,,,,,0.0,,15.0,675.0,425.0,-110.3,0.53,,,,,40.689819,-82.518913,7.733,1660493675.3
40,,,,,,,,,,,,,,,,0.0,,15.0,675.0,425.0,-111.06,13.02,,,,,40.689842,-82.518883,,1660493675.4
41,,,,,,,,,,,,,,,,1.21,,15.0,675.0,425.0,-108.15,5.03,,,,,40.689865,-82.51886,,1660493675.5
42,,,,,,,,,,,,,,,,4.88,,15.0,675.0,425.0,-108.84,1.14,,,,,40.689884,-82.518829,,1660493675.6
43,,,,,,,,,,,,,,,,4.75,,15.0,675.0,425.0,-105.89,3.87,,,,,40.689907,-82.518799,,1660493675.7
44,,,,,,,,,,,,,,,eventA2,,,,,,,,,,,,40.689907,-82.518799,,1660493675.714183
45,,,,,,,,,,,,,,,,9.31,,15.0,675.0,425.0,-104.01,3.43,,,,,40.689663,-82.519104,15.787,1660493675.8
46,,,,,,,,,,,,,,,,12.1,,15.0,675.0,425.0,-104.45,15.32,,,,,40.689953,-82.518745,,1660493675.9
47,,,,,,,,,,,,,,,,11.2,10.683,15.0,675.0,425.0,-101.46,5.24,6.228,3.499,4.799,,40.689976,-82.518715,,1660493676.0
48,,,,,,,,,,,,,,,,15.76,,15.0,675.0,425.0,-103.1,9.45,,,,,40.689995,-82.518684,,1660493676.1
49,,,,,,,,,,,,,,,,13.61,,15.0,675.0,425.0,-103.04,15.75,,,,,40.689751,-82.51899,,1660493676.2
50,,,,,,,,,,,,,,,,13.67,,15.0,675.0,425.0,-102.69,6.67,,,,,40.689774,-82.518967,23.795,1660493676.3
51,,,,,,,,,,,,,,,,11.5,,15.0,675.0,425.0,-104.44,9.43,,,,,40.690063,-82.5186,,1660493676.4
52,,,,,,,,,,,,,,,,13.33,,15.0,675.0,425.0,-102.13,4.52,,,,,40.690086,-82.518578,,1660493676.5
53,,,,,,,,,,,,,,,,11.55,,15.0,675.0,425.0,-103.52,11.64,,,,,40.690105,-82.518547,,1660493676.6
54,,,,,,,,,,,,,,,,12.54,,15.0,675.0,425.0,-102.95,10.94,,,,,40.690128,-82.518517,,1660493676.7
