,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,0.097,,,,,,,,,,41.648159,-108.69223,,1660176800.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648159,-108.69223,,1660176800.753995
2,,,,,,,,,,,,,,,,6.91,,10.0,67086.0,383.0,-104.94,0.0,,,,,41.648159,-108.69223,,1660176800.8
3,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648159,-108.69223,0.029,1660176800.9
4,,,,,,,,,,,,,,,,5.8,0.065,10.0,67086.0,383.0,-106.67,20.0,,,,,41.648159,-108.69223,,1660176801.0
5,,,,,,,,,,,,,,,,2.64,,10.0,67086.0,383.0,-107.18,4.35,,,,,41.648159,-108.69223,,1660176801.3
6,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648159,-108.69223,0.015,1660176801.4
7,,,,,,,,,,,,,,,,,,10.0,67086.0,383.0,-102.76,,,,,,41.648159,-108.69223,,1660176801.5
8,,,,,,,,,,,,,,,,,,10.0,67086.0,383.0,-101.85,,,,,,41.648159,-108.69223,,1660176801.6
9,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648159,-108.69223,,1660176801.7
10,,,,,,,,,,,,,,,,5.67,,10.0,67086.0,383.0,-102.86,0.0,,,,,41.648151,-108.692177,,1660176801.8
11,,,,,,,,,,,,,,,,,,,,,,,,,,,41.64814,-108.692123,0.026,1660176801.9
12,,,,,,,,,,,,,,,,,0.031,10.0,67086.0,383.0,-106.44,,,,,,41.648132,-108.692078,,1660176802.0
13,,,,,,,,,,,,,,,,9.0,,10.0,67086.0,383.0,-105.69,0.0,,,,,41.648117,-108.691971,,1660176802.2
14,,,,,,,,,,,,,,,,,,10.0,67086.0,383.0,-105.88,,,,,,41.648106,-108.691917,,1660176802.3
15,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648098,-108.691864,0.006,1660176802.4
16,,,,,,,,,,,,,,,,5.0,,10.0,67086.0,383.0,-106.24,0.0,,,,,41.64809,-108.691818,,1660176802.5
17,,,,,,,,,,,,,,,,,,10.0,67086.0,383.0,-106.48,,,,,,41.648071,-108.691711,,1660176802.7
18,,,,,,,,,,,,,,,,,0.072,10.0,67086.0,383.0,-103.48,,,,,,41.648048,-108.691551,,1660176803.0
19,,,,,,,,,,,,,,,,3.39,,10.0,67086.0,383.0,-104.19,0.0,,,,,41.648041,-108.691498,,1660176803.1
20,,,,,,,,,,,,,,,,7.0,,10.0,67086.0,383.0,-105.02,0.0,,,,,41.648029,-108.691391,,1660176803.3
21,,,,,,,,,,,,,,,,,,,,,,,,,,,41.648022,-108.691338,0.029,1660176803.4
22,,,,,,,,,,,,,,,,,,10.0,67086.0,383.0,-105.26,,,,,,41.648014,-108.691284,,1660176803.5
