,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821239,-97.044113,,1660276839.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821239,-97.044113,,1660276839.696919
2,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-91.0,,,,,,40.821239,-97.044113,,1660276839.9
3,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-90.22,,,,,,40.821239,-97.044113,,1660276840.0
4,,,,,,,,,,,,,,,,0.0,,10.0,650.0,398.0,-93.44,0.0,,,,,40.821239,-97.044113,0.0,1660276840.1
5,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-90.88,,,,,,40.821236,-97.044067,,1660276840.2
6,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821232,-97.04393,,1660276840.5
7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821228,-97.043884,0.0,1660276840.6
8,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-95.44,,,,,,40.821228,-97.0438,,1660276840.8
9,,,,,,,,,,,,,,,,,0.002,10.0,650.0,398.0,-92.94,,,,,,40.821224,-97.043709,,1660276841.0
10,,,,,,,,,,,,,,,,,,,,,,,,,,,40.82122,-97.043663,0.0,1660276841.1
11,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-93.13,,,,,,40.821217,-97.043617,,1660276841.2
12,,,,,,,,,,,,,,,,,,,,,,,,,,,40.821213,-97.043526,,1660276841.4
13,,,,,,,,,,,,,,,,3.0,,,,,,0.0,,,,,40.821213,-97.043442,0.0,1660276841.6
14,,,,,,,,,,,,,,,,,,10.0,650.0,398.0,-100.09,,,,,,40.821209,-97.04335,,1660276841.8
15,,,,,,,,,,,,,,,,4.33,,10.0,650.0,398.0,-99.85,0.0,,,,,40.821205,-97.043304,,1660276841.9
