,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106224,-76.208946,,1660576722.0
1,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-84.56,,,,,,43.106113,-76.208923,,1660576722.7
2,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106113,-76.208923,,1660576722.71605
3,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106102,-76.208923,0.0,1660576722.9
4,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-82.19,,,,,,43.106094,-76.208916,,1660576723.0
5,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106174,-76.208939,,1660576723.3
6,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106068,-76.208908,0.0,1660576723.4
7,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106163,-76.208931,,1660576723.5
8,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106155,-76.208931,,1660576723.6
9,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-85.25,,,,,,43.106049,-76.208893,,1660576723.7
10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106136,-76.208923,0.0,1660576723.9
11,,,,,,,,,,,,,,,,,0.088,15.0,66511.0,340.0,-84.73,,,,,,43.106129,-76.208923,,1660576724.0
12,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-83.95,,,,,,43.106121,-76.208923,,1660576724.1
13,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-84.98,,,,,,43.106113,-76.208916,,1660576724.2
14,,,,,,,,,,,,,,,,0.0,,15.0,66511.0,340.0,-85.59,0.0,,,,,43.106003,-76.20887,,1660576724.3
15,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106102,-76.208908,0.0,1660576724.4
16,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106091,-76.2089,,1660576724.6
17,,,,,,,,,,,,,,,,,,15.0,66511.0,340.0,-91.13,,,,,,43.106071,-76.208885,0.0,1660576724.9
18,,,,,,,,,,,,,,,,,,,,,,,,,,,43.106068,-76.208885,,1660576725.0
