,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38752,-111.833191,,1660104686.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38752,-111.833191,0.001,1660104686.5
2,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38752,-111.833191,,1660104686.507553
3,,,,,,,,,,,,,,,,6.0,,20.0,850.0,74.0,-80.8,0.0,,,,,40.38752,-111.833191,,1660104686.6
4,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-79.46,,,,,,40.38752,-111.833191,,1660104686.7
5,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-78.33,,,,,,40.38752,-111.833191,,1660104686.8
6,,,,,,,,,,,,,,,,4.14,0.076,20.0,850.0,74.0,-77.58,0.0,,,,,40.38752,-111.833191,0.027,1660104687.0
7,,,,,,,,,,,,,,,,18.0,,20.0,850.0,74.0,-80.71,60.0,,,,,40.38752,-111.833191,,1660104687.2
8,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38752,-111.833191,,1660104687.3
9,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-76.88,,,,,,40.387615,-111.833229,,1660104687.6
10,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-77.69,,,,,,40.38765,-111.833244,,1660104687.7
11,,,,,,,,,,,,,,,,12.14,,20.0,850.0,74.0,-76.44,25.0,,,,,40.38768,-111.83326,,1660104687.8
12,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-72.0,,,,,,40.387711,-111.833275,,1660104687.9
13,,,,,,,,,,,,,,,,,0.02,20.0,850.0,74.0,-68.81,,,,,,40.387745,-111.83329,0.09,1660104688.0
14,,,,,,,,,,,,,,,,10.83,,20.0,850.0,74.0,-68.06,22.22,,,,,40.387775,-111.833298,,1660104688.1
15,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-70.25,,,,,,40.38781,-111.833313,,1660104688.2
16,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38784,-111.833328,,1660104688.3
17,,,,,,,,,,,,,,,,9.0,,20.0,850.0,74.0,-71.19,0.0,,,,,40.387871,-111.833344,,1660104688.4
18,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-69.88,,,,,,40.387901,-111.833359,0.003,1660104688.5
19,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-72.25,0.0,,,,,40.387962,-111.833389,,1660104688.7
20,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-71.73,,,,,,40.387993,-111.833405,,1660104688.8
21,,,,,,,,,,,,,,,,4.0,0.006,20.0,850.0,74.0,-71.56,0.0,,,,,40.388058,-111.833435,0.002,1660104689.0
22,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-73.63,,,,,,40.388088,-111.83345,,1660104689.1
23,,,,,,,,,,,,,,,,8.33,,20.0,850.0,74.0,-72.81,0.0,,,,,40.388119,-111.833466,,1660104689.2
24,,,,,,,,,,,,,,,,,,,,,,,,,,,40.388149,-111.833481,,1660104689.3
25,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-72.36,,,,,,40.38818,-111.833496,,1660104689.4
26,,,,,,,,,,,,,,,,,,,,,,,,,,,40.388214,-111.833504,0.003,1660104689.5
27,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-72.33,0.0,,,,,40.388245,-111.833519,,1660104689.6
28,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-73.31,,,,,,40.388309,-111.833542,,1660104689.8
29,,,,,,,,,,,,,,,,10.67,0.011,20.0,850.0,74.0,-71.61,0.0,,,,,40.388374,-111.833572,0.002,1660104690.0
30,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-70.96,,,,,,40.388439,-111.833595,,1660104690.2
31,,,,,,,,,,,,,,,,4.0,,20.0,850.0,74.0,-71.68,0.0,,,,,40.38847,-111.833611,,1660104690.3
32,,,,,,,,,,,,,,,,8.33,,20.0,850.0,74.0,-70.84,0.0,,,,,40.388535,-111.833641,0.003,1660104690.5
33,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-71.17,,,,,,40.388599,-111.833664,,1660104690.7
34,,,,,,,,,,,,,,,,7.0,0.006,20.0,850.0,74.0,-70.74,0.0,,,,,40.388695,-111.83371,0.002,1660104691.0
35,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-71.25,0.0,,,,,40.38876,-111.833733,,1660104691.2
36,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38879,-111.833748,,1660104691.3
37,,,,,,,,,,,,,,,,12.0,,20.0,850.0,74.0,-71.25,0.0,,,,,40.388821,-111.833763,,1660104691.4
38,,,,,,,,,,,,,,,,,,,,,,,,,,,40.388855,-111.833778,0.003,1660104691.5
39,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-69.77,,,,,,40.388885,-111.833794,,1660104691.6
40,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-66.41,0.0,,,,,40.38895,-111.833817,,1660104691.8
41,,,,,,,,,,,,,,,,14.5,0.015,20.0,850.0,74.0,-65.39,0.0,,,,,40.389015,-111.833847,0.002,1660104692.0
42,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-67.25,,,,,,40.389046,-111.833862,,1660104692.1
43,,,,,,,,,,,,,,,,7.5,,20.0,850.0,74.0,-66.19,0.0,,,,,40.389111,-111.833893,,1660104692.3
44,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-66.17,,,,,,40.389175,-111.833923,0.003,1660104692.5
45,,,,,,,,,,,,,,,,4.5,,20.0,850.0,74.0,-66.33,0.0,,,,,40.38924,-111.833946,,1660104692.7
46,,,,,,,,,,,,,,,,18.0,,20.0,850.0,74.0,-66.21,20.0,,,,,40.389301,-111.833977,,1660104692.9
47,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,40.389336,-111.833992,0.002,1660104693.0
48,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-66.39,,,,,,40.389366,-111.834,,1660104693.1
49,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-67.07,0.0,,,,,40.389431,-111.83403,,1660104693.3
50,,,,,,,,,,,,,,,,8.33,,20.0,850.0,74.0,-67.94,0.0,,,,,40.389462,-111.834045,,1660104693.4
51,,,,,,,,,,,,,,,,,,,,,,,,,,,40.389496,-111.834061,0.003,1660104693.5
52,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-65.51,,,,,,40.389526,-111.834068,,1660104693.6
53,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-67.58,0.0,,,,,40.389622,-111.834114,,1660104693.9
54,,,,,,,,,,,,,,,,7.0,0.009,20.0,850.0,74.0,-67.05,0.0,,,,,40.389656,-111.834129,0.002,1660104694.0
55,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-66.14,,,,,,40.389751,-111.834167,,1660104694.3
56,,,,,,,,,,,,,,,,18.5,,20.0,850.0,74.0,-66.24,0.0,,,,,40.389816,-111.834198,0.003,1660104694.5
57,,,,,,,,,,,,,,,,7.0,,20.0,850.0,74.0,-66.93,0.0,,,,,40.389881,-111.834229,,1660104694.7
58,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-67.56,,,,,,40.389912,-111.834244,,1660104694.8
59,,,,,,,,,,,,,,,,2.0,5.414,20.0,850.0,74.0,-67.23,0.0,,,,,40.389977,-111.834267,0.003,1660104695.0
60,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-69.26,,,,,,40.390007,-111.834282,,1660104695.1
61,,,,,,,,,,,,,,,,8.0,,20.0,850.0,74.0,-69.22,0.0,,,,,40.390072,-111.834312,,1660104695.3
62,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-69.72,,,,,,40.390102,-111.834328,,1660104695.4
63,,,,,,,,,,,,,,,,,,20.0,850.0,74.0,-69.2,,,,,,40.390133,-111.834343,0.697,1660104695.5
64,,,,,,,,,,,,,,,,14.8,,20.0,850.0,74.0,-68.39,0.0,,,,,40.390163,-111.834358,,1660104695.6
65,,,,,,,,,,,,,,,,20.35,,20.0,850.0,74.0,-68.02,0.0,,,,,40.390194,-111.834373,,1660104695.7
66,,,,,,,,,,,,,,,,23.72,,20.0,850.0,74.0,-68.0,0.0,,,,,40.390228,-111.834381,,1660104695.8
67,,,,,,,,,,,,,,,,25.0,,20.0,850.0,74.0,-68.94,11.11,,,,,40.390259,-111.834396,,1660104695.9
68,,,,,,,,,,,,,,,,25.41,16.503,20.0,850.0,74.0,-69.79,9.09,,,,,40.390289,-111.834412,16.041,1660104696.0
69,,,,,,,,,,,,,,,,23.85,,20.0,850.0,74.0,-70.04,4.76,,,,,40.39032,-111.834427,,1660104696.1
70,,,,,,,,,,,,,,,,26.59,,20.0,850.0,74.0,-69.2,15.56,,,,,40.39035,-111.834442,,1660104696.2
71,,,,,,,,,,,,,,,,25.87,,20.0,850.0,74.0,-68.71,4.38,,,,,40.390381,-111.834457,,1660104696.3
72,,,,,,,,,,,,,,,NR SCG Addition Attempt	 ,,,,,,,,,,,,40.390411,-111.834473,,1660104696.398607
73,,0.0,,10.0,873.85,226.0,,,,,,,,,,25.1,,20.0,850.0,74.0,-66.67,5.0,,,,,40.390411,-111.834473,,1660104696.4
74,,,,,,,,,,,,,,,NR SCG Addition Success	 ,,,,,,,,,,,,40.390423,-111.83448,,1660104696.435612
75,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,40.390434,-111.83448,,1660104696.464778
76,,,,,,,,,,,,,,,PRACH: Msg4[Pass]			,,,,,,,,,,,,40.390434,-111.83448,,1660104696.467174
77,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,40.390434,-111.83448,,1660104696.467174
78,0.0,0.0,0.003,,,,,,,,,,,,,24.14,,20.0,850.0,74.0,-66.12,9.76,,,,,40.390446,-111.834488,13.365,1660104696.5
79,,,,,,,,,,,,,,,,,,,,,,,,,,,40.39045,-111.834488,,1660104696.516233
80,0.0,0.0,0.01,10.0,873.85,226.0,-75.73,,,,,,,,,23.17,,20.0,850.0,74.0,-65.91,16.28,,,,,40.390476,-111.834503,,1660104696.6
81,0.0,6.5,0.137,10.0,873.85,226.0,-76.59,,,,,,,,,23.56,,20.0,850.0,74.0,-68.08,6.45,,,,,40.390511,-111.834518,,1660104696.7
82,0.0,4.5,0.131,10.0,,,,,,,,,,,,22.18,,20.0,850.0,74.0,-68.38,9.76,,,,,40.390541,-111.834534,,1660104696.8
83,25.0,6.4,0.563,10.0,873.85,226.0,-79.1,,,,,,,,,,,20.0,850.0,74.0,-67.94,,,,,,40.390572,-111.834541,,1660104696.9
84,13.33,6.1,1.247,,,,,,,,,,,,,23.62,5.961,20.0,850.0,74.0,-68.22,11.84,,,,,40.390606,-111.834557,10.666,1660104697.0
85,0.0,8.37,2.986,10.0,873.85,226.0,-78.41,,,,,,,,,,,20.0,850.0,74.0,-69.45,,,,,,40.390636,-111.834572,,1660104697.1
86,15.49,8.93,8.864,10.0,873.85,226.0,-77.23,,,,,,,,,21.28,,20.0,850.0,74.0,-69.03,27.78,,,,,40.390671,-111.834587,,1660104697.2
87,6.56,7.83,9.02,,,,,,,,,,,,,14.0,,20.0,850.0,74.0,-68.82,0.0,,,,,40.390701,-111.834602,,1660104697.3
88,9.09,9.56,9.153,10.0,873.85,226.0,-77.16,,,,,,,,,,,20.0,850.0,74.0,-71.8,,,,,,40.390732,-111.834618,,1660104697.4
89,5.26,8.24,3.543,,,,,,,,,,,,,19.0,,20.0,850.0,74.0,-72.21,13.51,,,,,40.390762,-111.834633,10.044,1660104697.5
90,23.68,6.96,3.306,10.0,873.85,226.0,-77.05,,,,,,,,,18.55,,20.0,850.0,74.0,-72.67,10.0,,,,,40.390793,-111.834648,,1660104697.6
91,0.0,6.46,8.461,10.0,873.85,226.0,-78.3,,,,,,,,,,,20.0,850.0,74.0,-74.31,,,,,,40.390823,-111.834663,,1660104697.7
92,21.43,8.18,7.383,,,,,,,,,,,,,17.48,,20.0,850.0,74.0,-72.85,0.0,,,,,40.390854,-111.834686,,1660104697.8
93,0.0,0.0,0.035,10.0,873.85,226.0,-79.37,,,,,,,,,22.9,,20.0,850.0,74.0,-70.74,0.0,,,,,40.390888,-111.834702,,1660104697.9
94,0.0,1.45,1.724,10.0,873.85,226.0,-79.3,,,,,,,,,,3.211,20.0,850.0,74.0,-74.73,,,,,,40.390919,-111.834717,7.011,1660104698.0
