,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593658,-109.196136,,1660175301.882656
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593658,-109.196136,0.027,1660175301.9
2,,,,,,,,,,,,,,,,10.2,0.18,10.0,67086.0,387.0,-87.79,14.29,,,,,41.593658,-109.196136,,1660175302.0
3,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.7,,,,,,41.593658,-109.196136,,1660175302.2
4,,,,,,,,,,,,,,,,5.83,,10.0,67086.0,387.0,-85.08,0.0,,,,,41.593658,-109.196136,,1660175302.3
5,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593658,-109.196136,0.09,1660175302.4
6,,,,,,,,,,,,,,,,27.0,,10.0,67086.0,387.0,-86.31,0.0,,,,,41.593658,-109.196136,,1660175302.6
7,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.86,,,,,,41.593658,-109.196136,,1660175302.7
8,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593658,-109.196136,,1660175302.8
9,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-85.75,,,,,,41.593647,-109.196114,0.0,1660175302.9
10,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593632,-109.196091,,1660175303.0
11,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-85.34,,,,,,41.593605,-109.196045,,1660175303.2
12,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593582,-109.195992,0.0,1660175303.4
13,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.0,,,,,,41.59354,-109.195923,,1660175303.7
14,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593529,-109.1959,,1660175303.8
15,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593517,-109.195877,0.0,1660175303.9
16,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.593506,-109.195854,,1660175304.0
17,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.56,,,,,,41.593494,-109.195831,,1660175304.1
18,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-87.31,,,,,,41.593456,-109.195763,0.0,1660175304.4
19,,,,,,,,,,,,,,,,,,,,,,,,,,,41.59341,-109.195671,,1660175304.8
20,,,,,,,,,,,,,,,,0.0,,10.0,67086.0,387.0,-85.58,0.0,,,,,41.593399,-109.195648,0.0,1660175304.9
21,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593384,-109.195625,,1660175305.0
22,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593372,-109.195595,,1660175305.1
23,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.78,,,,,,41.593346,-109.195549,,1660175305.3
24,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593334,-109.195526,0.0,1660175305.4
25,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-86.38,,,,,,41.593307,-109.195473,,1660175305.6
26,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593281,-109.195427,,1660175305.8
27,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593269,-109.195404,0.0,1660175305.9
28,,,,,,,,,,,,,,,,1.0,0.0,10.0,67086.0,387.0,-89.13,0.0,,,,,41.593258,-109.195381,,1660175306.0
29,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593231,-109.195328,,1660175306.2
30,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-91.75,,,,,,41.593208,-109.195282,0.0,1660175306.4
31,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-91.69,,,,,,41.593182,-109.195229,,1660175306.6
32,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593159,-109.195183,,1660175306.8
33,,,,,,,,,,,,,,,,0.0,,10.0,67086.0,387.0,-90.42,0.0,,,,,41.593147,-109.19516,0.0,1660175306.9
34,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,41.593136,-109.195129,,1660175307.0
35,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-92.96,,,,,,41.593113,-109.195076,,1660175307.2
36,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593094,-109.19503,0.0,1660175307.4
37,,,,,,,,,,,,,,,,1.0,,10.0,67086.0,387.0,-94.0,0.0,,,,,41.593082,-109.195,,1660175307.5
38,,,,,,,,,,,,,,,,,,10.0,67086.0,387.0,-93.73,,,,,,41.593071,-109.194977,,1660175307.6
39,,,,,,,,,,,,,,,,0.0,,10.0,67086.0,387.0,-93.48,0.0,,,,,41.59306,-109.194946,,1660175307.7
40,,,,,,,,,,,,,,,,,,,,,,,,,,,41.593048,-109.194923,,1660175307.8
