,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,40.133,,,,,,,,,,40.626469,-111.901848,,1660105631.0
1,20.0,11.07,56.647,,,,,,,,,,,,,13.55,,10.0,1100.0,485.0,-80.31,2.27,,,,,40.626469,-111.901848,74.772,1660105631.5
2,,,,,,,,,,,,,,,,,,,,,,,,,,,40.626469,-111.901848,,1660105631.551651
3,15.45,9.31,38.291,,3779.04,222.0,-113.49,,,,,,,,,17.52,,10.0,1100.0,485.0,-80.15,2.8,,,,,40.626469,-111.901848,,1660105631.6
4,3.31,8.27,37.38,,,,,,,,,,,,,20.43,,10.0,1100.0,485.0,-80.67,15.2,,,,,40.626469,-111.901848,,1660105631.7
5,10.95,12.16,51.9,,3779.04,222.0,-112.03,,,,,,,,,16.02,,10.0,1100.0,485.0,-80.56,7.78,,,,,40.626495,-111.901848,,1660105631.8
6,1.45,11.77,53.354,,,,,,,,,,,,,18.05,,10.0,1100.0,485.0,-80.66,5.65,,,,,40.626518,-111.901848,,1660105631.9
7,16.06,12.09,54.791,,3779.04,222.0,-111.06,,,,,,,,,16.22,29.707,10.0,1100.0,485.0,-80.39,8.7,,,,,40.626545,-111.901855,88.5,1660105632.0
8,10.87,6.56,27.793,,3779.04,222.0,-111.73,,,,,,,,,14.54,,10.0,1100.0,485.0,-80.58,12.94,,,,,40.626568,-111.901855,,1660105632.1
9,18.25,12.52,48.526,,,,,,,,,,,,,15.47,,10.0,1100.0,485.0,-81.16,11.96,,,,,40.626595,-111.901855,,1660105632.2
10,6.52,6.32,34.195,,3779.04,222.0,-111.84,,,,,,,,,15.9,,10.0,1100.0,485.0,-81.53,10.87,,,,,40.626621,-111.901855,,1660105632.3
11,0.73,3.4,16.721,,3779.04,222.0,-113.02,,,,,,,,,11.36,,10.0,1100.0,485.0,-81.94,11.9,,,,,40.626644,-111.901855,,1660105632.4
12,16.67,8.12,32.837,,,,,,,,,,,,,8.02,,10.0,1100.0,485.0,-82.24,10.47,,,,,40.626671,-111.901863,67.153,1660105632.5
13,6.57,14.83,65.671,,3779.04,222.0,-110.79,,,,,,,,,4.53,,10.0,1100.0,485.0,-84.41,1.74,,,,,40.626694,-111.901863,,1660105632.6
14,7.24,4.13,40.364,,,,,,,,,,,,,10.19,,10.0,1100.0,485.0,-83.93,8.9,,,,,40.62672,-111.901863,,1660105632.7
15,9.76,5.24,48.259,,3779.04,222.0,-110.55,,,,,,,,,19.41,,10.0,1100.0,485.0,-83.08,5.8,,,,,40.626743,-111.901863,,1660105632.8
16,10.22,3.36,32.99,,3779.04,222.0,-112.55,,,,,,,,,20.38,,10.0,1100.0,485.0,-81.98,10.43,,,,,40.62677,-111.901863,,1660105632.9
17,5.19,0.8,12.981,,,,,,,,,,,,,20.4,24.642,10.0,1100.0,485.0,-83.88,8.89,,,,,40.626793,-111.901863,57.657,1660105633.0
18,2.96,3.17,26.889,,3779.04,222.0,-115.4,,,,,,,,,21.46,,10.0,1100.0,485.0,-83.95,9.78,,,,,40.626816,-111.901863,,1660105633.1
19,8.76,7.29,66.151,,3779.04,222.0,-111.55,,,,,,,,,19.69,,10.0,1100.0,485.0,-85.29,9.57,,,,,40.626839,-111.901871,,1660105633.2
20,11.29,10.15,83.744,,,,,,,,,,,,,18.27,,10.0,1100.0,485.0,-86.0,11.9,,,,,40.626865,-111.901871,,1660105633.3
21,10.6,9.91,89.574,,3779.04,222.0,-110.13,,,,,,,,,19.56,,10.0,1100.0,485.0,-85.32,8.7,,,,,40.626888,-111.901871,,1660105633.4
22,6.52,12.86,106.784,,,,,,,,,,,,,20.27,,10.0,1100.0,485.0,-85.72,7.83,,,,,40.626911,-111.901871,92.07,1660105633.5
23,8.7,14.0,121.372,,3779.04,222.0,-106.16,,,,,,,,,20.3,,10.0,1100.0,485.0,-85.91,4.35,,,,,40.626938,-111.901871,,1660105633.6
24,10.57,15.72,136.307,,,,,,,,,,,,,18.89,,10.0,1100.0,485.0,-87.37,10.87,,,,,40.626961,-111.901871,,1660105633.7
25,11.84,13.04,112.996,,3779.04,222.0,-103.13,,,,,,,,,16.75,,10.0,1100.0,485.0,-89.69,11.3,,,,,40.626987,-111.901871,,1660105633.8
26,8.85,12.8,112.621,,3779.04,222.0,-102.15,,,,,,,,,14.14,,10.0,1100.0,485.0,-91.01,11.95,,,,,40.62701,-111.901878,,1660105633.9
27,2.42,10.77,95.2,,,,,,,,,,,,,9.31,15.945,10.0,1100.0,485.0,-92.93,18.09,,,,,40.627037,-111.901878,131.148,1660105634.0
28,15.32,13.75,117.665,,3779.04,222.0,-101.66,,,,,,,,,4.99,,10.0,1100.0,485.0,-91.71,0.0,,,,,40.62706,-111.901878,,1660105634.1
29,11.38,11.0,91.241,,3779.04,222.0,-101.57,,,,,,,,,6.74,,10.0,1100.0,485.0,-91.01,0.0,,,,,40.627083,-111.901886,,1660105634.2
30,12.5,9.24,75.919,,,,,,,,,,,,,6.44,,10.0,1100.0,485.0,-92.02,9.66,,,,,40.62711,-111.901886,,1660105634.3
31,6.18,4.38,49.854,,3779.04,222.0,-103.36,,,,,,,,,8.08,,10.0,1100.0,485.0,-92.28,10.87,,,,,40.627132,-111.901886,,1660105634.4
32,3.23,5.28,45.537,,3779.04,222.0,-104.73,,,,,,,,,5.19,,10.0,1100.0,485.0,-92.11,4.13,,,,,40.627159,-111.901886,96.439,1660105634.5
33,7.25,9.44,88.698,,,,,,,,,,,,,6.72,,10.0,1100.0,485.0,-91.55,4.4,,,,,40.627182,-111.901894,,1660105634.6
34,8.61,8.62,73.135,,3779.04,222.0,-105.37,,,,,,,,,8.46,,10.0,1100.0,485.0,-91.19,15.22,,,,,40.627209,-111.901894,,1660105634.7
35,15.89,8.29,73.528,,3779.04,222.0,-104.98,,,,,,,,,6.95,,10.0,1100.0,485.0,-90.51,10.44,,,,,40.627232,-111.901894,,1660105634.8
36,5.65,8.3,71.717,,,,,,,,,,,,,5.17,,10.0,1100.0,485.0,-90.23,4.35,,,,,40.627258,-111.901901,,1660105634.9
37,9.68,9.4,83.0,,3779.04,222.0,-105.16,,,,,,,,,7.68,18.581,10.0,1100.0,485.0,-90.26,11.54,,,,,40.627281,-111.901901,94.563,1660105635.0
38,4.55,6.68,70.662,,,,,,,,,,,,,6.26,,10.0,1100.0,485.0,-90.1,6.25,,,,,40.627304,-111.901901,,1660105635.1
39,11.92,10.81,88.887,,3779.04,222.0,-104.76,,,,,,,,,7.05,,10.0,1100.0,485.0,-89.39,8.51,,,,,40.627327,-111.901901,,1660105635.2
40,9.09,10.17,88.404,,3779.04,222.0,-104.13,,,,,,,,,7.3,,10.0,1100.0,485.0,-89.61,13.08,,,,,40.627354,-111.901909,,1660105635.3
41,7.26,12.16,104.112,,,,,,,,,,,,,9.9,,10.0,1100.0,485.0,-87.5,1.4,,,,,40.627377,-111.901909,,1660105635.4
42,6.5,14.34,127.71,,3779.04,222.0,-102.84,,,,,,,,,8.81,,10.0,1100.0,485.0,-89.87,18.8,,,,,40.627399,-111.901909,99.368,1660105635.5
43,10.84,15.91,138.924,,,,,,,,,,,,,12.0,,10.0,1100.0,485.0,-85.86,4.46,,,,,40.627426,-111.901917,,1660105635.6
44,9.68,15.31,134.973,,3779.04,222.0,-101.66,,,,,,,,,11.25,,10.0,1100.0,485.0,-86.66,6.62,,,,,40.627449,-111.901917,,1660105635.7
45,9.87,15.32,131.931,,3779.04,222.0,-101.1,,,,,,,,,10.79,,10.0,1100.0,485.0,-86.5,15.05,,,,,40.627472,-111.901917,,1660105635.8
46,7.27,13.0,115.517,,,,,,,,,,,,,8.77,,10.0,1100.0,485.0,-86.69,2.5,,,,,40.627499,-111.901924,,1660105635.9
47,11.59,11.6,102.193,,3779.04,222.0,-103.8,,,,,,,,,11.1,19.055,10.0,1100.0,485.0,-85.59,6.2,,,,,40.627522,-111.901924,155.378,1660105636.0
48,5.34,4.63,44.711,,3779.04,222.0,-109.03,,,,,,,,,9.15,,10.0,1100.0,485.0,-89.49,9.36,,,,,40.627544,-111.901932,,1660105636.1
49,11.26,8.64,75.732,,,,,,,,,,,,,9.88,,10.0,1100.0,485.0,-90.32,11.74,,,,,40.627571,-111.901932,,1660105636.2
50,9.68,5.62,62.315,,3779.04,222.0,-111.67,,,,,,,,,8.81,,10.0,1100.0,485.0,-89.4,5.95,,,,,40.627594,-111.901932,,1660105636.3
51,2.73,4.04,39.959,,,,,,,,,,,,,10.16,,10.0,1100.0,485.0,-88.27,10.87,,,,,40.627617,-111.901939,,1660105636.4
52,8.43,6.99,66.185,,3779.04,222.0,-113.36,,,,,,,,,10.42,,10.0,1100.0,485.0,-89.04,7.25,,,,,40.62764,-111.901939,76.717,1660105636.5
53,9.35,6.44,57.565,,3779.04,222.0,-115.38,,,,,,,,,11.08,,10.0,1100.0,485.0,-88.78,13.18,,,,,40.627666,-111.901947,,1660105636.6
54,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,40.627682,-111.901947,,1660105636.662881
55,,,,,,,,,,,,,,,,,,,,,,,,,,,40.627689,-111.901947,,1660105636.693799
56,,,,,,,,,,,,,,,PRACH: Msg4[Pass]			,,,,,,,,,,,,40.627689,-111.901947,,1660105636.697733
57,,,,,,,,,,,,,,,PRACH: Msg4,,,,,,,,,,,,40.627689,-111.901947,,1660105636.697733
58,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,40.627689,-111.901947,,1660105636.697733
59,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,40.627689,-111.901947,,1660105636.697733
60,,,,,,,,,,,,,,,PRACH: Msg5,,,,,,,,,,,,40.627689,-111.901947,,1660105636.69843
61,9.56,7.17,55.734,,,,,,,,,,,,,5.78,,10.0,1100.0,485.0,-92.34,3.87,,,,,40.627689,-111.901947,,1660105636.7
62,9.68,6.98,68.99,,3779.04,222.0,-114.78,,,,,,,,,10.52,,10.0,1100.0,485.0,-92.48,8.76,,,,,40.627712,-111.901947,,1660105636.8
63,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.62772,-111.901955,,1660105636.830966
64,8.61,5.06,45.553,,3779.04,222.0,-114.48,,,,,,,,,11.18,,10.0,1100.0,485.0,-90.49,9.21,,,,,40.627739,-111.901955,,1660105636.9
65,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627747,-111.901955,,1660105636.932088
66,12.58,6.62,59.274,,,,,,,,,,,,,12.41,18.92,10.0,1100.0,485.0,-89.22,13.04,,,,,40.627762,-111.901955,64.953,1660105637.0
67,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627773,-111.901955,,1660105637.045756
68,9.68,3.82,41.394,,3779.04,222.0,-115.34,,,,,,,,,11.33,,10.0,1100.0,485.0,-89.61,10.87,,,,,40.627785,-111.901962,,1660105637.1
69,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.6278,-111.901962,,1660105637.162635
70,5.96,4.74,46.612,,,,,,,,,,,,,11.57,,10.0,1100.0,485.0,-89.83,8.0,,,,,40.627808,-111.901962,,1660105637.2
71,9.52,6.49,53.038,,3779.04,222.0,-116.36,,,,,,,,,12.43,,10.0,1100.0,485.0,-89.31,0.0,,,,,40.627834,-111.901962,,1660105637.3
72,10.68,7.46,69.245,,3779.04,222.0,-117.46,,,,,,,,,10.96,,10.0,1100.0,485.0,-87.72,9.01,,,,,40.627857,-111.90197,,1660105637.4
73,5.45,5.91,54.365,,,,,,,,,,,,,8.82,,10.0,1100.0,485.0,-87.57,10.0,,,,,40.62788,-111.90197,69.428,1660105637.5
74,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627892,-111.90197,,1660105637.534934
75,11.26,5.18,51.977,,3779.04,222.0,-115.38,,,,,,,,,10.42,,10.0,1100.0,485.0,-86.32,2.72,,,,,40.627907,-111.901978,,1660105637.6
76,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627922,-111.901978,,1660105637.666926
77,9.68,8.03,69.949,,3779.04,222.0,-113.09,,,,,,,,,10.76,,10.0,1100.0,485.0,-86.45,9.61,,,,,40.62793,-111.901978,,1660105637.7
78,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627949,-111.901985,,1660105637.772061
79,8.03,9.45,85.901,,,,,,,,,,,,,9.49,,10.0,1100.0,485.0,-87.22,9.21,,,,,40.627953,-111.901985,,1660105637.8
80,5.45,11.01,89.576,,3779.04,222.0,-111.01,,,,,,,,,8.65,,10.0,1100.0,485.0,-87.81,10.33,,,,,40.627979,-111.901985,,1660105637.9
81,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.627979,-111.901985,,1660105637.900965
82,10.91,13.25,117.324,,,,,,,,,,,,,9.4,19.781,10.0,1100.0,485.0,-87.06,10.87,,,,,40.628002,-111.901993,91.022,1660105638.0
83,9.28,13.53,108.28,,3779.04,222.0,-108.4,,,,,,,,,8.36,,10.0,1100.0,485.0,-87.31,7.07,,,,,40.628025,-111.902,,1660105638.1
84,9.09,14.85,129.291,,,,,,,,,,,,,9.81,,10.0,1100.0,485.0,-86.68,8.33,,,,,40.628052,-111.902008,,1660105638.2
85,10.11,14.61,126.197,,3779.04,222.0,-105.73,,,,,,,,,8.41,,10.0,1100.0,485.0,-88.48,9.57,,,,,40.628075,-111.902008,,1660105638.3
86,14.49,13.05,110.726,,3779.04,222.0,-104.26,,,,,,,,,11.52,,10.0,1100.0,485.0,-87.11,4.35,,,,,40.628098,-111.902016,,1660105638.4
87,10.91,10.55,95.353,,,,,,,,,,,,,11.83,,10.0,1100.0,485.0,-87.37,9.89,,,,,40.62812,-111.902023,135.686,1660105638.5
88,7.82,10.22,88.914,,3779.04,222.0,-105.34,,,,,,,,,11.7,,10.0,1100.0,485.0,-88.23,11.74,,,,,40.628147,-111.902023,,1660105638.6
89,9.68,11.94,100.973,,3779.04,222.0,-105.02,,,,,,,,,10.83,,10.0,1100.0,485.0,-88.21,10.87,,,,,40.62817,-111.902031,,1660105638.7
90,10.22,13.21,107.042,,,,,,,,,,,,,11.67,,10.0,1100.0,485.0,-87.83,6.04,,,,,40.628193,-111.902039,,1660105638.8
91,13.04,12.77,107.418,,3779.04,222.0,-104.36,,,,,,,,,13.15,,10.0,1100.0,485.0,-88.09,7.61,,,,,40.62822,-111.902039,,1660105638.9
92,4.64,13.04,114.593,,3779.04,222.0,-104.3,,,,,,,,,11.98,15.0,10.0,1100.0,485.0,-89.08,11.3,,,,,40.628242,-111.902046,113.182,1660105639.0
93,11.11,12.71,108.244,,,,,,,,,,,,,9.85,,10.0,1100.0,485.0,-90.29,18.29,,,,,40.628265,-111.902046,,1660105639.1
94,9.09,12.47,110.734,,3779.04,222.0,-104.7,,,,,,,,,9.01,,10.0,1100.0,485.0,-89.49,6.09,,,,,40.628288,-111.902054,,1660105639.2
95,8.38,12.29,101.387,,3779.04,222.0,-105.06,,,,,,,,,11.44,,10.0,1100.0,485.0,-88.93,11.72,,,,,40.628315,-111.902054,,1660105639.3
96,11.29,12.07,107.595,,,,,,,,,,,,,12.52,,10.0,1100.0,485.0,-89.73,14.63,,,,,40.628338,-111.902054,,1660105639.4
97,7.3,12.52,103.957,,3779.04,222.0,-105.4,,,,,,,,,14.53,,10.0,1100.0,485.0,-89.93,3.3,,,,,40.628361,-111.902061,131.991,1660105639.5
98,6.67,13.93,126.781,,,,,,,,,,,,,17.41,,10.0,1100.0,485.0,-87.94,12.39,,,,,40.628387,-111.902061,,1660105639.6
99,13.4,13.0,102.51,,3779.04,222.0,-102.77,,,,,,,,,15.0,,10.0,1100.0,485.0,-88.23,8.7,,,,,40.62841,-111.902069,,1660105639.7
100,5.11,14.73,139.388,,,,,,,,,,,,,13.14,,10.0,1100.0,485.0,-88.63,3.26,,,,,40.628433,-111.902077,,1660105639.8
101,7.82,15.86,138.234,,3779.04,222.0,-101.63,,,,,,,,,8.12,,10.0,1100.0,485.0,-90.01,23.53,,,,,40.628456,-111.902084,,1660105639.9
102,15.28,15.52,68.1,,3779.04,222.0,-99.77,,,,,,,,,3.14,10.29,10.0,1100.0,485.0,-94.23,5.43,,,,,40.628479,-111.902084,92.663,1660105640.0
103,6.25,16.19,21.315,,,,,,,,,,,,,10.41,,10.0,1100.0,485.0,-88.34,0.0,,,,,40.628502,-111.902092,,1660105640.1
104,13.64,17.38,30.533,,3779.04,222.0,-98.15,,,,,,,,,,,10.0,1100.0,485.0,-84.08,,,,,,40.628525,-111.9021,,1660105640.2
105,13.17,15.35,119.342,,3779.04,222.0,-98.19,,,,,,,,,10.65,,10.0,1100.0,485.0,-86.36,14.02,,,,,40.628548,-111.902107,,1660105640.3
106,5.08,11.76,96.213,,,,,,,,,,,,,8.49,,10.0,1100.0,485.0,-88.31,8.03,,,,,40.628571,-111.902115,,1660105640.4
107,5.71,12.78,20.973,,3779.04,222.0,-97.86,,,,,,,,,6.25,,10.0,1100.0,485.0,-89.62,13.57,,,,,40.628593,-111.902115,83.588,1660105640.5
108,20.0,15.13,7.847,,3779.04,222.0,-96.38,,,,,,,,,4.92,,10.0,1100.0,485.0,-89.93,7.31,,,,,40.628616,-111.902122,,1660105640.6
109,20.0,20.0,7.43,,,,,,,,,,,,,6.28,,10.0,1100.0,485.0,-90.36,7.26,,,,,40.628639,-111.90213,,1660105640.7
110,,,0.0,,,,,,,,,,,,,7.49,,10.0,1100.0,485.0,-90.76,15.93,,,,,40.628662,-111.902138,,1660105640.8
111,,,,,,,,,,,,,,,,3.61,,10.0,1100.0,485.0,-90.47,0.0,,,,,40.628689,-111.902138,,1660105640.9
112,18.06,18.13,35.187,,3779.04,222.0,-95.8,,,,,,,,,10.41,8.325,10.0,1100.0,485.0,-90.33,2.6,,,,,40.628712,-111.902145,65.563,1660105641.0
113,10.87,16.45,139.693,,,,,,,,,,,,,15.39,,10.0,1100.0,485.0,-90.42,34.78,,,,,40.628735,-111.902153,,1660105641.1
114,3.64,12.33,107.63,,3779.04,222.0,-96.8,,,,,,,,,14.39,,10.0,1100.0,485.0,-90.11,12.0,,,,,40.628761,-111.902161,,1660105641.2
115,6.98,14.66,98.102,,3779.04,222.0,-96.55,,,,,,,,,11.9,,10.0,1100.0,485.0,-91.68,4.35,,,,,40.628784,-111.902161,,1660105641.3
116,4.0,15.94,86.088,,,,,,,,,,,,,,,10.0,1100.0,485.0,-91.97,,,,,,40.628807,-111.902168,,1660105641.4
117,9.92,17.46,132.649,,3779.04,222.0,-95.52,,,,,,,,,10.49,,10.0,1100.0,485.0,-90.87,9.52,,,,,40.62883,-111.902176,111.156,1660105641.5
118,12.73,16.72,149.108,,,,,,,,,,,,,8.75,,10.0,1100.0,485.0,-91.78,8.7,,,,,40.628857,-111.902176,,1660105641.6
119,15.79,20.56,103.41,,3779.04,222.0,-95.28,,,,,,,,,9.49,,10.0,1100.0,485.0,-91.32,2.9,,,,,40.62888,-111.902184,,1660105641.7
120,9.09,17.43,131.912,,,,,,,,,,,,,13.96,,10.0,1100.0,485.0,-89.89,7.55,,,,,40.628902,-111.902191,,1660105641.8
121,10.39,16.7,100.605,40.0,3779.04,222.0,-95.94,,,,,,,,,13.09,,10.0,1100.0,485.0,-89.41,11.3,,,,,40.628929,-111.902191,,1660105641.9
122,,,,,,,,,,,,,,,eventA1,,,,,,,,,,,,40.628937,-111.902191,,1660105641.934122
123,11.27,16.59,79.224,40.0,3779.04,222.0,-99.03,,,,,,,,,11.72,3.118,10.0,1100.0,485.0,-90.06,0.0,,,,,40.628952,-111.902199,126.179,1660105642.0
124,10.14,12.26,70.015,40.0,3779.04,222.0,-101.38,,,,,,,,,9.11,,10.0,1100.0,485.0,-90.41,6.74,,,,,40.628975,-111.902199,,1660105642.1
125,8.26,15.04,87.678,,,,,,,,,,,,,7.94,,10.0,1100.0,485.0,-91.46,15.94,,,,,40.628998,-111.902206,,1660105642.2
126,4.05,15.43,108.714,40.0,3779.04,222.0,-102.42,,,,,,,,,5.43,,10.0,1100.0,485.0,-92.17,17.39,,,,,40.629025,-111.902214,,1660105642.3
127,8.99,15.23,70.636,,,,,,,,,,,,,4.25,,10.0,1100.0,485.0,-92.46,0.0,,,,,40.629047,-111.902214,,1660105642.4
128,7.92,18.62,122.372,40.0,3779.04,222.0,-101.47,,,,,,,,,2.67,,10.0,1100.0,485.0,-93.61,11.59,,,,,40.62907,-111.902222,77.609,1660105642.5
129,0.0,18.86,84.471,40.0,3779.04,222.0,-99.26,,,,,,,,,1.53,,10.0,1100.0,485.0,-93.91,0.0,,,,,40.629097,-111.902222,,1660105642.6
130,,,,,,,,,,,,,,,eventA3,,,,,,,,,,,,40.62912,-111.902229,,1660105642.698194
131,0.0,20.0,2.847,,,,,,,,,,,,,3.48,,10.0,1100.0,485.0,-94.58,17.39,,,,,40.62912,-111.902229,,1660105642.7
132,,,,,,,,,,,,,,,Handover Attempt,,,,,,,,,,,,40.629139,-111.902229,,1660105642.781289
