,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
178,2022-08-10 16:46:31.300000,-111.415092,40.983974,,,,,,,,,,,8.0,28.0,294.0,31.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,36.0,23.0,49.0,64.0,30.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.72,-9.96,-56.69,12.19,-7.3,-18.69,23.32,15.0,14.67,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.002,NonCA,,Band 2,,,,,
179,2022-08-10 16:46:31.400000,-111.41507,40.983986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
180,2022-08-10 16:46:31.500000,-111.415039,40.984001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
181,2022-08-10 16:46:31.600000,-111.415009,40.984013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.14,-9.17,-56.49,,-8.0,-21.31,24.22,15.0,14.83,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
182,2022-08-10 16:46:31.700000,-111.414986,40.984024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.1,-9.97,-55.13,,,-21.32,23.72,15.0,14.67,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
183,2022-08-10 16:46:31.900000,-111.414932,40.984047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.3,-11.0,-54.08,,,-19.41,23.3,14.86,14.57,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,0.0,0.0,0.0,0.0,
184,2022-08-10 16:46:32.000000,-111.414902,40.984058,-111.4149,40.98406,15:46:32,61.0,98.0,98.0,27.06,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,0.02,,,,0.016,,0.013,,,,0.02,,,,0.016,,0.013,,,,,,,,,,,,0.0
185,2022-08-10 16:46:32.200000,-111.414841,40.984081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.38,-11.11,-53.71,,,-23.94,23.43,14.86,14.71,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,
186,2022-08-10 16:46:32.400000,-111.414787,40.984108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.84,-9.47,-56.2,,,-27.19,23.82,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,QPSK,,1.83,,,,,,0.0,,,,,,1.83,,,,0.0,,,,,0.0,,0.0,,NonCA,NonCA,Band 2,0.0,0.0,0.0,0.0,
187,2022-08-10 16:46:32.500000,-111.414757,40.984119,,,,,,,,,,,8.0,28.0,294.0,32.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,36.0,23.0,49.0,64.0,29.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.09,-10.54,-54.46,,,-8.58,25.16,15.0,14.43,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.0,0.001,,NonCA,,Band 2,,,,,0.0
188,2022-08-10 16:46:32.700000,-111.414696,40.984142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.4,-9.26,-55.88,7.48,-9.46,-17.41,24.54,15.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,NonCA,,Band 2,,,,,
189,2022-08-10 16:46:32.900000,-111.414642,40.984169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
190,2022-08-10 16:46:33.000000,-111.414612,40.98418,-111.41461,40.98418,15:46:33,61.0,98.0,98.0,27.79,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,411.0,Band 2,1100.0,19100.0,20.0,20.0,-84.78,-9.94,-54.73,,,-23.57,24.17,15.0,13.88,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,2.33,,22.83,QPSK,,256QAM,4.0,1.41,0.06,0.06,0.0,0.06,0.0,,0.003,0.014,0.003,0.003,4.0,1.41,0.06,0.06,0.0,,0.003,0.014,0.003,0.003,0.0,,0.0,,NonCA,NonCA,Band 2,,,,,0.0
191,2022-08-10 16:46:33.200000,-111.414558,40.984203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-84.13,-8.44,-55.69,,,-13.86,24.7,14.8,13.4,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,NonCA,,Band 2,,,,,
192,2022-08-10 16:46:33.400000,-111.414497,40.984226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
193,2022-08-10 16:46:33.500000,-111.414474,40.984238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
194,2022-08-10 16:46:33.600000,-111.414444,40.984245,,,,,,,,,,,8.0,28.0,294.0,32.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,36.0,23.0,49.0,64.0,30.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.88,-10.94,-54.63,,,-17.78,23.8,14.6,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,
195,2022-08-10 16:46:33.800000,-111.414383,40.984268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
196,2022-08-10 16:46:33.900000,-111.41436,40.98428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
197,2022-08-10 16:46:34.000000,-111.41433,40.984291,-111.41433,40.98429,15:46:34,61.0,97.0,97.0,26.53,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.56,-11.19,-55.94,,,-18.22,21.4,14.5,12.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,QPSK,,2.0,,,,0.01,,0.0,,0.0,,0.0,,2.0,,0.01,,0.0,,0.0,,0.0,,,,,NonCA,NonCA,Band 2,,,,,0.0
198,2022-08-10 16:46:34.200000,-111.414268,40.984314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.56,-11.38,-56.0,10.58,-10.71,-17.78,21.4,14.0,12.5,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,,,,,
199,2022-08-10 16:46:34.400000,-111.414215,40.984337,,,,,,,,,,,8.0,28.0,294.0,32.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,37.0,23.0,49.0,64.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,
200,2022-08-10 16:46:34.500000,-111.414185,40.984352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
201,2022-08-10 16:46:34.600000,-111.414154,40.984364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.44,-13.0,-52.75,,,-16.22,24.3,15.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
202,2022-08-10 16:46:34.900000,-111.41407,40.984398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
203,2022-08-10 16:46:35.000000,-111.41404,40.984409,-111.41404,40.98441,15:46:35,62.0,97.0,97.0,27.79,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.38,-12.5,-52.69,,,-16.22,23.4,15.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,0.25,0.25,0.0,0.01,,,0.014,0.007,0.014,0.005,,,0.25,0.01,,,0.014,0.007,0.014,0.005,0.0,,0.0,,NonCA,,Band 2,,,,,0.0
204,2022-08-10 16:46:35.200000,-111.413986,40.984432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.88,-11.5,-55.06,,,-14.67,24.9,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,QPSK,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,NonCA,NonCA,Band 2,,,,,
205,2022-08-10 16:46:35.500000,-111.413895,40.984467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
206,2022-08-10 16:46:35.600000,-111.413872,40.984474,,,,,,,,,,,8.0,28.0,294.0,30.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,34.0,23.0,49.0,64.0,27.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.75,-12.56,-56.19,9.0,-9.0,-16.22,24.6,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,
207,2022-08-10 16:46:35.700000,-111.413841,40.984486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-86.75,-11.0,-55.06,,,-9.98,27.27,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,0.0,0.0,0.0,,NonCA,,Band 2,,,,,
208,2022-08-10 16:46:35.900000,-111.413788,40.984509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.98,-7.77,-59.23,,,-18.2,29.0,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,3.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
209,2022-08-10 16:46:36.000000,-111.413757,40.98452,-111.41376,40.98452,15:46:36,62.0,97.0,97.0,26.53,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,411.0,Band 2,1100.0,19100.0,20.0,20.0,-89.69,-12.28,-56.97,,,-30.6,27.05,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,0.02,,,,0.001,,0.0,,,,0.02,,,,0.001,,0.0,0.001,,0.002,,NonCA,,Band 2,0.0,0.0,0.0,0.0,0.0
210,2022-08-10 16:46:36.200000,-111.413696,40.984543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-89.74,-12.73,-56.17,,,-21.48,26.58,15.0,14.43,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,24.6,,,256QAM,,1.37,,,,,,,,,,,,1.37,,,,,,,,,0.0,,0.0,,NonCA,NonCA,Band 2,,,,,
211,2022-08-10 16:46:36.400000,-111.413643,40.984566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.002,0.0,120.0,
212,2022-08-10 16:46:36.500000,-111.413612,40.984581,,,,,,,,,,,8.0,28.0,294.0,32.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,30.0,23.0,49.0,64.0,28.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.3,-9.88,-58.09,,,-23.59,26.39,15.0,14.71,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,QPSK,,2.0,,,,,,14.29,,,,,,2.0,,,,14.29,,,,,,,,0.0,NonCA,NonCA,Band 2,,,,,0.0
213,2022-08-10 16:46:36.800000,-111.413528,40.984615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-89.46,-13.28,-56.1,5.0,-10.77,-17.75,25.4,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
214,2022-08-10 16:46:36.900000,-111.413498,40.984627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.82,-9.04,-58.65,,,-13.07,26.6,15.0,14.88,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,NonCA,,Band 2,0.0,0.003,0.0,180.0,
215,2022-08-10 16:46:37.000000,-111.413467,40.984638,-111.41347,40.98464,15:46:37,62.0,97.0,97.0,27.79,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.44,-10.96,-56.38,,,-6.56,27.27,14.8,14.8,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,0.0,0.0,11.42,QPSK,QPSK,QPSK,8.0,6.95,0.01,0.01,0.01,0.12,0.0,11.76,0.0,0.041,0.0,0.036,8.0,6.95,0.01,0.12,0.0,11.76,0.0,0.041,0.0,0.036,0.001,,0.002,,NonCA,NonCA,Band 2,,,,,0.0
216,2022-08-10 16:46:37.300000,-111.413383,40.984673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.37,-9.91,-58.29,,,-22.52,26.09,14.5,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,1.0,,,QPSK,,,4.0,,,,,,0.0,18.18,,,,,4.0,,,,0.0,18.18,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,
217,2022-08-10 16:46:37.400000,-111.413361,40.984684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
218,2022-08-10 16:46:37.500000,-111.41333,40.984695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-89.88,-8.78,-60.64,,,-26.0,26.68,14.4,14.2,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,0.0
219,2022-08-10 16:46:37.600000,-111.4133,40.984703,,,,,,,,,,,8.0,28.0,294.0,31.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,27.0,23.0,49.0,64.0,26.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-91.63,-8.06,-61.81,,,-43.67,27.3,15.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,24.64,,,256QAM,,1.38,,,,,,,,,,,,1.38,,,,,,,,,,,,,NonCA,NonCA,Band 2,,,,,
220,2022-08-10 16:46:37.700000,-111.413277,40.984715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-89.54,-8.91,-60.25,,,-13.19,27.27,14.29,14.29,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,
221,2022-08-10 16:46:37.900000,-111.413223,40.984737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
222,2022-08-10 16:46:38.000000,-111.413193,40.984749,-111.41319,40.98475,15:46:38,62.0,97.0,97.0,26.52,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.0,,,,0.001,0.041,0.001,0.041,,,0.01,,,,0.001,0.041,0.001,0.041,,,,,,,,,,,,0.0
223,2022-08-10 16:46:38.100000,-111.413162,40.98476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.81,-8.25,-59.13,6.87,-10.26,-30.82,26.33,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,1.5,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,0.0,,0.001,,NonCA,,Band 2,,,,,
224,2022-08-10 16:46:38.400000,-111.413078,40.984795,,,,,,,,,,,8.0,28.0,294.0,31.0,10.0,70.0,4.0,19.0,18.0,24.0,135.0,27.0,23.0,49.0,64.0,26.0,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-90.63,-8.38,-62.04,,,-13.33,25.83,13.63,13.38,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,0.0,0.0,0.0,0.0,
225,2022-08-10 16:46:38.500000,-111.413055,40.984802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
226,2022-08-10 16:46:38.700000,-111.412994,40.984825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.58,-11.06,-57.48,,,-23.52,26.07,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,NonCA,,Band 2,,,,,
227,2022-08-10 16:46:38.900000,-111.412941,40.984848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.69,-7.44,-60.25,,,-31.0,27.4,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,0.0,0.0,0.0,0.0,
228,2022-08-10 16:46:39.000000,-111.41291,40.984859,-111.41291,40.98486,15:46:39,62.0,97.0,97.0,26.52,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.02,,,0.0,0.0,0.0,0.0,,,0.0,0.02,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
229,2022-08-10 16:46:39.100000,-111.41288,40.984871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-87.0,-7.53,-59.47,,,-12.38,26.4,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,0.0,,21.57,QPSK,,QPSK,4.0,1.69,,,,,0.0,0.0,,,,,4.0,1.69,,,0.0,0.0,,,,,0.0,,0.0,,NonCA,NonCA,Band 2,,,,,
230,2022-08-10 16:46:39.300000,-111.412827,40.984898,,,,,,,,,,,8.0,28.0,294.0,31.0,10.0,70.0,4.0,18.0,18.0,24.0,135.0,23.0,23.0,49.0,64.0,32.0,,,,,,,,,,,,,3.5,-10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,2022-08-10 16:46:39.400000,-111.412796,40.984909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
232,2022-08-10 16:46:39.500000,-111.412766,40.984921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
233,2022-08-10 16:46:39.700000,-111.412704,40.984943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.53,-9.16,-59.19,,,-18.33,28.45,13.8,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,NonCA,,Band 2,,,,,
234,2022-08-10 16:46:39.900000,-111.412651,40.98497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,
235,2022-08-10 16:46:40.000000,-111.412621,40.984982,-111.41262,40.98498,15:46:40,61.0,97.0,97.0,27.79,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,0.02,0.02,0.01,0.03,,,0.012,0.023,0.012,0.021,,,0.02,0.03,,,0.012,0.023,0.012,0.021,,,,,,,,,,,,0.0
236,2022-08-10 16:46:40.100000,-111.41259,40.984993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-88.06,-10.31,-57.5,,,-18.0,26.8,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,NonCA,,Band 2,,,,,
237,2022-08-10 16:46:40.400000,-111.412506,40.985027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,Band 2,1100.0,19100.0,20.0,20.0,-85.5,-9.88,-55.19,,,-18.0,26.6,14.0,13.5,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,QPSK,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.0,,0.0,,NonCA,NonCA,Band 2,0.0,0.017,0.0,1068.0,
