,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
303,2022-08-12 16:52:44.000000,-93.1772,41.689396,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2022-08-12 16:52:44.100000,-93.177162,41.689381,-93.17716,41.68938,16:52:43,116.0,137.0,137.0,38.46,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0
305,2022-08-12 16:52:44.200000,-93.177162,41.689381,,,,,,,,,,,8.0,14.0,295.0,18.0,10.0,71.0,342.0,26.0,18.0,26.0,159.0,35.0,23.0,61.0,77.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2022-08-12 16:52:44.400000,-93.177162,41.689381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,10.0,8.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2022-08-12 16:52:44.500000,-93.177162,41.689381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,Band 66,66636.0,132172.0,20.0,-110.69,-13.13,-77.56,,,17.0,9.0,8.0,8.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 66,,,,
308,2022-08-12 16:52:44.800000,-93.177162,41.689381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
309,2022-08-12 16:52:44.900000,-93.177162,41.689381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,Band 66,66636.0,132172.0,20.0,-118.81,-14.94,-83.56,,,23.0,4.0,4.0,6.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
310,Count,310.0,310.0,34.0,34.0,34,34.0,34.0,34.0,33.0,34.0,34.0,,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,LTE: 34 (100.0%),1.0,26,261.0,261,261.0,261.0,261.0,261.0,261.0,261.0,22.0,31.0,261.0,261.0,230.0,230.0,108.0,108.0,108.0,108.0,108.0,269,230.0,15,76.0,14.0,48.0,76,14,48,76.0,48.0,25.0,25.0,25.0,26.0,76.0,67.0,25.0,25.0,25.0,25.0,76.0,48.0,25.0,26.0,76.0,67.0,25.0,25.0,25.0,25.0,119.0,23.0,119.0,33.0,"Count: 261
NonCA: 261 (100.0%)
CA Avg=1.000","Count: 48
NonCA: 48 (100.0%)
CA Avg=1.000",261,67.0,67.0,67.0,67.0
311,Minimum,-93.190323,41.689381,-93.19032,41.68938,,116.0,132.0,132.0,35.97,1.0,2.0,,8.0,14.0,295.0,18.0,10.0,71.0,342.0,22.0,18.0,26.0,159.0,28.0,23.0,61.0,77.0,23.0,,,,320.0,,66636.0,132172.0,20.0,-118.81,-17.13,-83.56,14.38,-3.2,-5.0,4.0,4.0,5.0,2.0,0.0,100.0,0.0,0.0,,2.0,,0.0,6.0,1.4,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
312,Maximum,-93.177162,41.694469,-93.17716,41.69447,,117.0,137.0,137.0,38.46,1.0,2.0,,8.0,14.0,295.0,28.0,10.0,71.0,342.0,34.0,18.0,26.0,159.0,41.0,23.0,61.0,77.0,35.0,,,,320.0,,66636.0,132172.0,20.0,-92.65,-4.38,-59.31,21.68,18.56,23.0,25.9,14.0,14.0,2.0,0.0,100.0,0.0,0.0,,12.0,,27.0,20.5,25.0,,,,91.0,57.22,1.49,1.49,1.07,2.0,100.0,37.5,1.346,0.174,1.226,0.146,91.0,57.22,1.49,2.0,100.0,37.5,1.346,0.174,1.226,0.146,1.159,0.08,1.157,0.107,,,,0.721,0.208,45055.0,13003.0
313,Average,,,,,,,134.06,134.06,37.34,,,,8.0,14.0,295.0,23.15,10.0,71.0,342.0,27.97,18.0,26.0,159.0,34.09,23.0,61.0,77.0,30.15,,,,,,,,,-102.02,-9.74,-70.86,19.02,6.7,9.61,18.57,11.11,11.29,2.0,0.0,100.0,0.0,0.0,,0.03,,8.14,13.84,18.13,,,,5.73,6.29,0.18,0.18,0.07,0.23,3.98,7.48,0.104,0.031,0.086,0.028,5.73,6.29,0.18,0.23,3.98,7.48,0.104,0.031,0.086,0.028,0.023,0.011,0.023,0.011,,,,0.02,0.011,1260.76,698.09
314,Stdev,,,,,,,1.28,1.28,0.59,,,,0.0,0.0,0.0,2.75,0.0,0.0,0.0,2.55,0.0,0.0,0.0,3.51,0.0,0.0,0.0,2.58,,,,,,,,,6.0,2.0,5.47,2.22,5.13,5.26,4.97,2.39,2.28,0.0,0.0,0.0,0.0,0.0,,0.01,,3.9,4.29,5.72,,,,10.01,11.48,0.29,0.29,0.22,0.53,13.15,10.56,0.27,0.036,0.239,0.031,10.01,11.48,0.29,0.53,13.15,10.56,0.27,0.036,0.239,0.031,0.118,0.021,0.118,0.026,,,,0.09,0.036,5647.76,2277.26
315,Median,,,,,,,133.5,133.5,37.21,,,,8.0,14.0,295.0,23.0,10.0,71.0,342.0,28.0,18.0,26.0,159.0,33.0,23.0,61.0,77.0,30.0,,,,,,,,,-101.13,-9.47,-69.99,19.56,6.75,9.5,19.66,11.0,12.0,2.0,0.0,100.0,0.0,0.0,,2.0,,7.33,12.91,20.57,,,,4.0,2.05,0.08,0.08,0.0,0.03,0.0,0.0,0.026,0.019,0.022,0.017,4.0,2.05,0.08,0.03,0.0,0.0,0.026,0.019,0.022,0.017,0.002,0.003,0.002,0.003,,,,0.002,0.002,132.0,132.0
316,5%-tile,,,,,,,133.0,133.0,36.47,,,,8.0,14.0,295.0,18.65,10.0,71.0,342.0,24.65,18.0,26.0,159.0,30.0,23.0,61.0,77.0,26.0,,,,,,,,,-111.78,-13.95,-79.95,15.29,-1.38,0.0,9.91,7.0,7.0,2.0,0.0,100.0,0.0,0.0,,2.0,,3.58,6.65,6.2,,,,4.0,1.47,0.02,0.02,0.0,0.01,0.0,0.0,0.004,0.004,0.004,0.004,4.0,1.47,0.02,0.01,0.0,0.0,0.004,0.004,0.004,0.004,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
317,95%-tile,,,,,,,136.0,136.0,38.45,,,,8.0,14.0,295.0,27.0,10.0,71.0,342.0,31.7,18.0,26.0,159.0,41.0,23.0,61.0,77.0,34.0,,,,,,,,,-94.07,-7.15,-63.16,21.66,13.29,17.93,24.57,14.0,14.0,2.0,0.0,100.0,0.0,0.0,,3.0,,13.44,20.18,23.84,,,,10.41,31.57,0.56,0.56,0.32,1.64,25.0,28.57,0.418,0.101,0.249,0.095,10.41,31.57,0.56,1.64,25.0,28.57,0.418,0.101,0.249,0.095,0.063,0.068,0.063,0.068,,,,0.057,0.038,3539.6,2404.9
