PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=37 time=229 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=37 time=71.2 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=37 time=81.4 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=37 time=66.3 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=37 time=66.6 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=37 time=77.5 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=37 time=65.4 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=37 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=37 time=64.3 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=37 time=70.3 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=37 time=69.6 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=37 time=68.5 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=37 time=120 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=37 time=61.5 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=37 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=37 time=78.3 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=37 time=69.2 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=37 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=37 time=87.1 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=37 time=74.5 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=37 time=65.3 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=37 time=72.5 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=37 time=63.3 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=37 time=62.5 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=37 time=91.0 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=37 time=105 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=37 time=81.5 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=37 time=85.6 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=37 time=87.2 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=37 time=69.3 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=37 time=395 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=37 time=255 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=37 time=158 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=37 time=67.6 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=37 time=67.5 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=37 time=66.6 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=37 time=65.5 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=37 time=64.7 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=37 time=64.2 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=37 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=37 time=62.3 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=37 time=62.6 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=37 time=71.6 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=37 time=69.9 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=37 time=71.8 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=37 time=77.7 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=37 time=70.3 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=37 time=68.3 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=37 time=76.6 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=37 time=86.6 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=37 time=82.5 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=37 time=89.2 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=37 time=72.6 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=37 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=37 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=37 time=70.6 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=37 time=61.1 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=37 time=78.5 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=37 time=79.2 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=37 time=68.7 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=37 time=85.4 ms
46 bytes from 3.19.94.93: icmp_seq=65 ttl=37 time=92.6 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=37 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=37 time=62.3 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=37 time=60.6 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=37 time=72.4 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=37 time=69.6 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=37 time=68.6 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=37 time=68.2 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=37 time=67.8 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=37 time=67.1 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=37 time=74.2 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=37 time=65.3 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=37 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=37 time=71.4 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=37 time=62.4 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=37 time=77.1 ms
46 bytes from 3.19.94.93: icmp_seq=81 ttl=37 time=71.9 ms
46 bytes from 3.19.94.93: icmp_seq=82 ttl=37 time=62.6 ms
46 bytes from 3.19.94.93: icmp_seq=83 ttl=37 time=72.3 ms
46 bytes from 3.19.94.93: icmp_seq=84 ttl=37 time=78.5 ms
46 bytes from 3.19.94.93: icmp_seq=85 ttl=37 time=70.4 ms
46 bytes from 3.19.94.93: icmp_seq=86 ttl=37 time=83.3 ms
46 bytes from 3.19.94.93: icmp_seq=87 ttl=37 time=76.5 ms
46 bytes from 3.19.94.93: icmp_seq=88 ttl=37 time=82.8 ms
46 bytes from 3.19.94.93: icmp_seq=89 ttl=37 time=66.3 ms
46 bytes from 3.19.94.93: icmp_seq=93 ttl=37 time=1429 ms
46 bytes from 3.19.94.93: icmp_seq=95 ttl=37 time=1013 ms
46 bytes from 3.19.94.93: icmp_seq=94 ttl=37 time=1224 ms
46 bytes from 3.19.94.93: icmp_seq=98 ttl=37 time=393 ms
46 bytes from 3.19.94.93: icmp_seq=97 ttl=37 time=601 ms
46 bytes from 3.19.94.93: icmp_seq=99 ttl=37 time=185 ms
46 bytes from 3.19.94.93: icmp_seq=96 ttl=37 time=809 ms
46 bytes from 3.19.94.93: icmp_seq=100 ttl=37 time=71.9 ms

--- 3.19.94.93 ping statistics ---
100 packets transmitted, 97 received, 3% packet loss, time 19946ms
rtt min/avg/max/mdev = 60.629/133.663/1429.773/222.675 ms, pipe 7
