,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
39,2022-08-11 14:12:03.400000,-105.004753,39.746944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.2,-15.65,-50.9,,,-9.56,8.65,5.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,37.5,,,,,,,,,,37.5,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2022-08-11 14:12:03.500000,-105.004753,39.746944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.39,-15.52,-51.54,,,-6.5,8.92,6.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022-08-11 14:12:03.600000,-105.004753,39.746944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.23,-15.31,-50.29,,,-8.29,7.46,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.0,,,QPSK,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022-08-11 14:12:03.700000,-105.004753,39.746948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.48,-14.93,-51.3,,,-15.0,7.86,5.5,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
43,2022-08-11 14:12:03.800000,-105.004753,39.746948,,,,,,,,,,,10.0,27.0,251.0,23.0,18.0,0.0,0.0,25.0,23.0,56.0,266.0,32.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.83,-14.21,-52.49,,,-5.0,6.55,5.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,22.5,,,256QAM,,1.92,,,,,,0.0,,,,,,1.92,,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022-08-11 14:12:03.900000,-105.004753,39.746948,-105.00475,39.74695,13:12:03,328.0,4.0,4.0,1.11,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.74,-14.42,-52.47,,,-11.0,7.68,,,1.0,100.0,0.0,0.0,0.0,TM4,,,3.0,,,QPSK,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2022-08-11 14:12:04.000000,-105.004753,39.746948,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.91,-16.55,-51.37,,,-3.57,4.71,4.0,0.0,,,,,,TM4,3.0,,,,,,,,,,0.2,0.2,0.0,0.03,,,0.013,0.029,0.013,0.022,,,0.2,0.03,,,0.013,0.029,0.013,0.022,,,,0.003,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022-08-11 14:12:04.100000,-105.004753,39.746952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-86.7,-16.27,-50.38,,,-10.0,3.77,4.5,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2022-08-11 14:12:04.200000,-105.004753,39.746952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.77,-14.12,-51.2,,,-4.0,6.19,,,1.0,100.0,0.0,0.0,0.0,TM4,,,2.75,,,QPSK,,,5.25,,,,,,0.0,,,,,,5.25,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132.0,198.0
48,2022-08-11 14:12:04.300000,-105.004753,39.746952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.53,-13.75,-51.33,,,-9.0,5.52,5.0,0.0,,,,,,TM4,3.0,,,,24.75,,,256QAM,,1.75,,,,,,0.0,,,,,,1.75,,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022-08-11 14:12:04.400000,-105.004761,39.746956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.52,-14.5,-51.41,,,-1.63,3.8,4.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,0.003,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022-08-11 14:12:04.500000,-105.004761,39.746956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.69,-14.58,-52.65,5.21,,-10.0,7.73,5.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,2.0,,,QPSK,,,6.0,,,,,,0.0,,,,,,6.0,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2022-08-11 14:12:04.600000,-105.004761,39.746956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.26,-11.86,-52.37,,-11.37,-3.13,9.74,6.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022-08-11 14:12:04.700000,-105.004761,39.746956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.55,-12.28,-52.29,,,0.0,8.16,7.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198.0,132.0
53,2022-08-11 14:12:04.800000,-105.004761,39.74696,,,,,,,,,,,10.0,27.0,251.0,25.0,18.0,0.0,0.0,29.0,23.0,56.0,266.0,31.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.39,-11.76,-52.67,,,-2.5,7.93,7.0,0.0,,,,,,TM4,3.0,,3.0,,,QPSK,,,4.5,,,,,,0.0,25.0,,,,,4.5,,,,0.0,25.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022-08-11 14:12:04.900000,-105.004761,39.74696,-105.00476,39.74696,13:12:04,324.0,5.0,5.0,1.4,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.81,-11.8,-53.99,,,-10.5,8.51,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2022-08-11 14:12:05.000000,-105.004761,39.74696,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.02,-12.29,-53.74,,,-3.61,7.64,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,2x4,,,22.82,,,256QAM,,2.09,0.12,0.12,0.0,0.03,,28.57,0.008,0.031,0.008,0.028,,2.09,0.12,0.03,,28.57,0.008,0.031,0.008,0.028,,,,0.003,,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2022-08-11 14:12:05.100000,-105.004768,39.746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.9,-11.32,-53.59,,,-7.0,7.39,7.0,0.0,,,,,,TM4,3.0,,2.11,,,QPSK,,,3.22,,,,,,0.0,,,,,,3.22,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2022-08-11 14:12:05.113009,-105.004768,39.746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,reportStrongestCells,reportStrongestCells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2022-08-11 14:12:05.200000,-105.004768,39.746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.3,-12.56,-53.55,,,-6.71,8.26,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
59,2022-08-11 14:12:05.300000,-105.004768,39.746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.6,-11.15,-52.97,,,-13.5,7.87,7.0,0.0,,,,,,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2022-08-11 14:12:05.400000,-105.004776,39.746964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.04,-13.09,-51.39,,,-6.71,7.6,6.0,0.0,,,,,,TM4,1.0,,4.0,,,QPSK,,,3.5,,,,,,0.0,0.0,,,,,3.5,,,,0.0,0.0,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2022-08-11 14:12:05.500000,-105.004776,39.746967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.7,-12.18,-52.38,,,-5.0,7.95,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2022-08-11 14:12:05.600000,-105.004776,39.746967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-85.97,-14.02,-51.31,,,-3.75,7.48,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,21.25,,,64QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2022-08-11 14:12:05.700000,-105.004776,39.746967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.21,-11.89,-51.91,,,-11.0,8.99,8.0,0.0,,,,,,TM4,1.0,,3.0,,,QPSK,,,4.5,,,,,,0.0,0.0,,,,,4.5,,,,0.0,0.0,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
64,2022-08-11 14:12:05.800000,-105.004784,39.746971,,,,,,,,,,,10.0,27.0,251.0,31.0,18.0,0.0,0.0,31.0,23.0,56.0,266.0,32.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.14,-11.98,-51.58,5.72,-10.76,-6.25,8.02,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2022-08-11 14:12:05.900000,-105.004784,39.746971,-105.00478,39.74697,13:12:05,320.0,6.0,6.0,2.04,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.61,-12.46,-51.08,,-14.67,-9.25,9.48,6.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.024,0.006,0.024,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2022-08-11 14:12:06.000000,-105.004784,39.746975,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.36,-12.25,-50.79,,,-6.88,7.7,6.0,0.0,,,,,,TM4,1.0,2x4,6.0,,21.6,QPSK,,256QAM,6.14,2.0,0.16,0.16,0.0,0.04,0.0,,0.017,0.032,0.017,0.024,6.14,2.0,0.16,0.04,0.0,,0.017,0.032,0.017,0.024,,,,,,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2022-08-11 14:12:06.100000,-105.004784,39.746975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.68,-12.06,-51.24,,,-14.0,8.7,6.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2022-08-11 14:12:06.200000,-105.004791,39.746979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.67,-12.06,-50.52,,,-6.29,6.54,5.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,0.01,805.0,652.0
69,2022-08-11 14:12:06.300000,-105.004791,39.746979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-84.3,-12.89,-50.84,,,-13.0,5.72,6.0,0.0,,,,,,TM4,1.0,,2.8,,,QPSK,,,4.8,,,,,,0.0,,,,,,4.8,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2022-08-11 14:12:06.400000,-105.004791,39.746979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.81,-12.95,-51.06,,,-1.0,3.09,5.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2022-08-11 14:12:06.500000,-105.004791,39.746983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.68,-13.07,-51.18,,,-6.14,4.98,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2022-08-11 14:12:06.600000,-105.004791,39.746983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.65,-12.33,-51.68,,,-5.86,7.43,5.0,0.0,,,,,,TM4,0.0,,3.5,,,QPSK,,,4.5,,,,,,0.0,28.57,,,,,4.5,,,,0.0,28.57,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2022-08-11 14:12:06.700000,-105.004799,39.746986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.15,-14.08,-50.93,,,-12.0,3.81,6.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198.0,198.0
74,2022-08-11 14:12:06.800000,-105.004799,39.746986,,,,,,,,,,,10.0,27.0,251.0,33.0,18.0,0.0,0.0,31.0,23.0,56.0,266.0,34.0,24.0,5.0,134.0,22.0,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-83.14,-13.13,-51.13,,,-5.86,5.14,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,22.82,,,256QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2022-08-11 14:12:06.900000,-105.004799,39.74699,-105.0048,39.74699,13:12:06,316.0,9.0,9.0,2.81,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.29,-12.66,-51.07,,,-6.67,6.84,7.0,0.0,,,,,,TM4,1.0,,3.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2022-08-11 14:12:07.000000,-105.004799,39.746994,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,155.0,Band 66,66586.0,132122.0,10.0,10.0,-82.48,-12.03,-51.55,,,-3.57,8.36,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,0.13,0.13,0.0,0.04,,20.0,0.013,0.018,0.011,0.017,,,0.13,0.04,,20.0,0.013,0.018,0.011,0.017,,,,0.003,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2022-08-11 14:12:07.100000,-105.004807,39.746994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-81.09,-11.85,-51.17,5.39,,-11.0,8.17,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2022-08-11 14:12:07.200000,-105.004807,39.746998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-80.29,-10.79,-51.33,,-11.95,-7.29,7.07,8.0,0.0,,,,,,TM4,3.0,,3.0,,,QPSK,,,4.5,,,,,,0.0,,,,,,4.5,,,,0.0,,,,,,0.002,,0.002,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132.0,132.0
79,2022-08-11 14:12:07.300000,-105.004807,39.746998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-80.63,-11.05,-51.54,,,-13.0,9.12,8.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2022-08-11 14:12:07.400000,-105.004807,39.747002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-80.03,-9.97,-51.42,,,-8.63,10.61,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.004,,0.004,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2022-08-11 14:12:07.500000,-105.004814,39.747002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-79.1,-10.69,-50.06,,,-6.33,9.09,8.0,0.0,,,,,,TM4,3.0,,5.0,,,QPSK,,,3.25,,,,,,0.0,,,,,,3.25,,,,0.0,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2022-08-11 14:12:07.600000,-105.004814,39.747002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0,Band 66,66586.0,132122.0,10.0,10.0,-79.29,-10.6,-51.24,,,-3.5,9.6,9.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
