TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-09 14:22:04.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-74.77,-9.32,-44.24,,,-24.90,8.68,11.00,10.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,42.86,,,,,,,,,,42.86,,,,,,,,0.001,NonCA,,Band 66,,,,
2022-08-09 14:22:04.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,,,,0.003,0.003,198,198
2022-08-09 14:22:04.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.97,-8.38,-45.04,,,-29.68,9.64,11.00,10.00,2,0.00,100.00,0.00,0.00,TM4,0,,8.50,,20.70,64QAM,,64QAM,4.00,2.60,,,,,0.00,,,,,,4.00,2.60,,,0.00,,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:05.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-73.51,-7.67,-45.20,,,-31.68,10.61,11.00,11.00,2,0.00,100.00,0.00,0.00,TM4,0,2x2,,,,,,,,,0.10,0.10,0.00,0.04,,,0.015,0.013,0.015,0.013,,,0.10,0.04,,,0.015,0.013,0.015,0.013,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:05.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.16,-8.96,-43.81,,,-31.20,10.25,12.00,12.00,,,,,,TM4,0,,6.33,,22.67,QPSK,,64QAM,5.33,2.67,,,,,0.00,0.00,,,,,5.33,2.67,,,0.00,0.00,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,0.002,0.002,132,132
2022-08-09 14:22:05.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:04,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 14:22:05.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,36.000,18,66.000,24.000,35.000,23,67.000,271.000,36.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.69,-8.91,-43.78,-10.61,-29.24,-34.18,10.06,11.00,9.50,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:05.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-75.06,-8.00,-46.62,,,-30.50,10.50,10.50,9.00,2,0.00,100.00,0.00,0.00,TM4,0,,8.50,,,64QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:05.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-74.88,-8.52,-45.87,,,-30.70,9.40,12.00,11.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,0.004,NonCA,,Band 66,,,,
2022-08-09 14:22:05.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.49,-8.15,-44.86,,,-30.54,10.13,12.00,10.00,,,,,,TM4,0,,11.33,,21.11,64QAM,,64QAM,4.00,2.44,,,,,0.00,,,,,,4.00,2.44,,,0.00,,,,,,0.005,0.004,0.005,,NonCA,NonCA,Band 66,0.004,0.004,270,270
2022-08-09 14:22:05.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-74.11,-8.01,-45.53,,,-31.45,11.09,12.00,11.00,2,0.00,100.00,0.00,0.00,TM4,1,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.003,,0.004,,NonCA,,Band 66,,,,
2022-08-09 14:22:06.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.10,0.02,0.03,,,0.018,0.017,0.011,0.014,,,0.10,0.03,,,0.018,0.017,0.011,0.014,,,,,,,,,,,
2022-08-09 14:22:06.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.39,-7.69,-44.55,,,-30.11,9.77,11.00,10.00,2,0.00,100.00,0.00,0.00,TM4,1,,5.29,,,QPSK,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:06.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.66,-8.69,-42.75,,,-30.00,10.70,,,2,0.00,100.00,0.00,0.00,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,0.002,0.002,132,132
2022-08-09 14:22:06.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:05,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.61,-8.07,-43.23,,,-31.60,10.52,11.00,11.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:06.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,35.000,18,66.000,24.000,32.000,23,67.000,271.000,38.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-71.24,-8.07,-43.07,,,-31.00,10.96,11.00,10.00,,,,,,TM4,0,,8.33,,22.17,QPSK,QPSK,64QAM,6.67,2.33,,,,,33.33,20.00,,,,,6.67,2.33,,,33.33,20.00,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:06.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.18,-9.68,-40.76,-9.69,,-29.71,9.49,12.00,11.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:06.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.89,-8.81,-41.58,,-29.94,-28.15,8.95,11.25,10.75,2,0.00,100.00,0.00,0.00,TM4,1,,8.50,,,64QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,0.004,NonCA,,Band 66,0.003,0.003,198,198
2022-08-09 14:22:06.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.78,-9.38,-41.94,,,-27.56,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:06.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.62,-8.68,-41.59,,,-29.78,9.71,11.00,10.00,2,0.00,100.00,0.00,0.00,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:07.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-71.21,-8.65,-42.48,,,-28.00,11.32,10.50,10.00,,,,,,TM4,1,2x4,8.50,,,64QAM,,,4.00,,0.10,0.10,0.00,0.03,0.00,0.00,0.012,0.011,0.012,0.011,4.00,,0.10,0.03,0.00,0.00,0.012,0.011,0.012,0.011,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:07.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.73,-9.75,-40.75,,,-30.44,10.87,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.004,0.003,,NonCA,,Band 66,0.002,0.002,132,132
2022-08-09 14:22:07.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:06,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.41,-9.08,-41.33,,,,11.38,,,,,,,,,,,8.50,,,64QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:07.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,36.000,18,66.000,24.000,33.000,23,67.000,271.000,39.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-69.80,-9.23,-40.43,,,-31.64,10.96,12.50,0.00,,,,,,TM4,0,,,,19.40,,,64QAM,,2.70,,,,,,20.00,,,,,,2.70,,,,20.00,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:07.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.41,-8.00,-42.32,,,-34.71,10.12,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.67,,,QPSK,,,5.33,,,,,,0.00,,,,,,5.33,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:07.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.21,-10.00,-40.95,,,-33.65,9.58,12.00,0.00,,,,,,TM4,0,,,,17.67,,,16QAM,,3.00,,,,,,,,,,,,3.00,,,,,,,,,0.003,,0.003,0.004,NonCA,NonCA,Band 66,0.003,0.003,198,198
2022-08-09 14:22:07.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.05,-8.76,-42.16,-12.06,,-28.27,10.32,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:07.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.22,-9.27,-41.87,,-30.74,-34.74,10.07,12.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:08.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11,0.00,0.04,,,0.011,0.016,0.011,0.013,,,0.11,0.04,,,0.011,0.016,0.011,0.013,,,,,,,,,,,
2022-08-09 14:22:08.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.28,-9.56,-42.35,,,-32.00,9.89,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,16.67,,,,,4.00,,,,0.00,16.67,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:08.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132,132
2022-08-09 14:22:08.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:07,0,0,0.00,0.00,1,2,,10,38.000,246.000,36.000,18,66.000,24.000,32.000,23,67.000,271.000,38.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.29,-8.96,-43.14,,,-32.55,8.39,11.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:08.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.66,-9.07,-43.44,,,-27.05,8.63,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:08.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.56,-8.32,-44.05,,,-32.63,8.82,11.00,0.00,,,,,,TM4,0,,,,19.40,,,64QAM,,2.90,,,,,,20.00,,,,,,2.90,,,,20.00,,,,,,0.004,,0.004,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:08.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198,198
2022-08-09 14:22:08.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.54,-8.91,-43.46,,,-31.60,9.23,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:09.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.63,-9.28,-43.25,,,-32.75,10.11,12.50,0.00,,,,,,TM4,0,2x2,,,20.00,,,64QAM,,2.67,0.09,0.09,0.00,0.03,,20.00,0.008,0.014,0.008,0.013,,2.67,0.09,0.03,,20.00,0.008,0.014,0.008,0.013,0.003,,0.003,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:09.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.41,-8.12,-43.97,,,-27.75,9.89,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,5.20,,,QPSK,,,4.80,,,,,,0.00,0.00,,,,,4.80,,,,0.00,0.00,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:09.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.52,-9.04,-43.29,-11.57,,-32.70,9.17,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,0.002,0.002,132,132
2022-08-09 14:22:09.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:08,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.98,-8.98,-42.55,,-32.65,-34.00,9.95,11.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:09.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,36.000,18,66.000,24.000,29.000,23,67.000,271.000,38.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.47,-8.66,-43.45,,,-32.36,8.63,,,1,100.00,0.00,0.00,0.00,TM4,,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:09.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.94,-9.62,-42.89,,,-31.78,9.19,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:09.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.67,-9.44,-42.73,,,-29.47,9.29,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,0.004,NonCA,,Band 66,0.003,0.003,198,198
2022-08-09 14:22:09.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.59,-10.03,-42.32,,,-31.20,8.45,12.00,0.00,,,,,,TM4,0,,,,22.40,,,64QAM,,2.40,,,,,,,,,,,,2.40,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:10.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.80,-10.24,-42.35,,,-32.00,9.82,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,2x2,6.00,,,16QAM,,,4.00,,0.09,0.09,0.00,0.04,0.00,16.67,0.008,0.015,0.008,0.013,4.00,,0.09,0.04,0.00,16.67,0.008,0.015,0.008,0.013,0.003,0.004,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:10.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.50,-9.05,-43.13,,,-32.86,10.19,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:10.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132,132
2022-08-09 14:22:10.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:09,0,0,0.00,0.00,1,2,,10,38.000,246.000,35.000,18,66.000,24.000,29.000,23,67.000,271.000,38.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.02,-10.06,-41.70,,,-32.90,9.23,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.50,,23.33,QPSK,,64QAM,6.00,2.67,,,,,0.00,,,,,,6.00,2.67,,,0.00,,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:10.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.17,-9.16,-42.78,-11.94,,-31.09,10.42,12.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,25.00,,,,,,,,,,25.00,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:10.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.79,-9.11,-42.34,,-33.62,-31.30,10.55,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,0.003,NonCA,,Band 66,,,,
2022-08-09 14:22:10.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.003,198,198
2022-08-09 14:22:10.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.29,-8.75,-42.32,,,-30.00,11.24,13.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:10.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.29,-9.78,-41.28,,,-31.11,9.83,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:11.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,0.14,0.00,0.03,,,0.016,0.013,0.016,0.012,,,0.14,0.03,,,0.016,0.013,0.016,0.012,,,,,,,,,,,
2022-08-09 14:22:11.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.68,-9.26,-43.18,,,-29.60,9.15,11.50,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:11.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132,132
2022-08-09 14:22:11.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:10,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.34,-8.83,-43.46,,,-30.25,11.00,13.00,0.00,2,0.00,100.00,0.00,0.00,TM4,2,,,,21.00,,,64QAM,,2.60,,,,,,20.00,,,,,,2.60,,,,20.00,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:11.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,36.000,18,66.000,24.000,31.000,23,67.000,271.000,37.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-71.31,-8.74,-42.50,,,-30.89,11.32,11.50,9.00,2,0.00,100.00,0.00,0.00,TM4,0,,6.20,,,QPSK,,,4.80,,,,,,0.00,,,,,,4.80,,,,0.00,,,,,,0.006,0.004,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:11.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-70.99,-8.66,-42.13,,,-31.60,10.77,10.50,9.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,20.00,,,64QAM,,2.67,,,,,,,,,,,,2.67,,,,,,,,,,,,0.004,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:11.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.43,-8.99,-43.08,-10.54,,-30.57,11.10,9.00,9.00,,,,,,TM4,1,,8.50,,,64QAM,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,0.003,,0.003,,NonCA,,Band 66,0.003,0.003,198,198
2022-08-09 14:22:11.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.44,-10.44,-42.85,,-31.45,-25.64,9.17,9.00,8.00,,,,,,TM4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:12.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,,0.09,0.09,0.02,0.03,,,0.012,0.014,0.012,0.013,,,0.09,0.03,,,0.012,0.014,0.012,0.013,,,,,,,,,,,
