TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-09 14:22:12.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.31,-9.37,-43.89,,,-30.48,9.16,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,5.00,10.00,,16QAM,16QAM,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:12.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.002,132,132
2022-08-09 14:22:12.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:11,0,0,0.00,0.00,1,2,,10,38.000,246.000,35.000,18,66.000,24.000,36.000,23,67.000,271.000,34.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.85,-8.96,-43.88,,,-29.11,9.83,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,20.00,,,,,,,,,,20.00,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:12.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.15,-9.65,-42.48,,,-28.06,10.30,12.75,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,21.20,16QAM,,64QAM,4.00,2.60,,,,,0.00,0.00,,,,,4.00,2.60,,,0.00,0.00,,,,,0.006,,0.006,0.004,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:12.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.60,-8.54,-44.06,,,-31.56,9.98,12.00,0.00,,,,,,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,0.002,0.003,132,198
2022-08-09 14:22:12.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.15,-9.61,-42.55,,,-29.33,9.85,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,23.40,16QAM,,64QAM,4.00,2.20,,,,,0.00,,,,,,4.00,2.20,,,0.00,,,,,,,0.004,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:13.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,0.10,0.00,0.03,,,0.011,0.014,0.011,0.011,,,0.10,0.03,,,0.011,0.014,0.011,0.011,,,,,,,,,,,
2022-08-09 14:22:13.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.41,-9.72,-42.68,-8.76,,-31.22,9.27,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,25.00,,,,,,,,,,25.00,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:13.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.51,-10.56,-41.94,,-30.87,-24.19,8.16,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,0.003,0.002,198,132
2022-08-09 14:22:13.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:12,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 14:22:13.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,34.000,18,66.000,24.000,37.000,23,67.000,271.000,35.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.67,-9.82,-42.85,,,-32.62,8.91,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,25.00,,,,,,,,,,25.00,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:13.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.42,-9.77,-42.59,,,-34.22,9.13,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:13.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.83,-9.55,-43.19,,,-32.56,9.26,12.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,0.004,NonCA,,Band 66,0.002,0.003,132,198
2022-08-09 14:22:13.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.98,-9.16,-43.83,,,-28.67,8.15,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,21.00,16QAM,,64QAM,4.00,2.55,,,,,0.00,20.00,,,,,4.00,2.55,,,0.00,20.00,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:14.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.88,-9.77,-43.09,,,-31.67,9.25,12.50,0.00,,,,,,TM4,0,2x2,,,,,,,,,0.07,0.07,0.00,0.04,,,0.007,0.014,0.007,0.012,,,0.07,0.04,,,0.007,0.014,0.007,0.012,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:14.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.66,-8.84,-43.79,,,-32.18,8.10,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,22.00,16QAM,,64QAM,4.00,2.33,,,,,0.00,0.00,,,,,4.00,2.33,,,0.00,0.00,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,0.003,0.002,198,132
2022-08-09 14:22:14.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:13,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.33,-10.30,-43.01,,,-31.56,8.08,11.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:14.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,35.000,18,66.000,24.000,36.000,23,67.000,271.000,34.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-73.39,-9.58,-43.73,-11.12,,-32.29,7.68,11.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,NonCA,,Band 66,,,,
2022-08-09 14:22:14.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.54,-9.48,-44.01,,-33.00,-27.47,7.81,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.00,,,QPSK,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:14.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.06,-9.02,-43.95,,,-31.33,8.28,12.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,0.003,NonCA,,Band 66,0.002,0.003,132,198
2022-08-09 14:22:14.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.09,-9.09,-43.98,,,-31.89,9.36,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,20.00,,,,,4.00,,,,0.00,20.00,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:15.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.69,-9.82,-42.80,,,-29.85,8.45,12.50,0.00,,,,,,TM4,0,,4.00,,,QPSK,,,4.00,,0.06,0.06,0.00,0.03,0.00,,0.008,0.016,0.008,0.012,4.00,,0.06,0.03,0.00,,0.008,0.016,0.008,0.012,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:15.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.04,-9.83,-43.17,,,-31.27,10.35,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,22.20,,,64QAM,,2.30,,,,,,,,,,,,2.30,,,,,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:15.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198,132
2022-08-09 14:22:15.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:14,0,0,0.00,0.00,1,2,,10,38.000,246.000,34.000,18,66.000,24.000,37.000,23,67.000,271.000,34.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.95,-9.21,-43.18,,,-31.56,10.62,13.00,0.00,,,,,,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,16.67,,,,,4.00,,,,0.00,16.67,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:15.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.87,-9.20,-44.50,,,-31.27,10.77,14.00,0.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,18.00,,,16QAM,,2.67,,,,,,,,,,,,2.67,,,,,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:15.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.59,-9.39,-44.07,,,-31.16,11.11,10.33,8.00,2,0.00,100.00,0.00,0.00,TM4,0,,4.00,,,QPSK,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,,,,0.004,NonCA,,Band 66,,,,
2022-08-09 14:22:15.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132,198
2022-08-09 14:22:15.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.78,-9.76,-42.95,-11.35,-31.55,-25.82,10.25,10.00,8.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.004,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:15.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.28,-9.90,-41.99,,,-25.25,9.13,13.00,0.00,,,,,,TM4,0,,11.33,,,64QAM,,,4.00,,,,,,0.00,33.33,,,,,4.00,,,,0.00,33.33,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:16.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,,0.18,0.18,0.02,0.03,,,0.034,0.014,0.006,0.014,,,0.18,0.03,,,0.034,0.014,0.006,0.014,,,,,,,,,,,
2022-08-09 14:22:16.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.09,-10.29,-41.36,,,-32.09,9.27,13.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
2022-08-09 14:22:16.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-71.63,-9.70,-41.40,,,-30.47,9.62,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.00,,,QPSK,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,0.003,0.002,198,132
2022-08-09 14:22:16.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:15,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 14:22:16.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,36.000,18,66.000,24.000,36.000,23,67.000,271.000,36.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.16,-10.29,-41.66,,,-32.73,9.54,12.00,0.00,2,0.00,100.00,0.00,0.00,TM4,0,,,,21.50,,,64QAM,,2.80,,,,,,0.00,,,,,,2.80,,,,0.00,,,,,0.006,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:16.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.24,-10.66,-41.19,,,-33.71,10.27,9.00,8.50,,,,,,TM4,0,,9.50,,,16QAM,,,21.75,,,,,,25.00,,,,,,21.75,,,,25.00,,,,,,,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:16.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.00,-10.53,-41.32,,,-30.78,10.69,9.00,8.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,0.004,NonCA,,Band 66,0.002,0.003,132,198
2022-08-09 14:22:16.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.31,-10.16,-41.71,,,-31.22,10.73,8.50,7.50,2,0.00,100.00,0.00,0.00,TM4,1,,3.33,6.00,22.67,QPSK,16QAM,64QAM,6.25,2.33,,,,,20.00,0.00,,,,,6.25,2.33,,,20.00,0.00,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:17.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.02,-10.66,-41.02,-8.62,,-36.80,10.79,9.00,8.50,,,,,,TM4,1,,,,,,,,,,0.06,0.06,0.01,0.03,,,0.009,0.011,0.009,0.009,,,0.06,0.03,,,0.009,0.011,0.009,0.009,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:17.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.50,-9.84,-42.29,,-32.82,-29.38,10.43,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.67,10.00,,16QAM,16QAM,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:17.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198,132
2022-08-09 14:22:17.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:16,0,0,0.00,0.00,1,2,,10,38.000,246.000,35.000,18,66.000,24.000,38.000,23,67.000,271.000,39.000,24,1.000,125.000,19.000,,,,,,360,Band 66,66736,132272,-72.49,-9.22,-42.87,,,-31.13,9.36,12.50,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,NonCA,,Band 66,,,,
2022-08-09 14:22:17.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.54,-9.79,-42.71,,,-31.67,8.89,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.00,,,QPSK,,,4.00,,,,,,0.00,20.00,,,,,4.00,,,,0.00,20.00,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:17.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.37,-9.18,-43.02,,,-31.78,9.46,12.00,0.00,,,,,,TM4,0,,,,21.00,,,64QAM,,2.40,,,,,,,,,,,,2.40,,,,,,,,,,,,0.004,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:17.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132,198
2022-08-09 14:22:17.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.43,-9.29,-42.76,,,-28.31,8.92,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,16.67,,,,,4.00,,,,0.00,16.67,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:18.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,360,Band 66,66736,132272,-72.45,-10.76,-41.16,,,-31.45,8.96,11.50,0.00,,,,,,TM4,0,2x2,,,,,,,,,0.08,0.08,0.00,0.03,,,0.008,0.014,0.008,0.013,,,0.08,0.03,,,0.008,0.014,0.008,0.013,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:18.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.58,-10.99,-41.32,,,-27.00,8.33,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.00,,22.75,QPSK,,64QAM,4.00,2.00,,,,,0.00,,,,,,4.00,2.00,,,0.00,,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:18.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-73.09,-11.60,-41.05,-8.56,,-31.50,8.12,11.00,0.00,,,,,,TM4,0,,,,,,,,,,,,,,,20.00,,,,,,,,,,20.00,,,,,0.003,,0.003,,NonCA,,Band 66,0.003,0.002,198,132
2022-08-09 14:22:18.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:17,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-09 14:22:18.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,34.000,18,66.000,24.000,37.000,23,67.000,271.000,39.000,24,1.000,125.000,16.000,,,,,,360,Band 66,66736,132272,-73.80,-11.02,-42.46,,-33.26,-32.22,8.16,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.006,,0.006,,NonCA,,Band 66,,,,
2022-08-09 14:22:18.600000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.90,-11.35,-41.51,,,-32.15,9.20,11.67,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,6.00,,,16QAM,,,4.00,,,,,,0.00,0.00,,,,,4.00,,,,0.00,0.00,,,,,,0.004,,0.004,NonCA,,Band 66,,,,
2022-08-09 14:22:18.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,132,198
2022-08-09 14:22:18.800000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.47,-9.74,-42.35,,,-25.06,9.46,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:18.900000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.36,-10.18,-42.04,,,-28.60,9.07,12.00,0.00,,,,,,TM4,0,,6.00,,,QPSK,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:19.000000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.06,0.00,0.03,,,0.006,0.018,0.006,0.014,,,0.06,0.03,,,0.006,0.018,0.006,0.014,,,,,,,,,,,
2022-08-09 14:22:19.100000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.16,-9.95,-41.89,,,-32.67,8.74,11.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,22.82,,,64QAM,,2.36,,,,,,33.33,,,,,,2.36,,,,33.33,,,,,,,,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:19.200000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,198,132
2022-08-09 14:22:19.300000,-115.173340,36.100491,-115.173340,36.100490,12:22:18,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.17,-9.63,-42.38,,,-32.44,8.90,11.33,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,4.00,,,QPSK,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,0.003,,0.003,,NonCA,,Band 66,,,,
2022-08-09 14:22:19.400000,-115.173340,36.100491,,,,,,,,,,,10,38.000,246.000,34.000,18,66.000,24.000,38.000,23,67.000,271.000,39.000,24,1.000,125.000,16.000,,,,,,360,Band 66,66736,132272,-72.74,-10.19,-42.43,,,-29.85,9.64,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,20.67,,,64QAM,,3.00,,,,,,16.67,,,,,,3.00,,,,16.67,,,,,0.003,,0.003,,NonCA,NonCA,Band 66,,,,
2022-08-09 14:22:19.500000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.51,-9.52,-42.92,-9.38,,-34.00,9.16,12.00,0.00,,,,,,TM4,0,,8.00,,,16QAM,,,4.00,,,,,,0.00,,,,,,4.00,,,,0.00,,,,,,,,,0.004,NonCA,,Band 66,,,,
2022-08-09 14:22:19.700000,-115.173340,36.100491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,Band 66,66736,132272,-72.44,-9.61,-42.62,,-33.62,-32.50,9.89,12.00,0.00,1,100.00,0.00,0.00,0.00,TM4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,0.006,,NonCA,,Band 66,0.002,0.003,132,198
