,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,5G KPI PCell Chip Type,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer1 DL Modulation0 DL QPSK Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 16QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 64QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 256 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 DL 1024 QAM Rate [%],5G KPI PCell Layer1 DL Modulation0 Representative Value,5G KPI PCell Layer1 UL Modulation UL Pi/2 BPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL QPSK Rate [%],5G KPI PCell Layer1 UL Modulation UL 16QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 64QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 256 QAM Rate [%],5G KPI PCell Layer1 UL Modulation UL 1024 QAM Rate [%],5G KPI PCell Layer1 UL Modulation Representative Value,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps]
10,2022-08-14 11:55:43.000000,-82.805992,40.439144,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR_NSA,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.0,0.09,,,0.0,0.002,0.0,0.002,,,0.01,0.09,,,0.0,0.002,0.0,0.002,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.01,-10.35,24.94,2.0,-93.01,-10.35,Serving Beam,-90.0,112.0,,,,,,,,,,,,,,22.0,,17.71,,,,,0.0,,,1.0,1.0,,SISO,,,13.0,12.58,,,,3.0,3.26,0.16,0.0,0.169,,1.0,,,,,,,0.0,5.26,94.74,0.0,0.0,0.0,16QAM,0.0,0.169,,,,,,UL NonCA,,0.0,,0.16,0.0,0.169,0.0,0.169,0.0,0.0,0.0,
11,2022-08-14 11:55:43.100000,-82.805954,40.439167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,21.14,,,,,-94.0,111.6,2.0,0.0,100.0,0.0,0.0,13.0,0.0,2.0,0.0,100.0,0.0,0.0,2.0,22.0,,,,,,,0.0,,,1.0,1.0,,SISO,,,13.0,12.2,,,,3.0,3.5,,0.0,0.17,,1.0,,,,,,,0.0,10.0,90.0,0.0,0.0,0.0,16QAM,0.0,0.17,,,,,,UL NonCA,,0.0,,,0.0,0.17,0.0,0.17,,,,
12,2022-08-14 11:55:43.200000,-82.805923,40.439186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-90.31,-12.94,-57.94,,,-12.57,19.8,11.5,6.0,2.0,50.0,50.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.09,-10.35,24.42,2.0,-93.09,-10.35,Serving Beam,,111.6,2.0,0.0,100.0,0.0,0.0,13.0,0.0,2.0,0.0,100.0,0.0,0.0,2.0,22.0,,,,,,,0.0,,,1.0,1.0,,SISO,,,13.0,12.62,,,,3.0,3.24,,0.0,0.17,,1.0,,,,,,,0.0,4.76,95.24,0.0,0.0,0.0,16QAM,0.0,0.17,,,,,,UL NonCA,,0.0,,,0.0,0.17,0.0,0.17,,,,
13,2022-08-14 11:55:43.300000,-82.805893,40.439209,-82.80589,40.43921,12:55:43,49.0,132.0,132.0,36.54,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30kHz,,,,,,23.08,,,,,-91.0,111.0,,,,,,,,,,,,,,22.0,,,,,,,0.0,,,1.0,1.0,,SISO,,,13.0,12.58,,,,3.0,3.26,,0.0,0.169,,1.0,,,,,,,0.0,5.26,94.74,0.0,0.0,0.0,16QAM,0.0,0.169,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,,,0.0,0.169,0.0,0.169,,,,
14,2022-08-14 11:55:43.400000,-82.805862,40.439232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.12,-10.35,20.8,2.0,-93.12,-10.35,Serving Beam,,112.0,2.0,0.0,100.0,0.0,0.0,13.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,22.0,11.0,,,,,,0.0,,,1.0,1.0,,SISO,,,13.0,13.0,,,,3.0,3.0,,0.0,0.172,,1.0,,,,,,,0.0,0.0,100.0,0.0,0.0,0.0,16QAM,0.0,0.172,,,,,,UL NonCA,,0.0,,,0.0,0.172,0.0,0.172,,,,
15,2022-08-14 11:55:43.500000,-82.805824,40.439251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-90.19,-8.0,-63.44,,,8.0,19.7,14.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,11.0,1.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,-92.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022-08-14 11:55:43.600000,-82.805794,40.439274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.41,-10.35,,2.0,-93.41,-10.35,Serving Beam,,112.0,2.0,0.0,100.0,0.0,0.0,13.0,1.0,1.0,100.0,0.0,0.0,0.0,2.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
17,2022-08-14 11:55:43.700000,-82.805756,40.439293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,64QAM,,4.0,,,,,,,,,,,,4.0,,,,,,,,,0.0,,0.0,,,NonCA,,,,,,,,,,,,,,,,,,,,,-92.0,,2.0,0.0,100.0,0.0,0.0,10.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
18,2022-08-14 11:55:43.800000,-82.805725,40.439316,,,,,,,,,,,6.0,5.0,100.0,23.0,11.0,37.0,87.0,34.0,18.0,16.0,292.0,26.0,25.0,16.0,238.0,22.0,,,,,,209.0,Band 2,825.0,18825.0,15.0,-89.31,-14.13,-56.31,,,-13.0,21.5,12.5,12.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 2,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.97,-10.38,21.1,2.0,-93.97,-10.38,Serving Beam,-94.0,112.0,,,,,,,,,,,,,,22.0,9.0,,,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.003,,1.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.003,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,,,0.0,0.003,0.0,0.003,,,,
19,2022-08-14 11:55:43.900000,-82.805695,40.439335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.2,-10.4,,2.0,-94.2,-10.4,Serving Beam,,113.0,2.0,0.0,100.0,0.0,0.0,9.0,0.0,2.0,0.0,100.0,0.0,0.0,2.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
20,2022-08-14 11:55:44.000000,-82.805656,40.439354,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,-93.0,,2.0,0.0,100.0,0.0,0.0,10.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,,10.0,12.32,,,,,,,,,,,,,,,,,,0.01,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022-08-14 11:55:44.100000,-82.805626,40.439377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,14.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.4,-10.34,21.58,2.0,-94.4,-10.34,Serving Beam,-93.0,113.0,,,,,,,,,,,,,,22.0,11.0,,,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.003,,1.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.003,,,,,,UL NonCA,,0.0,,,0.0,0.003,0.0,0.003,,,,
22,2022-08-14 11:55:44.200000,-82.805588,40.439396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-87.06,-8.31,-60.0,,,-21.4,24.0,12.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.47,-10.38,21.25,2.0,-94.47,-10.38,Serving Beam,,113.0,2.0,0.0,100.0,0.0,0.0,8.0,0.0,2.0,0.0,100.0,0.0,0.0,2.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
23,2022-08-14 11:55:44.300000,-82.805557,40.439419,-82.80556,40.43942,12:55:44,49.0,132.0,132.0,36.44,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
24,2022-08-14 11:55:44.400000,-82.805527,40.439442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.87,-10.34,,2.0,-93.87,-10.34,Serving Beam,-92.0,112.0,2.0,0.0,100.0,0.0,0.0,7.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,,10.33,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
25,2022-08-14 11:55:44.500000,-82.805489,40.439461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-87.69,-9.5,-59.06,,,-14.14,21.0,10.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,0.0,,,1.0,1.0,,SISO,,,0.0,0.0,,,,3.0,3.0,,0.0,0.002,,1.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.002,,,,,,UL NonCA,,0.0,,,0.0,0.002,0.0,0.002,0.0,0.0,0.0,
26,2022-08-14 11:55:44.600000,-82.805458,40.439484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-92.91,-10.34,23.68,2.0,-92.91,-10.34,Serving Beam,,111.0,2.0,0.0,100.0,0.0,0.0,9.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
27,2022-08-14 11:55:44.700000,-82.805428,40.439503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-93.52,-10.32,,2.0,-93.52,-10.32,Serving Beam,-89.0,112.0,2.0,0.0,100.0,0.0,0.0,10.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
28,2022-08-14 11:55:44.800000,-82.805389,40.439522,,,,,,,,,,,6.0,5.0,100.0,23.0,11.0,37.0,87.0,37.0,18.0,16.0,292.0,30.0,25.0,16.0,238.0,21.0,,,,,,209.0,Band 2,825.0,18825.0,15.0,-87.81,-11.5,-57.19,,,-15.43,23.0,14.5,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,,,,,,,,,,,,,,,20.08,,,,,-93.0,,2.0,0.0,100.0,0.0,0.0,9.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,22.0,10.0,,,,,,0.0,,,1.0,1.0,,SISO,,,4.0,4.0,,,,3.0,3.0,,0.0,0.002,,1.0,,,,,,,0.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.002,0.0,0.0,0.0,0.0,,UL NonCA,,0.0,,,0.0,0.002,0.0,0.002,,,,
29,2022-08-14 11:55:44.900000,-82.805359,40.439545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.39,-10.31,,2.0,-94.39,-10.31,Serving Beam,-95.0,113.0,,,,,,,,,,,,,,,13.0,,,,,0.0,,2.0,2.0,,,2x2_MIMO,,0.0,0.0,,,16.0,16.0,,,,,0.011,0.0,1.0,,100.0,0.0,0.0,0.0,0.0,QPSK,,,,,,,,0.011,0.0,,,,,DL NonCA,,0.0,,,,0.011,0.0,0.011,0.0,,,,
30,2022-08-14 11:55:45.000000,-82.805328,40.439564,,,,,,,,,,,,,,,,,,,,,,,,,,,5G-NR_NSA,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.7,-10.34,20.9,2.0,-94.7,-10.34,Serving Beam,,113.0,2.0,0.0,100.0,0.0,0.0,13.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,,12.0,20.03,,,,,,,,,,,,,,,,,,0.09,,,0.24,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.09,0.24,0.0,0.0,0.0,0.0,0.001,0.002,0.001,0.001
31,2022-08-14 11:55:45.100000,-82.805298,40.439587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-87.85,-12.29,-56.08,,,-20.91,21.83,14.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,21.21,,,,,-94.0,113.0,2.0,0.0,100.0,0.0,0.0,13.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,,12.67,,,,,0.0,0.0,2.0,2.0,1.0,1.0,4x4_MIMO,SISO,0.0,0.0,13.0,10.33,16.0,16.0,,3.0,3.0,,0.007,0.011,1.0,1.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,33.33,66.67,0.0,0.0,0.0,16QAM,0.007,0.011,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.007,0.011,0.007,0.011,,,,
32,2022-08-14 11:55:45.200000,-82.80526,40.439606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-88.47,-10.08,-58.29,12.0,,-34.64,22.38,14.5,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 2,5G-NR Qualcomm,170.0,2.0,2.0,2.0,20.0,509070.0,2545.35,30kHz,2.0,170_2,2.0,-94.27,-10.38,22.11,2.0,-94.27,-10.38,Serving Beam,-94.0,113.0,,,,,,,,,,,,,,22.0,14.0,,,,,0.0,0.0,2.0,2.0,1.0,1.0,4x4_MIMO,SISO,0.0,0.0,13.0,13.0,16.0,16.0,,3.0,3.0,,0.021,0.169,1.0,1.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.0,100.0,0.0,0.0,0.0,16QAM,0.021,0.169,,,,,DL NonCA,UL NonCA,0.0,0.0,,,0.021,0.169,0.021,0.169,,,,
33,2022-08-14 11:55:45.300000,-82.805229,40.439629,-82.80523,40.43963,12:55:45,49.0,131.0,131.0,36.44,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,209.0,Band 2,825.0,18825.0,15.0,-88.5,-15.63,-54.13,,4.86,-24.5,22.9,14.5,15.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,,,,,30kHz,,,,,,19.78,,,,,,113.0,2.0,0.0,100.0,0.0,0.0,12.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,22.0,12.0,,,,,0.0,0.0,2.0,2.0,1.0,1.0,4x4_MIMO,SISO,0.0,0.0,13.0,13.0,16.0,16.0,,3.0,3.0,,0.012,0.17,1.0,1.0,100.0,0.0,0.0,0.0,0.0,QPSK,0.0,0.0,100.0,0.0,0.0,0.0,16QAM,0.012,0.17,0.001,0.002,66.0,132.0,DL NonCA,UL NonCA,0.0,0.0,,,0.012,0.17,0.012,0.17,,,,
