,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
10,2022-08-14 12:38:22.200000,-82.0644,40.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-93.11,-12.39,-63.33,,,,14.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 5,0.0,0.0,0.0,0.0,
11,2022-08-14 12:38:22.300000,-82.064377,40.958527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-89.9,-13.59,-59.26,,,-12.0,16.47,10.0,9.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
12,2022-08-14 12:38:22.400000,-82.064346,40.958549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-90.77,-11.78,-61.35,,,-2.0,15.72,10.0,8.5,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 5,,,,,
13,2022-08-14 12:38:22.500000,-82.064316,40.958572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-89.82,-12.69,-59.8,,,0.08,15.73,9.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,8.0,6.0,,64QAM,QPSK,,5.0,,,,,,0.0,0.0,,,,,5.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 5,,,,,0.025
14,2022-08-14 12:38:22.600000,-82.064285,40.958599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-90.88,-10.94,-62.51,,,-13.0,15.29,8.0,7.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
15,2022-08-14 12:38:22.700000,-82.064255,40.958622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.1,-10.71,-60.14,,,-13.0,16.57,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051,,0.0,,NonCA,,Band 5,0.025,0.018,1584.0,1117.0,
16,2022-08-14 12:38:22.800000,-82.064232,40.958649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.46,-11.67,-59.49,,,,16.14,,,,,,,,,,,1.0,2.0,,QPSK,QPSK,,6.5,,,,,,0.0,,,,,,6.5,,,,0.0,,,,,,,,,,NonCA,,Band 5,,,,,
17,2022-08-14 12:38:22.900000,-82.064201,40.958672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-89.53,-12.18,-59.92,,,-13.0,15.63,9.0,8.0,,,,,,TM4,10.0,,,,17.63,,,16QAM,,3.42,,,,,,,,,,,,3.42,,,,,,,,,0.0,,0.0,,NonCA,NonCA,Band 5,,,,,
18,2022-08-14 12:38:23.000000,-82.064171,40.958698,-82.06417,40.9587,13:38:23,41.0,134.0,134.0,37.0,1.0,2.0,,11.0,23.0,103.0,37.0,18.0,30.0,303.0,22.0,23.0,9.0,250.0,27.0,25.0,3.0,226.0,26.0,LTE,,LTE Qualcomm,396.0,Band 5,2450.0,20450.0,10.0,-88.79,-12.43,-59.17,,,,16.27,,,,,,,,,,,,,,,,,,,0.02,0.02,0.0,,,0.0,0.005,0.003,0.0,0.003,,,0.02,,,0.0,0.005,0.003,0.0,0.003,,,,,NonCA,,Band 5,,,,,0.0
19,2022-08-14 12:38:23.100000,-82.06414,40.958725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.79,-11.76,-58.84,6.5,,-13.0,17.57,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
20,2022-08-14 12:38:23.200000,-82.06411,40.958748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-86.3,-10.79,-58.41,,-12.87,-13.75,16.72,8.0,8.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 5,0.0,0.0,0.0,0.0,
21,2022-08-14 12:38:23.300000,-82.064087,40.958775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.4,-9.61,-60.29,,,,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
22,2022-08-14 12:38:23.400000,-82.064056,40.958797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.43,-11.33,-58.78,,,-13.75,17.03,,,2.0,0.0,100.0,0.0,0.0,TM4,,,17.0,,,64QAM,,,8.0,,,,,,100.0,,,,,,8.0,,,,100.0,,,,,,0.0,,0.0,0.001,NonCA,,Band 5,,,,,
23,2022-08-14 12:38:23.500000,-82.064026,40.958824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.38,-10.03,-59.87,,,5.0,16.27,10.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,0.0
24,2022-08-14 12:38:23.600000,-82.063995,40.958851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.81,-11.17,-60.27,,,-14.75,16.26,9.0,8.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
25,2022-08-14 12:38:23.700000,-82.063965,40.958874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.47,-11.48,-59.59,,,-15.0,17.63,,,2.0,0.0,100.0,0.0,0.0,TM4,,,8.5,0.0,,64QAM,QPSK,,4.5,,,,,,33.33,,,,,,4.5,,,,33.33,,,,,,0.0,,0.0,,NonCA,,Band 5,0.0,0.0,0.0,0.0,
26,2022-08-14 12:38:23.800000,-82.063942,40.9589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.93,-10.15,-60.26,,,,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,NonCA,,Band 5,,,,,
27,2022-08-14 12:38:23.900000,-82.063911,40.958923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.2,-11.4,-59.39,,,-15.0,17.55,12.0,11.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,NonCA,,Band 5,,,,,
28,2022-08-14 12:38:24.000000,-82.063881,40.95895,-82.06388,40.95895,13:38:24,41.0,134.0,134.0,37.0,1.0,2.0,,11.0,23.0,103.0,36.0,18.0,30.0,303.0,22.0,23.0,9.0,250.0,26.0,25.0,3.0,226.0,24.0,LTE,,LTE Qualcomm,396.0,Band 5,2450.0,20450.0,10.0,-85.52,-10.18,-58.13,,,-2.77,17.82,11.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,4x2,3.0,1.0,,QPSK,QPSK,,8.0,,0.02,0.02,0.02,0.04,100.0,0.0,0.005,0.006,0.004,0.006,8.0,,0.02,0.04,100.0,0.0,0.005,0.006,0.004,0.006,,,,,NonCA,,Band 5,,,,,0.002
29,2022-08-14 12:38:24.100000,-82.06385,40.958977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.2,-11.68,-59.36,,,6.0,16.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
30,2022-08-14 12:38:24.200000,-82.06382,40.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-86.45,-11.03,-58.02,,,-6.0,16.58,10.0,7.67,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,17.4,,,16QAM,,2.0,,,,,,,,,,,,2.0,,,,,,,,,0.002,,0.0,,NonCA,NonCA,Band 5,0.002,0.002,132.0,132.0,
31,2022-08-14 12:38:24.300000,-82.063797,40.959026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-85.96,-12.05,-56.86,,,-5.5,16.04,,,2.0,0.0,100.0,0.0,0.0,TM4,,,7.0,6.0,,64QAM,QPSK,,1.0,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 5,,,,,
32,2022-08-14 12:38:24.400000,-82.063766,40.959049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-84.34,-12.2,-55.12,5.42,,-6.41,16.45,10.0,8.33,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.0,0.002,NonCA,,Band 5,,,,,
33,2022-08-14 12:38:24.500000,-82.063736,40.959076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-83.67,-11.76,-54.81,,-14.28,-21.0,15.09,10.0,8.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,0.002
34,2022-08-14 12:38:24.600000,-82.063705,40.959103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-86.1,-11.29,-57.66,,,-11.6,14.59,10.5,9.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,4.25,3.25,,QPSK,QPSK,,1.0,,,,,,0.0,0.0,,,,,1.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 5,,,,,
35,2022-08-14 12:38:24.700000,-82.063675,40.959126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-88.23,-11.48,-59.34,,,-11.0,15.96,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 5,,,,,
36,2022-08-14 12:38:24.800000,-82.063652,40.959152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-87.84,-10.65,-60.05,,,-11.22,15.48,8.33,10.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,19.14,,,16QAM,,2.14,,,,,,,,,,,,2.14,,,,,,,,,,,,,NonCA,NonCA,Band 5,0.002,0.002,132.0,132.0,
37,2022-08-14 12:38:24.900000,-82.063622,40.959175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-91.24,-11.25,-62.38,,,,16.98,,,,,,,,,,,8.67,7.33,,64QAM,64QAM,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,NonCA,,Band 5,,,,,
38,2022-08-14 12:38:25.000000,-82.063591,40.959202,-82.06359,40.9592,13:38:25,41.0,133.0,133.0,37.0,1.0,2.0,,11.0,23.0,103.0,34.0,18.0,30.0,303.0,27.0,23.0,9.0,250.0,30.0,25.0,3.0,226.0,27.0,LTE,,LTE Qualcomm,396.0,Band 5,2450.0,20450.0,10.0,-88.33,-10.81,-60.2,,,-8.89,16.23,10.5,10.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,4x2,,,,,,,,,0.04,0.04,0.04,0.08,,0.0,0.012,0.015,0.011,0.012,,,0.04,0.08,,0.0,0.012,0.015,0.011,0.012,0.002,,0.0,,NonCA,,Band 5,,,,,0.003
39,2022-08-14 12:38:25.100000,-82.06356,40.959229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-89.23,-10.54,-61.3,,,,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,,,,,
40,2022-08-14 12:38:25.200000,-82.06353,40.959255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-92.24,-10.8,-64.03,,,-8.0,15.93,9.33,8.33,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,6.0,6.5,,64QAM,64QAM,,1.0,,,,,,0.0,,,,,,1.0,,,,0.0,,,,,,0.002,0.003,0.0,,NonCA,,Band 5,,,,,
41,2022-08-14 12:38:25.300000,-82.063499,40.959278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-92.1,-10.83,-64.07,,,-17.0,16.4,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 5,0.003,0.003,198.0,198.0,
42,2022-08-14 12:38:25.400000,-82.063469,40.959305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-93.85,-10.12,-66.37,,,-2.93,17.04,9.33,8.67,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,19.5,,,QPSK,,2.15,,,,,,,,,,,,2.15,,,,,,,,,0.004,,0.0,0.003,NonCA,NonCA,Band 5,,,,,
43,2022-08-14 12:38:25.500000,-82.063431,40.959332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-94.75,-9.45,-67.81,,,-6.0,16.05,11.0,8.0,,,,,,TM4,10.0,,5.6,5.83,19.0,QPSK,QPSK,QPSK,1.0,2.0,,,,,9.09,10.0,,,,,1.0,2.0,,,9.09,10.0,,,,,,,,,NonCA,NonCA,Band 5,,,,,0.002
44,2022-08-14 12:38:25.600000,-82.0634,40.959358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-99.49,-10.27,-72.03,,,1.77,13.37,7.5,7.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 5,,,,,
45,2022-08-14 12:38:25.700000,-82.06337,40.959385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-104.23,-11.38,-74.58,4.85,,4.1,12.44,4.0,7.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 5,,,,,
46,2022-08-14 12:38:25.800000,-82.063339,40.959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-102.84,-9.87,-74.55,,-16.38,8.68,12.29,6.5,6.5,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,2.0,3.0,15.44,QPSK,QPSK,16QAM,1.25,2.27,,,,,0.0,33.33,,,,,1.25,2.27,,,0.0,33.33,,,,,,,,,NonCA,NonCA,Band 5,0.002,0.002,132.0,132.0,
47,2022-08-14 12:38:25.900000,-82.063309,40.959435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.0,Band 5,2450.0,20450.0,10.0,-103.01,-9.92,-74.76,,,11.75,12.46,6.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,NonCA,,Band 5,,,,,
48,2022-08-14 12:38:26.000000,-82.063278,40.959461,-82.06328,40.95946,13:38:26,41.0,134.0,134.0,38.95,1.0,2.0,,11.0,23.0,103.0,35.0,18.0,30.0,303.0,29.0,23.0,9.0,250.0,28.0,25.0,3.0,226.0,26.0,LTE,,LTE Qualcomm,396.0,Band 5,2450.0,20450.0,10.0,-105.21,-10.58,-76.38,,,11.8,11.59,6.0,5.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,,,,,,,0.04,0.04,0.04,0.09,,15.38,0.009,0.017,0.008,0.016,,,0.04,0.09,,15.38,0.009,0.017,0.008,0.016,,,,,NonCA,,Band 5,,,,,0.002
