PING 155.146.118.158 (155.146.118.158) 38(66) bytes of data.
46 bytes from 155.146.118.158: icmp_seq=1 ttl=56 time=84.1 ms
46 bytes from 155.146.118.158: icmp_seq=2 ttl=56 time=16.0 ms
46 bytes from 155.146.118.158: icmp_seq=3 ttl=56 time=15.1 ms
46 bytes from 155.146.118.158: icmp_seq=4 ttl=56 time=14.8 ms
46 bytes from 155.146.118.158: icmp_seq=5 ttl=56 time=34.4 ms
46 bytes from 155.146.118.158: icmp_seq=6 ttl=56 time=32.9 ms
46 bytes from 155.146.118.158: icmp_seq=7 ttl=56 time=31.9 ms
46 bytes from 155.146.118.158: icmp_seq=8 ttl=56 time=31.3 ms
46 bytes from 155.146.118.158: icmp_seq=9 ttl=56 time=30.9 ms
46 bytes from 155.146.118.158: icmp_seq=10 ttl=56 time=30.6 ms
46 bytes from 155.146.118.158: icmp_seq=11 ttl=56 time=30.1 ms
46 bytes from 155.146.118.158: icmp_seq=12 ttl=56 time=23.8 ms
46 bytes from 155.146.118.158: icmp_seq=13 ttl=56 time=29.0 ms
46 bytes from 155.146.118.158: icmp_seq=14 ttl=56 time=23.3 ms
46 bytes from 155.146.118.158: icmp_seq=15 ttl=56 time=17.8 ms
46 bytes from 155.146.118.158: icmp_seq=16 ttl=56 time=16.8 ms
46 bytes from 155.146.118.158: icmp_seq=17 ttl=56 time=22.6 ms
46 bytes from 155.146.118.158: icmp_seq=18 ttl=56 time=41.1 ms
46 bytes from 155.146.118.158: icmp_seq=19 ttl=56 time=46.2 ms
46 bytes from 155.146.118.158: icmp_seq=20 ttl=56 time=41.4 ms
46 bytes from 155.146.118.158: icmp_seq=21 ttl=56 time=44.8 ms
46 bytes from 155.146.118.158: icmp_seq=22 ttl=56 time=28.6 ms
46 bytes from 155.146.118.158: icmp_seq=23 ttl=56 time=37.3 ms
46 bytes from 155.146.118.158: icmp_seq=24 ttl=56 time=37.8 ms
46 bytes from 155.146.118.158: icmp_seq=25 ttl=56 time=32.4 ms
46 bytes from 155.146.118.158: icmp_seq=26 ttl=56 time=28.6 ms
46 bytes from 155.146.118.158: icmp_seq=27 ttl=56 time=28.8 ms
46 bytes from 155.146.118.158: icmp_seq=28 ttl=56 time=33.6 ms
46 bytes from 155.146.118.158: icmp_seq=29 ttl=56 time=38.9 ms
46 bytes from 155.146.118.158: icmp_seq=30 ttl=56 time=38.1 ms
46 bytes from 155.146.118.158: icmp_seq=31 ttl=56 time=32.5 ms
46 bytes from 155.146.118.158: icmp_seq=32 ttl=56 time=27.1 ms
46 bytes from 155.146.118.158: icmp_seq=33 ttl=56 time=25.4 ms
46 bytes from 155.146.118.158: icmp_seq=34 ttl=56 time=29.9 ms
46 bytes from 155.146.118.158: icmp_seq=35 ttl=56 time=23.6 ms
