,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-10 16:14:57.000000,-111.759369,40.73101,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-10 16:14:57.400000,-111.759369,40.73101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.48,-33.0,,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-10 16:14:57.462015,-111.759369,40.73101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-10 16:14:57.500000,-111.759369,40.73101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
4,2022-08-10 16:14:57.600000,-111.759369,40.73101,-111.75937,40.73101,15:14:56,46.0,115.0,115.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2022-08-10 16:14:57.700000,-111.759308,40.731049,,,,,,,,,,,10.0,68.0,322.0,36.0,15.0,13.0,47.0,27.0,18.0,38.0,125.0,42.0,22.0,21.0,207.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2022-08-10 16:14:57.900000,-111.759193,40.731121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Band 66,66786.0,132322.0,20.0,20.0,-77.0,-6.06,-50.88,,,,29.3,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
7,2022-08-10 16:14:58.000000,-111.75914,40.731159,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.001,,,,,,,,0.002,,0.001,,,,,,,,,0.0,0.0,0.0,0.0
8,2022-08-10 16:14:58.100000,-111.759079,40.731194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,Band 66,66786.0,132322.0,20.0,20.0,-77.31,-6.63,-50.0,,,-37.5,30.0,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,
9,2022-08-10 16:14:58.400000,-111.758911,40.731308,,,,,,,,,,,10.0,68.0,322.0,31.0,15.0,13.0,47.0,26.0,18.0,38.0,125.0,45.0,22.0,21.0,207.0,36.0,,,,,,20.0,Band 66,66786.0,132322.0,20.0,20.0,-74.8,-4.21,-50.17,,,-25.75,30.0,15.0,15.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,0.0,,24.0,QPSK,,64QAM,4.0,2.0,,,,,0.0,,,,,,4.0,2.0,,,0.0,,,,,,0.0,,0.0,,,NonCA,NonCA,Band 66,,,,
10,2022-08-10 16:14:58.500000,-111.758858,40.731342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
11,2022-08-10 16:14:58.600000,-111.758797,40.73138,-111.7588,40.73138,15:14:58,53.0,115.0,115.0,63.31,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,20.0,Band 66,66786.0,132322.0,20.0,20.0,-77.75,-6.38,-51.38,-16.0,,-35.0,30.0,14.0,15.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,,NonCA,,Band 66,,,,
12,2022-08-10 16:14:59.000000,-111.758675,40.731449,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,20.0,Band 66,66786.0,132322.0,20.0,20.0,-74.94,-5.94,-49.0,,-35.67,-33.5,30.0,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,0.0,,,,0.003,,0.003,,,,0.0,,,,0.003,,0.003,0.0,,0.0,0.0,,NonCA,,Band 66,0.0,0.0,0.0,0.0
